iter,steps,eta_train,eta_val,loss,epsilon,sps,elapsed_s
0,59,0.02222,0.5050000000000001,-0.744039,1.0,12.57,4.7
1,388,0.13291,,-1.02855,0.9889,317.1,5.7
2,412,0.0,,-0.834712,0.9778,257.84,5.8
3,709,0.05914,,-0.720578,0.9667,309.45,6.8
4,1037,0.19512,,0.043682,0.9556,309.62,7.9
5,1200,0.31034,,0.59119,0.9444,289.85,8.4
6,1457,0.15966,,0.666015,0.9333,316.21,9.2
7,1981,0.35948,,1.13475,0.9222,312.59,10.9
8,2048,0.06522,,0.556357,0.9111,251.84,11.2
9,2855,0.55385,,1.339978,0.9,329.0,13.6
10,3129,0.18584,0.31500000000000006,-0.188934,0.8889,58.91,18.3
11,3199,0.06,,-0.241923,0.8778,247.88,18.6
12,3394,0.30435,,-0.105589,0.8667,296.17,19.2
13,3507,0.68,,1.577075,0.8556,288.86,19.6
14,3861,0.17266,,-0.365599,0.8444,302.2,20.8
15,3966,0.08451,,-0.057062,0.8333,263.95,21.2
16,4227,0.10135,,-0.213966,0.8222,301.82,22.1
17,4875,0.36517,,0.502003,0.8111,319.0,24.1
18,5238,0.57831,,1.222421,0.8,316.06,25.3
19,5560,0.5641,,1.175561,0.7889,307.01,26.3
20,5656,0.61905,0.2425,1.978013,0.7778,25.26,30.1
21,5933,0.10056,,-0.014211,0.7667,319.98,31.0
22,6169,0.22892,,-0.131216,0.7556,294.02,31.8
23,6422,0.1145,,-0.272624,0.7444,289.88,32.7
24,6657,0.17949,,-0.02224,0.7333,294.64,33.5
25,7106,0.47414,,1.051345,0.7222,316.76,34.9
26,7282,0.11538,,0.211043,0.7111,292.42,35.5
27,7372,0.04878,,-0.052339,0.7,265.75,35.8
28,7901,0.37931,,0.386806,0.6889,311.67,37.5
29,7983,0.4,,0.779711,0.6778,257.77,37.9
30,8342,0.33696,0.35,0.064306,0.6667,71.92,42.9
31,8870,0.20305,,-0.469244,0.6556,292.79,44.7
32,9291,0.155,,-0.418249,0.6444,312.4,46.0
33,9559,0.51562,,0.220129,0.6333,303.15,46.9
34,9818,0.14167,,-0.540829,0.6222,285.85,47.8
35,9927,0.0354,,-0.443316,0.6111,294.7,48.2
36,10439,0.36806,,0.068261,0.6,323.78,49.8
37,10695,0.14286,,-0.229766,0.5889,300.84,50.6
38,11156,0.34615,,-0.091334,0.5778,306.88,52.1
39,11540,0.375,,0.326642,0.5667,311.34,53.4
40,11762,0.14151,0.23500000000000001,-0.225984,0.5556,53.11,57.5
41,12216,0.41538,,0.552106,0.5444,313.04,59.0
42,12246,0.03125,,-0.017102,0.5333,250.37,59.1
43,12358,0.02703,,0.031449,0.5222,272.2,59.5
44,12632,0.2541,,0.531603,0.5111,316.84,60.4
45,13396,0.44949,,0.752806,0.5,318.61,62.8
46,13830,0.58252,,1.247736,0.4889,314.29,64.2
47,14253,0.19512,,0.18469,0.4778,294.55,65.6
48,14616,0.35354,,0.29663,0.4667,318.88,66.8
49,15309,0.60131,,0.426794,0.4556,317.88,69.0
50,15347,0.00556,0.35,-0.166804,0.4444,9.09,73.1
51,15544,0.08929,,-0.658318,0.4333,300.29,73.8
52,15651,0.28571,,-0.456556,0.4222,260.84,74.2
53,15929,0.56061,,0.048182,0.4111,321.08,75.1
54,16086,0.1375,,-0.776978,0.4,288.72,75.6
55,16253,0.06767,,-0.632327,0.3889,299.48,76.2
56,16716,0.19892,,-0.619969,0.3778,309.94,77.7
57,16996,0.2809,,-0.465258,0.3667,296.91,78.6
58,17154,0.09174,,-0.323487,0.3556,269.73,79.2
59,17301,0.09483,,0.032169,0.3444,303.82,79.7
60,17606,0.27619,0.51,0.161494,0.3333,55.7,85.2
61,17926,0.0791,,0.106462,0.3222,328.77,86.2
62,18053,0.02674,,0.222456,0.3111,291.62,86.6
63,18507,0.21858,,0.154566,0.3,314.07,88.0
64,18547,0.01205,,0.323459,0.2889,251.96,88.2
65,18789,0.19167,,-0.131019,0.2778,303.38,89.0
