iter,steps,eta_train,eta_val,loss,epsilon,sps,elapsed_s
0,405,0.25185,0.19,0.397799,1.0,87.48,4.6
1,660,0.11189,,-0.214011,0.9889,305.46,5.5
2,755,0.08065,,-0.354282,0.9778,264.11,5.8
3,1087,0.2521,,0.239989,0.9667,298.83,6.9
4,1216,0.12329,,0.102043,0.9556,277.11,7.4
5,1367,0.31481,,0.095802,0.9444,280.12,8.0
6,1701,0.28182,,-0.174096,0.9333,305.08,9.1
7,1742,0.18182,,0.045459,0.9222,236.39,9.2
8,1960,0.05,,-0.429511,0.9111,317.52,9.9
9,2037,0.17241,,-0.512016,0.9,251.76,10.2
10,2287,0.06286,0.21000000000000002,-0.557396,0.8889,64.3,14.1
11,2502,0.15957,,-0.499951,0.8778,295.19,14.8
12,2584,0.52381,,1.1887,0.8667,267.2,15.2
13,2978,0.17,,0.020376,0.8556,304.11,16.5
14,3304,0.22308,,0.105148,0.8444,302.45,17.5
15,3540,0.37097,,0.364501,0.8333,305.24,18.3
16,3640,0.64,,1.700617,0.8222,273.73,18.7
17,3775,0.1875,,-0.22241,0.8111,282.96,19.2
18,4371,0.39744,,-0.208968,0.8,308.64,21.1
19,4727,0.21094,,-0.19458,0.7889,306.05,22.3
20,4895,0.04082,0.21749999999999997,-0.272972,0.7778,45.71,25.9
21,5257,0.47727,,0.49653,0.7667,310.97,27.1
22,5484,0.37333,,0.456287,0.7556,313.6,27.8
23,5724,0.22222,,-0.092461,0.7444,308.28,28.6
24,6120,0.22152,,0.04596,0.7333,299.79,29.9
25,6686,0.37821,,0.579638,0.7222,316.58,31.7
26,6916,0.65385,,0.949831,0.7111,292.33,32.5
27,7203,0.15714,,-0.37796,0.7,300.13,33.5
28,7552,0.19403,,-0.499729,0.6889,286.02,34.7
29,7935,0.13966,,-0.346681,0.6778,296.21,36.0
30,7964,0.06667,0.2625,-0.19017,0.6667,8.45,39.4
31,8067,0.23684,,-0.196204,0.6556,271.76,39.8
32,8446,0.22656,,0.127931,0.6444,283.14,41.2
33,8820,0.12571,,0.100744,0.6333,318.91,42.3
34,8910,0.05556,,0.210646,0.6222,267.26,42.7
35,9033,0.36585,,0.705623,0.6111,269.07,43.1
36,9345,0.15217,,-0.108064,0.6,306.68,44.2
37,9770,0.60194,,0.751,0.5889,317.06,45.5
38,9942,0.1791,,-0.331139,0.5778,282.96,46.1
39,10069,0.35897,,0.129256,0.5667,273.54,46.6
40,10091,0.05,0.25,-0.095515,0.5556,6.62,49.9
41,10454,0.18939,,-0.145218,0.5444,304.74,51.1
42,10731,0.26882,,-0.136969,0.5333,307.28,52.0
43,10921,0.22535,,-0.011003,0.5222,296.06,52.6
44,11086,0.5,,0.62994,0.5111,295.18,53.2
45,11545,0.22449,,0.236493,0.5,319.33,54.6
46,11705,0.07292,,0.073165,0.4889,271.05,55.2
47,12350,0.3388,,0.378983,0.4778,318.54,57.3
48,12502,0.65625,,0.720558,0.4667,291.22,57.8
49,12669,0.14286,,-0.328357,0.4556,299.5,58.4
50,12968,0.10828,0.24,-0.39944,0.4444,70.56,62.6
51,13372,0.23129,,-0.531727,0.4333,293.67,64.0
52,13737,0.32432,,-0.173535,0.4222,303.12,65.2
53,13759,0.0,,-0.286942,0.4111,244.09,65.3
54,14232,0.21084,,-0.16705,0.4,310.01,66.8
55,14439,0.67391,,0.984173,0.3889,305.27,67.5
56,14693,0.17273,,-0.056211,0.3778,302.66,68.3
57,15014,0.20611,,0.488202,0.3667,307.46,69.4
58,15496,0.52893,,1.026985,0.3556,303.41,71.0
59,15628,0.06299,,0.608327,0.3444,294.7,71.4
60,15710,0.17073,0.175,0.403374,0.3333,23.55,74.9
61,16142,0.32283,,0.390344,0.3222,317.23,76.3
62,16169,0.0,,-0.156183,0.3111,245.66,76.4
63,16414,0.1978,,-0.387763,0.3,286.16,77.2
64,16481,0.10811,,-0.128528,0.2889,241.92,77.5
65,16602,0.30952,,0.309097,0.2778,269.88,78.0
66,17012,0.15075,,-0.095698,0.2667,309.14,79.3
67,17129,0.73077,,1.607656,0.2556,269.72,79.7
68,17491,0.39048,,0.433549,0.2444,319.01,80.9
69,17642,0.24074,,-0.056006,0.2333,285.49,81.4
70,17823,0.31148,0.1875,0.277782,0.2222,46.1,85.3
71,18350,0.62602,,0.742047,0.2111,326.18,86.9
72,18558,0.07051,,-0.359683,0.2,299.68,87.6
73,18794,0.02139,,-0.401211,0.1889,311.9,88.4
74,19084,0.19531,,-0.386026,0.1778,309.01,89.3
75,19119,0.0,,-0.208883,0.1667,231.32,89.5
76,19693,0.30822,,-0.351703,0.1556,312.67,91.3
77,20101,0.31897,,0.001844,0.1444,300.14,92.7
78,20561,0.17241,,-0.149541,0.1333,305.87,94.2
79,20833,0.15306,,-0.146203,0.1222,293.18,95.1
80,21376,0.2449,0.23500000000000001,0.852983,0.1111,111.04,100.0
81,21712,0.11892,,0.951947,0.1,318.51,101.1
82,21805,0.16216,,1.080203,0.0889,270.26,101.4
83,22312,0.46875,,1.713813,0.0778,319.33,103.0
84,22991,0.35025,,1.015199,0.0667,302.49,105.3
85,23430,0.34127,,0.744879,0.0556,302.35,106.7
86,23697,0.36585,,1.053024,0.05,302.82,107.6
87,24327,0.47333,,0.760351,0.05,316.48,109.6
88,24517,0.05455,,0.119678,0.05,297.7,110.2
89,24690,0.16216,,-0.105409,0.05,284.3,110.9
90,24920,0.52727,0.20249999999999999,0.119757,0.05,57.12,114.9
91,25173,0.75926,,0.93976,0.05,314.65,115.7
92,25356,0.03623,,-0.697163,0.05,297.8,116.3
93,25816,0.18182,,-0.731629,0.05,316.1,117.8
94,25924,0.0,,-0.722307,0.05,272.93,118.2
95,26237,0.29167,,-0.710972,0.05,297.04,119.2
96,26782,0.1658,,-0.801163,0.05,301.97,121.0
97,27396,0.56954,,-0.227463,0.05,326.12,122.9
98,27520,0.5,,-0.0237,0.05,279.12,123.4
99,27800,0.49254,,-0.25146,0.05,319.05,124.2
100,27912,0.1,0.25,-0.642537,0.05,29.51,128.0
101,28121,0.03333,,-0.342192,0.05,317.18,128.7
102,28792,0.31606,,0.296421,0.05,319.77,130.8
103,29401,0.195,,-0.038347,0.05,301.8,132.8
104,29713,0.10169,,0.237696,0.05,313.35,133.8
105,29818,0.51724,,1.763301,0.05,272.55,134.2
106,30021,0.225,,0.609428,0.05,287.74,134.9
107,30158,0.48387,,1.172212,0.05,278.92,135.4
108,30878,0.42564,,1.147278,0.05,321.6,137.7
109,31204,0.10692,,0.227123,0.05,312.47,138.7
110,31663,0.18788,0.2475,0.17851,0.05,92.89,143.7
111,31847,0.05085,,-0.098049,0.05,294.21,144.3
112,32016,0.09756,,-0.049874,0.05,295.75,144.9
113,32219,0.03906,,-0.28776,0.05,286.8,145.6
114,32480,0.42105,,0.362424,0.05,292.58,146.5
115,32982,0.24419,,-0.206554,0.05,315.5,148.1
116,33189,0.1236,,-0.072692,0.05,289.33,148.8
117,33543,0.14815,,-0.190855,0.05,306.4,149.9
118,33705,0.65714,,1.384872,0.05,299.73,150.5
119,33883,0.25,,0.593408,0.05,298.41,151.1
120,34445,0.33333,0.185,0.423641,0.05,111.88,156.1
121,34566,0.03922,,0.110261,0.05,280.29,156.5
122,34989,0.31343,,0.319127,0.05,313.67,157.9
123,35172,0.15942,,-0.054539,0.05,293.96,158.5
124,35364,0.19737,,-0.381956,0.05,291.55,159.2
125,35561,0.1,,-0.335771,0.05,296.04,159.8
126,36256,0.46893,,0.407761,0.05,319.52,162.0
127,36879,0.53642,,0.49158,0.05,318.04,164.0
128,37341,0.10769,,-0.417182,0.05,318.03,165.4
129,37416,0.04651,,-0.572012,0.05,248.12,165.7
130,37478,0.11429,0.22750000000000004,-0.266752,0.05,17.12,169.4
131,37494,0.03226,,0.293482,0.05,253.36,169.4
132,37867,0.18232,,-0.350704,0.05,309.82,170.6
133,38027,0.22034,,-0.064519,0.05,283.66,171.2
134,38162,0.21951,,-0.079931,0.05,286.41,171.7
135,38327,0.04724,,0.117598,0.05,291.68,172.3
136,38459,0.03268,,0.301513,0.05,307.03,172.7
137,38957,0.20408,,0.055973,0.05,312.8,174.3
138,39221,0.66102,,1.230948,0.05,311.6,175.1
139,39645,0.21854,,0.241325,0.05,330.46,176.4
140,40043,0.17178,0.24500000000000002,-0.000435,0.05,86.65,181.0
141,40354,0.16667,,-0.013405,0.05,313.52,182.0
142,40460,0.23077,,0.111558,0.05,270.88,182.4
143,40664,0.13415,,-0.443924,0.05,282.94,183.1
144,40854,0.2623,,-0.227301,0.05,289.69,183.8
145,40956,0.15,,-0.12725,0.05,261.61,184.2
146,41055,0.09836,,-0.277083,0.05,268.4,184.5
147,41238,0.12048,,-0.100975,0.05,301.37,185.2
148,41389,0.10959,,-0.022976,0.05,289.17,185.7
149,41716,0.30612,,0.119088,0.05,308.72,186.7
150,41916,0.09091,0.255,0.012939,0.05,47.44,191.0
151,42344,0.25581,,0.39204,0.05,295.75,192.4
152,42764,0.69892,,1.494584,0.05,315.49,193.7
153,43173,0.40678,,0.517657,0.05,311.69,195.1
154,43544,0.25862,,0.629019,0.05,310.34,196.3
155,43728,0.02577,,0.035779,0.05,292.08,196.9
156,44071,0.13068,,-0.060972,0.05,316.07,198.0
157,44581,0.20994,,-0.105527,0.05,314.27,199.6
158,44814,0.12403,,-0.269986,0.05,293.01,200.4
159,44964,0.05114,,-0.023038,0.05,294.82,200.9
160,45422,0.18497,0.24,-0.220329,0.05,97.05,205.6
161,45530,0.01361,,0.110903,0.05,284.48,206.0
162,45758,0.28395,,0.348214,0.05,309.61,206.8
163,45868,0.06977,,0.140828,0.05,282.18,207.2
164,46410,0.26901,,0.036034,0.05,302.74,208.9
165,46526,0.16667,,-0.025856,0.05,277.75,209.4
166,46960,0.23469,,0.02998,0.05,312.41,210.8
167,47104,0.03419,,-0.230201,0.05,288.17,211.3
168,47757,0.37,,0.20084,0.05,316.73,213.3
169,48162,0.21429,,-0.217236,0.05,316.84,214.6
170,48203,0.03125,0.2525,-0.340231,0.05,12.06,218.0
171,49024,0.56085,,0.51884,0.05,330.62,220.5
172,49428,0.07368,,-0.422401,0.05,308.29,221.8
173,49833,0.20714,,-0.120375,0.05,312.18,223.1
174,49988,0.12632,,-0.219861,0.05,297.4,223.6
175,50111,0.02538,,-0.261532,0.05,304.38,224.0
176,50312,0.04494,,0.056694,0.05,316.58,224.7
177,50618,0.22321,,0.178058,0.05,299.98,225.7
178,50992,0.16168,,0.056328,0.05,311.57,226.9
179,51179,0.56818,,1.323307,0.05,295.49,227.5
180,51530,0.10383,0.23500000000000001,-0.083539,0.05,80.79,231.9
181,51713,0.02299,,0.207245,0.05,299.51,232.5
182,51816,0.46429,,0.653098,0.05,266.13,232.9
183,52689,0.6,,1.090145,0.05,326.61,235.6
184,53169,0.29333,,-0.216275,0.05,294.99,237.2
185,53290,0.04444,,-0.342998,0.05,272.51,237.7
186,53604,0.15789,,-0.126104,0.05,307.7,238.7
187,54147,0.44118,,0.621408,0.05,306.32,240.5
188,54328,0.63158,,1.029237,0.05,302.56,241.1
189,54423,0.02878,,-0.192891,0.05,250.63,241.4
