iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,2582,0.52,0.38708,-0.22585,0.064695,0.031607,0.169475,0.436609,0.595542,9.758189,60.0,0.3,68.71,1963,619,0.7603,0.6413,3.617,46.5
1,6017,,0.3266,-0.34679,0.053486,0.000871,0.28666,-2.123706,0.534947,14.155087,67.416,0.29667,31.33,2722,713,0.7924,0.6507,3.575,156.2
2,8682,,0.28402,-0.4141,0.003681,0.001131,1.002016,-0.058409,0.134585,2.589021,47.727,0.29333,32.34,1955,710,0.7336,0.69,3.617,238.6
3,11531,,0.19941,-0.6001,0.004846,0.000648,1.103388,-0.019707,0.176407,2.298987,75.862,0.29,31.81,2297,552,0.8062,0.7231,3.938,328.2
4,14518,,0.22745,-0.54363,-0.001103,0.000651,1.140767,-0.002872,0.094908,1.781513,55.814,0.28667,31.42,2168,819,0.7258,0.6719,3.613,423.2
5,18869,,0.33337,-0.33326,-0.00348,0.000646,1.026432,1.2e-05,0.081135,1.411419,52.941,0.28333,32.1,3070,1281,0.7056,0.7235,3.257,558.8
6,22310,,0.21815,-0.56256,9.6e-05,0.0007,1.153003,-0.000922,0.015001,1.279519,75.0,0.28,32.22,2451,990,0.7123,0.6249,3.731,665.6
7,24658,,0.2235,-0.55134,-0.002631,0.001234,1.122581,0.004011,0.086498,1.625236,50.602,0.27667,32.1,1768,580,0.753,0.6912,3.602,738.8
8,27446,,0.18669,-0.61368,-0.003819,0.00091,1.135537,0.00024,0.054394,1.84926,62.195,0.27333,32.18,2050,738,0.7353,0.6715,3.682,825.4
9,30249,,0.16996,-0.65383,-0.003663,0.000772,1.168617,0.003854,0.063564,1.375982,62.963,0.27,32.08,1997,806,0.7125,0.6252,3.686,912.8
10,33658,0.5199999999999999,0.19996,-0.60008,-0.001415,0.000933,1.175651,0.001555,0.016378,1.3547,52.5,0.26667,32.29,2488,921,0.7298,0.6544,3.683,1027.9
11,37719,,0.24196,-0.50792,-0.00103,0.000893,1.121694,0.002012,0.024119,1.59324,83.544,0.26333,31.62,2896,1165,0.7131,0.698,3.47,1156.4
12,40700,,0.16167,-0.67667,-0.003944,0.000745,1.156439,0.005472,0.055638,1.574034,73.077,0.26,31.72,2047,934,0.6867,0.6362,3.588,1250.4
13,43788,,0.16266,-0.66803,-0.001695,0.001271,1.183338,0.000948,0.000625,1.272556,66.234,0.25667,32.2,2121,967,0.6869,0.5918,3.722,1346.3
14,47586,,0.33185,-0.33631,-0.005343,0.000801,1.156627,0.008521,0.062296,1.431115,67.105,0.25333,32.25,2584,1214,0.6804,0.6423,3.645,1464.1
15,49528,,0.08934,-0.76479,-0.003933,0.001078,1.218647,0.001316,0.043368,1.602774,80.0,0.25,32.08,1514,428,0.7796,0.6177,3.937,1524.6
