epoch,completion_rate
0,0.339999999966
5,0.22999999997700002
10,0.22999999997700002
15,0.29999999997000004
20,0.25999999997400003
25,0.309999999969
0,0.27999999997200004
5,0.29999999997000004
10,0.27999999997200004
15,0.289999999971
20,0.24999999997500003
25,0.22999999997700002
30,0.24999999997500003
35,0.29999999997000004
40,0.29999999997000004
45,0.319999999968
50,0.209999999979
55,0.23999999997600002
60,0.24999999997500003
65,0.269999999973
70,0.25999999997400003
75,0.269999999973
80,0.319999999968
85,0.25999999997400003
90,0.269999999973
95,0.27999999997200004
100,0.309999999969
105,0.25999999997400003
110,0.309999999969
115,0.309999999969
120,0.289999999971
125,0.329999999967
130,0.289999999971
135,0.329999999967
140,0.25999999997400003
145,0.25999999997400003
150,0.289999999971
155,0.289999999971
160,0.24999999997500003
165,0.339999999966
170,0.24999999997500003
175,0.289999999971
180,0.24999999997500003
185,0.289999999971
190,0.309999999969
195,0.269999999973
200,0.359999999964
205,0.269999999973
210,0.25999999997400003
215,0.34999999996500003
220,0.309999999969
225,0.329999999967
230,0.29999999997000004
235,0.309999999969
240,0.23999999997600002
245,0.29999999997000004
250,0.309999999969
255,0.34999999996500003
260,0.24999999997500003
265,0.23999999997600002
270,0.289999999971
275,0.319999999968
280,0.269999999973
285,0.289999999971
290,0.319999999968
295,0.319999999968
300,0.359999999964
305,0.309999999969
310,0.269999999973
315,0.25999999997400003
320,0.289999999971
325,0.319999999968
330,0.27999999997200004
335,0.309999999969
340,0.25999999997400003
345,0.24999999997500003
350,0.269999999973
355,0.23999999997600002
360,0.34999999996500003
365,0.24999999997500003
370,0.27999999997200004
375,0.29999999997000004
380,0.319999999968
385,0.269999999973
390,0.309999999969
395,0.25999999997400003
400,0.25999999997400003
405,0.269999999973
410,0.309999999969
415,0.309999999969
420,0.23999999997600002
425,0.319999999968
430,0.27999999997200004
435,0.29999999997000004
440,0.319999999968
445,0.23999999997600002
450,0.24999999997500003
455,0.22999999997700002
460,0.289999999971
465,0.329999999967
470,0.34999999996500003
475,0.21999999997800002
480,0.289999999971
485,0.319999999968
490,0.24999999997500003
495,0.289999999971
500,0.25999999997400003
505,0.319999999968
510,0.309999999969
515,0.269999999973
520,0.25999999997400003
525,0.309999999969
530,0.27999999997200004
535,0.24999999997500003
540,0.329999999967
545,0.24999999997500003
550,0.309999999969
555,0.24999999997500003
560,0.269999999973
565,0.21999999997800002
570,0.22999999997700002
575,0.289999999971
580,0.209999999979
585,0.27999999997200004
590,0.289999999971
595,0.289999999971
600,0.27999999997200004
605,0.269999999973
610,0.269999999973
615,0.339999999966
620,0.269999999973
625,0.289999999971
630,0.319999999968
635,0.22999999997700002
640,0.209999999979
645,0.29999999997000004
650,0.309999999969
655,0.309999999969
660,0.329999999967
665,0.269999999973
670,0.269999999973
675,0.309999999969
680,0.25999999997400003
685,0.269999999973
690,0.289999999971
695,0.29999999997000004
700,0.24999999997500003
705,0.269999999973
710,0.319999999968
715,0.269999999973
720,0.319999999968
725,0.329999999967
730,0.27999999997200004
735,0.29999999997000004
740,0.27999999997200004
745,0.25999999997400003
750,0.309999999969
755,0.24999999997500003
760,0.359999999964
765,0.289999999971
770,0.24999999997500003
775,0.27999999997200004
