epoch,completion_rate
1,0.29999999997000004
6,0.209999999979
11,0.21999999997800002
16,0.23999999997600002
21,0.22999999997700002
1,0.209999999979
6,0.24999999997500003
11,0.189999999981
16,0.159999999984
21,0.22999999997700002
26,0.25999999997400003
31,0.24999999997500003
36,0.24999999997500003
41,0.22999999997700002
46,0.179999999982
51,0.269999999973
56,0.21999999997800002
61,0.25999999997400003
66,0.25999999997400003
71,0.209999999979
76,0.22999999997700002
81,0.21999999997800002
86,0.21999999997800002
91,0.21999999997800002
96,0.209999999979
101,0.22999999997700002
106,0.23999999997600002
111,0.29999999997000004
116,0.209999999979
121,0.25999999997400003
126,0.27999999997200004
131,0.25999999997400003
136,0.25999999997400003
141,0.22999999997700002
146,0.289999999971
151,0.169999999983
156,0.309999999969
161,0.22999999997700002
166,0.23999999997600002
171,0.24999999997500003
176,0.269999999973
181,0.24999999997500003
186,0.21999999997800002
191,0.22999999997700002
196,0.19999999998
201,0.24999999997500003
206,0.21999999997800002
211,0.209999999979
216,0.269999999973
221,0.19999999998
226,0.27999999997200004
231,0.189999999981
236,0.269999999973
241,0.24999999997500003
246,0.29999999997000004
251,0.23999999997600002
256,0.24999999997500003
261,0.25999999997400003
266,0.189999999981
271,0.269999999973
276,0.25999999997400003
281,0.209999999979
286,0.309999999969
291,0.23999999997600002
296,0.179999999982
301,0.21999999997800002
306,0.23999999997600002
311,0.23999999997600002
316,0.21999999997800002
321,0.209999999979
326,0.269999999973
331,0.22999999997700002
336,0.21999999997800002
341,0.23999999997600002
346,0.269999999973
351,0.24999999997500003
356,0.269999999973
361,0.209999999979
366,0.209999999979
371,0.269999999973
376,0.209999999979
381,0.25999999997400003
386,0.24999999997500003
391,0.22999999997700002
396,0.189999999981
401,0.24999999997500003
406,0.209999999979
411,0.289999999971
416,0.269999999973
421,0.24999999997500003
426,0.19999999998
431,0.269999999973
436,0.25999999997400003
441,0.169999999983
446,0.22999999997700002
451,0.25999999997400003
456,0.209999999979
461,0.29999999997000004
466,0.22999999997700002
471,0.23999999997600002
476,0.21999999997800002
481,0.24999999997500003
486,0.22999999997700002
491,0.29999999997000004
496,0.24999999997500003
501,0.179999999982
506,0.23999999997600002
511,0.21999999997800002
516,0.21999999997800002
521,0.21999999997800002
526,0.209999999979
531,0.21999999997800002
536,0.27999999997200004
541,0.21999999997800002
546,0.179999999982
551,0.22999999997700002
556,0.29999999997000004
561,0.23999999997600002
566,0.21999999997800002
571,0.159999999984
576,0.23999999997600002
581,0.21999999997800002
586,0.25999999997400003
591,0.24999999997500003
596,0.179999999982
601,0.189999999981
606,0.24999999997500003
611,0.22999999997700002
616,0.189999999981
621,0.23999999997600002
626,0.24999999997500003
631,0.23999999997600002
636,0.209999999979
641,0.179999999982
646,0.24999999997500003
651,0.21999999997800002
656,0.27999999997200004
661,0.22999999997700002
666,0.24999999997500003
671,0.269999999973
676,0.23999999997600002
681,0.289999999971
686,0.209999999979
691,0.269999999973
696,0.209999999979
701,0.25999999997400003
706,0.269999999973
711,0.269999999973
716,0.22999999997700002
721,0.24999999997500003
726,0.21999999997800002
731,0.269999999973
736,0.309999999969
741,0.24999999997500003
746,0.209999999979
751,0.23999999997600002
756,0.269999999973
761,0.24999999997500003
766,0.25999999997400003
771,0.24999999997500003
776,0.24999999997500003
781,0.269999999973
786,0.25999999997400003
791,0.23999999997600002
796,0.23999999997600002
801,0.24999999997500003
1,0.14999999998500002
1,0.209999999979
6,0.19999999998
11,0.24999999997500003
16,0.22999999997700002
21,0.24999999997500003
26,0.179999999982
31,0.19999999998
36,0.22999999997700002
41,0.209999999979
46,0.22999999997700002
