epoch,completion_rate
4,0.6770833332628039
9,0.6562499999316407
14,0.6458333332660591
19,0.6562499999316407
24,0.6041666666037326
4,0.6249999999348959
9,0.6458333332660591
14,0.6354166666004775
19,0.6874999999283855
24,0.6874999999283855
29,0.6666666665972223
34,0.6354166666004775
39,0.6562499999316407
44,0.6562499999316407
49,0.6666666665972223
54,0.7187499999251302
59,0.6041666666037326
64,0.6770833332628039
69,0.593749999938151
74,0.6041666666037326
79,0.6874999999283855
84,0.6354166666004775
89,0.6354166666004775
94,0.6562499999316407
99,0.5833333332725695
104,0.593749999938151
109,0.6458333332660591
114,0.6666666665972223
119,0.5833333332725695
124,0.6874999999283855
129,0.6458333332660591
134,0.6666666665972223
139,0.6249999999348959
144,0.5833333332725695
149,0.6354166666004775
154,0.5833333332725695
159,0.6145833332693142
164,0.6249999999348959
169,0.6249999999348959
174,0.6249999999348959
179,0.6145833332693142
184,0.6354166666004775
189,0.6145833332693142
194,0.593749999938151
199,0.6145833332693142
204,0.593749999938151
209,0.6145833332693142
214,0.6458333332660591
219,0.593749999938151
224,0.6874999999283855
229,0.593749999938151
234,0.6458333332660591
239,0.6458333332660591
244,0.6770833332628039
249,0.6354166666004775
254,0.6666666665972223
259,0.6666666665972223
264,0.6562499999316407
269,0.6562499999316407
274,0.6770833332628039
279,0.6354166666004775
284,0.6249999999348959
289,0.6354166666004775
294,0.6458333332660591
299,0.6249999999348959
304,0.6145833332693142
309,0.6041666666037326
314,0.6666666665972223
319,0.6562499999316407
324,0.697916666593967
329,0.6458333332660591
334,0.6666666665972223
339,0.6666666665972223
344,0.6458333332660591
349,0.6354166666004775
354,0.6874999999283855
359,0.697916666593967
364,0.6249999999348959
369,0.6458333332660591
374,0.6041666666037326
379,0.6249999999348959
384,0.6249999999348959
389,0.6354166666004775
394,0.6354166666004775
399,0.6249999999348959
404,0.6770833332628039
409,0.6458333332660591
414,0.6458333332660591
419,0.6249999999348959
424,0.7083333332595486
429,0.6770833332628039
434,0.6770833332628039
439,0.6666666665972223
444,0.6458333332660591
449,0.6458333332660591
454,0.6458333332660591
459,0.593749999938151
464,0.6145833332693142
469,0.6145833332693142
474,0.697916666593967
479,0.6666666665972223
484,0.6041666666037326
489,0.6249999999348959
494,0.6145833332693142
499,0.6354166666004775
504,0.6249999999348959
509,0.6249999999348959
514,0.6145833332693142
519,0.6770833332628039
524,0.6041666666037326
529,0.6145833332693142
534,0.6249999999348959
539,0.5520833332758247
544,0.6354166666004775
549,0.6666666665972223
554,0.6041666666037326
559,0.6354166666004775
564,0.6249999999348959
569,0.5520833332758247
574,0.6354166666004775
579,0.5729166666069879
584,0.6562499999316407
589,0.593749999938151
594,0.6354166666004775
599,0.6562499999316407
604,0.6458333332660591
609,0.6354166666004775
614,0.6458333332660591
619,0.593749999938151
624,0.6354166666004775
629,0.6249999999348959
634,0.6041666666037326
639,0.6041666666037326
644,0.6354166666004775
649,0.697916666593967
654,0.6145833332693142
659,0.6874999999283855
664,0.593749999938151
669,0.6249999999348959
674,0.5833333332725695
679,0.6041666666037326
684,0.5833333332725695
689,0.6458333332660591
694,0.6354166666004775
699,0.6562499999316407
704,0.6145833332693142
709,0.6354166666004775
714,0.6458333332660591
719,0.6249999999348959
724,0.6458333332660591
729,0.6145833332693142
734,0.6458333332660591
739,0.6041666666037326
744,0.6145833332693142
749,0.6354166666004775
754,0.6354166666004775
759,0.5833333332725695
764,0.6249999999348959
769,0.6666666665972223
774,0.6562499999316407
779,0.6562499999316407
784,0.593749999938151
789,0.6562499999316407
794,0.6354166666004775
799,0.6354166666004775
4,0.6249999999348959
4,0.6666666665972223
9,0.6666666665972223
14,0.6458333332660591
19,0.6874999999283855
24,0.6666666665972223
29,0.6874999999283855
34,0.5520833332758247
39,0.6354166666004775
44,0.6458333332660591
