iter,steps,eta_train,eta_val,loss,epsilon,sps,elapsed_s
0,237,0.01143,0.2475,0.667095,1.0,48.87,4.9
1,274,0.0,,0.307265,0.9889,255.08,5.0
2,875,0.19259,,0.065021,0.9778,331.8,6.8
3,1165,0.11009,,0.094406,0.9667,304.63,7.8
4,1393,0.69048,,0.40165,0.9556,313.97,8.5
5,2065,0.22368,,0.179434,0.9444,321.28,10.6
6,2418,0.27941,,0.10354,0.9333,328.06,11.7
7,2691,0.5814,,0.220567,0.9222,330.98,12.5
8,2836,0.08108,,0.07571,0.9111,286.4,13.0
9,3047,0.25581,,0.051601,0.9,312.56,13.7
10,3815,0.2,0.255,0.055519,0.8889,106.47,20.9
11,3866,0.0,,0.2211,0.8778,248.67,21.1
12,4185,0.29213,,0.046343,0.8667,304.51,22.2
13,4455,0.03665,,0.065714,0.8556,302.51,23.1
14,4613,0.11679,,0.054021,0.8444,341.63,23.5
15,4972,0.2,,0.081611,0.8333,324.06,24.6
16,5034,0.09375,,0.026171,0.8222,249.49,24.9
17,5967,0.38889,,0.219882,0.8111,325.1,27.8
18,6447,0.28082,,0.079696,0.8,311.88,29.3
19,6834,0.05155,,0.047472,0.7889,308.39,30.6
20,6904,0.0,0.29,0.047149,0.7778,13.92,35.6
21,7415,0.17486,,0.018884,0.7667,306.8,37.3
22,7530,0.13158,,0.062334,0.7556,282.57,37.7
23,7701,0.02586,,0.076719,0.7444,307.26,38.2
24,7855,0.33333,,0.017139,0.7333,285.2,38.8
25,8143,0.2,,0.078805,0.7222,314.66,39.7
26,8313,0.12281,,0.060679,0.7111,320.39,40.2
27,8644,0.23077,,0.040844,0.7,303.41,41.3
28,9088,0.22449,,0.034811,0.6889,309.29,42.8
29,9286,0.05263,,0.036976,0.6778,324.66,43.4
30,10219,0.31937,0.19749999999999998,0.040994,0.6667,115.56,51.4
31,11167,0.32484,,0.042026,0.6556,337.4,54.3
32,11464,0.43396,,0.143029,0.6444,322.69,55.2
33,11628,0.36364,,0.148029,0.6333,330.84,55.7
34,11977,0.12389,,0.007712,0.6222,307.46,56.8
35,12432,0.12579,,0.012641,0.6111,332.76,58.2
36,12634,0.05747,,0.012075,0.6,313.75,58.8
37,12859,0.1358,,0.021284,0.5889,318.61,59.5
38,13434,0.16484,,0.006279,0.5778,338.26,61.2
39,14008,0.24771,,0.007762,0.5667,322.97,63.0
40,14222,0.0708,0.22749999999999998,0.0385,0.5556,37.84,68.7
41,14335,0.01575,,0.058686,0.5444,288.75,69.1
42,14538,0.01863,,0.045317,0.5333,298.6,69.8
43,14919,0.06599,,0.032693,0.5222,285.1,71.1
44,15065,0.12162,,0.013153,0.5111,305.25,71.6
45,15586,0.30097,,0.079267,0.5,332.6,73.2
46,16066,0.2625,,0.063076,0.4889,327.2,74.6
47,16630,0.25258,,0.012212,0.4778,289.46,76.6
48,17109,0.07937,,0.009336,0.4667,326.74,78.0
49,17818,0.31176,,0.032639,0.4556,309.52,80.3
50,18194,0.26606,0.22999999999999998,0.00936,0.4444,68.27,85.9
51,18238,0.02326,,0.037265,0.4333,256.04,86.0
52,18620,0.12782,,0.038801,0.4222,305.71,87.3
