iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,2552,0.5325,0.46246,-0.08723,0.055401,0.013607,0.421771,-2.540199,0.479514,10.146138,60.0,0.3,32.72,2093,467,0.8176,0.763,3.353,86.7
1,4903,,0.436,-0.15202,0.010511,0.002831,0.890231,-0.089125,0.209707,2.297946,47.191,0.29667,32.71,1826,533,0.7741,0.7142,3.362,158.6
2,8161,,0.31738,-0.39146,-0.000685,0.003979,1.057924,-0.009426,0.126717,1.85063,47.727,0.29333,32.63,2414,852,0.7391,0.6811,3.446,258.5
3,11782,,0.27068,-0.48372,-0.003218,0.001942,1.111489,0.0017,0.112096,1.675986,48.276,0.29,32.64,2737,892,0.7542,0.7539,3.541,369.4
4,14393,,0.23375,-0.55214,-0.00644,0.003011,1.093717,0.000459,0.085534,1.588552,59.302,0.28667,33.35,1930,689,0.7369,0.7128,3.565,447.7
5,17741,,0.23432,-0.55312,-0.002341,0.002654,1.122062,0.002574,0.061921,1.554985,95.294,0.28333,33.18,2377,979,0.7083,0.6867,3.611,548.7
6,20241,,0.15817,-0.70345,0.001086,0.006068,1.159446,0.000508,0.040188,1.385576,57.143,0.28,33.21,1860,648,0.7416,0.7111,3.726,624.0
7,23572,,0.3143,-0.39911,-0.015836,0.00303,1.123568,-0.002336,0.03559,1.608566,75.904,0.27667,32.68,2316,1023,0.6936,0.6986,3.586,725.9
8,27843,,0.26399,-0.49643,-0.001291,0.001833,1.118637,0.001284,0.034689,1.58103,54.878,0.27333,33.22,2955,1324,0.6906,0.7111,3.545,854.5
9,30700,,0.22154,-0.56937,-0.003144,0.002374,1.193629,-0.00182,0.017732,1.37356,62.963,0.27,32.84,2047,818,0.7145,0.6159,3.823,941.5
10,33734,0.5900000000000001,0.18008,-0.66635,-0.003229,0.003396,1.150136,0.004381,0.067581,1.699689,67.5,0.26667,32.67,2209,833,0.7262,0.6819,3.645,1046.6
11,35680,,0.19049,-0.62212,-0.003564,0.002997,1.180002,-0.000466,0.03125,1.228805,79.747,0.26333,33.14,1476,478,0.7554,0.6519,3.762,1105.3
12,38145,,0.13859,-0.74246,-0.010158,0.002187,1.172113,0.003612,0.043541,1.470839,80.769,0.26,32.93,1743,730,0.7048,0.6584,3.734,1180.2
13,41233,,0.19805,-0.62167,-0.002445,0.002146,1.148236,0.002169,0.027396,1.463954,70.13,0.25667,32.72,2282,814,0.7371,0.7134,3.663,1274.6
14,44588,,0.24704,-0.53197,-0.000803,0.00141,1.152219,0.001992,0.004823,1.21544,67.105,0.25333,32.7,2277,1086,0.6771,0.6606,3.597,1377.2
15,48484,,0.21866,-0.57999,-0.006548,0.002353,1.151105,0.005756,0.084605,1.567975,112.0,0.25,33.02,2816,1088,0.7213,0.741,3.631,1495.2
16,50992,,0.11437,-0.79296,-0.005633,0.002105,1.210219,0.007631,0.039083,1.340989,56.757,0.24667,32.76,1820,696,0.7234,0.6208,3.849,1571.8
17,52799,,0.13822,-0.74845,-0.011811,0.00208,1.244287,0.002184,0.064178,1.400971,65.753,0.24333,32.71,1322,493,0.7284,0.7088,4.075,1627.0
18,55387,,0.18407,-0.65895,-0.002212,0.00175,1.185338,0.001134,0.014279,1.270608,58.333,0.24,32.56,1886,710,0.7265,0.7004,3.765,1706.5
19,57554,,0.13392,-0.76027,-0.00482,0.002102,1.168305,0.005893,0.070349,1.481488,67.606,0.23667,32.53,1600,575,0.7356,0.6577,3.763,1773.2
20,61124,0.6425,0.18044,-0.65007,0.000243,0.00171,1.160123,0.000467,0.008836,1.25998,77.143,0.23333,32.78,2669,909,0.7459,0.6605,3.668,1898.7
21,62988,,0.21954,-0.58961,-0.002562,0.002146,1.160529,0.001008,0.021412,1.459746,65.217,0.23,32.36,1344,528,0.7179,0.7082,3.628,1956.4
22,65445,,0.20787,-0.61813,-0.00107,0.002328,1.176891,0.00588,0.076609,1.403859,83.824,0.22667,32.49,1764,701,0.7156,0.668,3.752,2032.0
23,69063,,0.25181,-0.50763,-0.003261,0.001104,1.182946,0.007938,0.111736,1.475933,85.075,0.22333,32.23,2522,1104,0.6955,0.658,3.821,2144.3
24,72445,,0.22952,-0.56809,-0.004433,0.001694,1.138752,0.001548,0.02721,1.402702,77.273,0.22,32.49,2417,973,0.713,0.6549,3.6,2248.4
25,74952,,0.12778,-0.77337,-0.002202,0.001503,1.16744,0.005149,0.057583,1.34653,64.615,0.21667,32.52,1914,601,0.761,0.6681,3.792,2325.5
26,78621,,0.28396,-0.4837,-0.001789,0.000894,1.116989,0.003671,0.055631,1.365268,145.312,0.21333,32.14,2554,1123,0.6946,0.6722,3.611,2439.7
27,82094,,0.25596,-0.50586,-0.00671,0.001056,1.125484,0.003185,0.048046,1.480969,85.714,0.21,32.35,2523,958,0.7248,0.704,3.58,2547.0
28,85003,,0.21718,-0.59812,-0.003635,0.001319,1.208149,0.003942,0.053796,1.497923,72.581,0.20667,32.23,2109,808,0.723,0.6192,3.963,2637.3
29,88752,,0.35164,-0.31724,-0.001558,0.000983,1.137284,0.000766,0.033507,1.417642,88.525,0.20333,32.54,2605,1152,0.6934,0.6813,3.632,2752.5
30,90240,0.5675000000000001,0.08839,-0.86506,-0.009944,0.00233,1.222987,0.005785,0.09566,1.48802,85.0,0.2,32.99,1138,358,0.7607,0.6491,4.04,2809.4
31,93668,,0.38109,-0.26149,-0.003249,0.000747,1.057343,0.00361,0.087488,1.514873,81.356,0.19667,32.53,2383,1053,0.6935,0.6885,3.414,2914.8
32,95801,,0.24865,-0.51536,-0.002947,0.00177,1.144585,0.001579,0.0478,1.330582,56.897,0.19333,32.94,1653,488,0.7721,0.8016,3.674,2979.6
33,99063,,0.28122,-0.48484,-0.004344,0.000875,1.126033,0.005113,0.066332,1.651748,115.789,0.19,32.8,2256,1014,0.6899,0.6878,3.64,3079.1
34,103403,,0.349,-0.32331,-0.002826,0.000763,1.159022,0.005125,0.054997,1.481148,96.429,0.18667,32.35,2992,1356,0.6881,0.6326,3.769,3213.3
