iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,3653,0.305,0.24908,-0.5398,0.051862,0.010383,0.499618,-2.321129,0.538043,10.992481,53.333,0.3,31.92,2759,902,0.7536,0.6281,3.588,122.5
1,5276,,0.13948,-0.74166,0.012445,0.007666,0.865889,-0.121715,0.260023,3.002637,60.674,0.29667,31.24,1319,312,0.8087,0.681,3.657,174.5
2,8376,,0.1347,-0.74737,0.00806,0.002964,1.121878,-0.004758,0.167827,2.130713,92.045,0.29333,31.06,2252,856,0.7246,0.6632,4.025,274.3
3,11213,,0.19285,-0.63768,-0.000157,0.002022,1.152384,-0.005331,0.093782,1.577918,72.414,0.29,31.04,2023,822,0.7111,0.6195,3.955,365.7
4,13986,,0.12535,-0.77386,-0.002647,0.001636,1.176125,-0.000953,0.04316,1.307246,80.233,0.28667,32.09,1969,812,0.708,0.6165,3.97,452.2
5,16310,,0.06655,-0.91482,-0.001828,0.002034,1.246402,8e-05,0.076754,1.530664,70.588,0.28333,31.88,1705,627,0.7311,0.5994,4.164,525.1
6,18542,,0.10288,-0.81551,0.001591,0.001917,1.235299,0.000705,0.011326,1.324048,100.0,0.28,32.2,1620,620,0.7232,0.6606,4.223,594.4
7,20020,,0.02951,-0.96567,-0.004492,0.002407,1.294273,-0.000321,0.018725,1.337338,97.59,0.27667,32.24,1152,334,0.7752,0.6623,4.317,640.3
8,23921,,0.16981,-0.69971,-0.004137,0.001069,1.135056,0.006267,0.076855,1.736322,73.171,0.27333,31.53,2635,1274,0.6741,0.6469,3.635,764.0
9,27109,,0.06613,-0.89713,-0.003666,0.001216,1.2163,0.003975,0.052346,1.608678,88.889,0.27,32.2,2258,938,0.7065,0.5958,4.153,863.0
10,29927,0.5050000000000001,0.14832,-0.72886,-0.005902,0.00109,1.260481,0.002851,0.050611,1.471501,120.0,0.26667,32.34,1916,910,0.678,0.6038,4.402,966.1
11,32179,,0.05256,-0.93526,-0.003048,0.000841,1.268084,0.000714,0.020034,1.514359,87.342,0.26333,32.43,1695,565,0.75,0.6406,4.239,1035.6
12,34642,,0.1121,-0.81639,0.000673,0.000539,1.276416,0.001384,0.002995,1.339711,80.769,0.26,31.85,1739,732,0.7038,0.6085,4.338,1112.9
13,36923,,0.05505,-0.92604,-0.005246,0.000457,1.328917,0.005497,0.054802,1.613497,85.714,0.25667,32.25,1569,720,0.6855,0.584,4.56,1183.6
14,39353,,0.10471,-0.80232,-0.004153,0.000591,1.233739,0.003387,0.030608,1.41129,75.0,0.25333,32.13,1661,777,0.6813,0.6445,4.104,1259.3
15,41416,,0.03817,-0.95752,-0.008229,0.000503,1.22533,0.003681,0.058987,1.506661,96.0,0.25,31.98,1532,539,0.7397,0.5659,4.043,1323.8
16,44867,,0.14409,-0.75222,-0.006638,0.000486,1.151811,0.008354,0.107223,1.51134,97.297,0.24667,31.45,2287,1172,0.6612,0.6344,3.831,1433.5
17,47788,,0.13024,-0.76085,-0.000706,0.000499,1.169314,0.002675,0.033066,1.559196,73.973,0.24333,32.17,1975,954,0.6743,0.6246,3.876,1524.3
18,49872,,0.06778,-0.88629,-0.001605,0.000531,1.226953,0.003144,0.056764,1.509018,120.833,0.24,32.1,1521,571,0.7271,0.6714,4.143,1589.3
19,52614,,0.0993,-0.8388,-0.005918,0.000354,1.261497,0.005735,0.055748,1.775678,118.31,0.23667,32.35,1905,845,0.6927,0.6157,4.409,1674.1
20,55823,0.45,0.12886,-0.78371,0.010374,0.000414,1.170109,0.000665,0.025942,1.511472,102.857,0.23333,32.3,2200,1017,0.6839,0.6531,3.941,1785.7
21,57455,,0.10638,-0.79135,-0.002512,0.001269,1.178913,0.00553,0.061231,1.739694,78.261,0.23,31.89,1181,459,0.7201,0.6735,3.906,1836.8
22,59592,,0.08401,-0.86587,-0.002256,0.000725,1.20057,0.004926,0.055073,1.656309,97.059,0.22667,32.16,1554,591,0.7245,0.6576,4.019,1903.3
23,62551,,0.11791,-0.79845,-0.001665,0.000562,1.229603,0.003712,0.044813,1.524152,107.463,0.22333,32.07,2117,850,0.7135,0.5748,4.253,1995.6
24,64973,,0.09471,-0.84119,-0.003151,0.000618,1.210858,0.003574,0.042856,1.478826,140.909,0.22,32.02,1743,687,0.7173,0.6352,4.098,2071.2
25,67253,,0.12506,-0.79005,-0.003692,0.000736,1.212118,0.002693,0.044271,1.677259,87.692,0.21667,31.47,1623,665,0.7094,0.661,4.069,2143.7
26,70340,,0.08029,-0.85553,-0.010588,0.000455,1.237577,0.003401,0.049958,1.57141,93.75,0.21333,31.96,2199,896,0.7105,0.5921,4.201,2240.3
27,72607,,0.07451,-0.88278,-0.000241,0.000704,1.235188,0.001418,0.005385,1.321447,104.762,0.21,32.42,1664,611,0.7314,0.6952,4.046,2310.3
28,74805,,0.14342,-0.74531,0.001367,0.001182,1.210012,0.004514,0.024884,1.36619,91.935,0.20667,32.19,1509,697,0.684,0.6588,3.986,2378.6
29,76990,,0.06102,-0.91002,-0.003741,0.000601,1.303531,0.006969,0.05128,1.416159,157.377,0.20333,31.97,1566,627,0.7141,0.5803,4.563,2446.9
30,80535,0.45999999999999996,0.15842,-0.71101,0.000306,0.000492,1.195858,0.003404,0.015241,1.274688,155.0,0.2,31.87,2414,1139,0.6794,0.6282,3.95,2571.5
31,83115,,0.09905,-0.81963,-0.005158,0.000573,1.151417,0.002055,0.030928,2.085992,116.949,0.19667,32.16,1858,730,0.7179,0.6612,3.676,2651.8
32,86448,,0.13137,-0.76461,-0.007855,0.000419,1.185808,0.00639,0.070409,1.566761,124.138,0.19333,32.01,2269,1072,0.6791,0.5994,3.948,2755.9
33,89180,,0.12616,-0.77404,0.003485,0.000583,1.141289,0.001453,0.019757,1.791756,84.211,0.19,31.94,1907,833,0.696,0.6313,3.661,2841.5
34,92259,,0.18456,-0.656,0.007016,0.000716,1.180337,0.002001,0.033705,1.626015,96.429,0.18667,32.03,2141,946,0.6936,0.6297,3.831,2937.6
35,96442,,0.12206,-0.80141,-0.003079,0.000398,1.141889,0.002076,0.028678,1.417502,92.727,0.18333,31.83,2797,1394,0.6674,0.6327,3.634,3069.0
36,98388,,0.0613,-0.88606,-0.006049,0.000484,1.278895,0.006697,0.036721,1.33492,138.889,0.18,31.18,1408,546,0.7206,0.6566,4.359,3131.4
37,100277,,0.08335,-0.85789,-0.004599,0.00059,1.195522,0.003096,0.091178,1.506907,141.509,0.17667,30.67,1440,457,0.7591,0.619,4.043,3193.0
38,102278,,0.15479,-0.72863,-0.001815,0.001153,1.080389,0.003947,0.044811,1.478613,109.615,0.17333,31.32,1442,567,0.7178,0.6572,3.579,3257.0
39,104219,,0.05378,-0.91714,-0.010281,0.000709,1.165889,0.004131,0.087201,1.442219,105.882,0.17,32.35,1474,475,0.7563,0.5894,4.0,3317.0
40,107266,0.40750000000000003,0.12004,-0.78729,-6.8e-05,0.00047,1.162794,-3e-06,0.021173,1.349695,192.0,0.16667,32.04,2162,893,0.7077,0.6318,3.923,3422.9
41,109718,,0.09526,-0.8278,-0.000957,0.000559,1.214736,0.007128,0.08026,1.571825,122.449,0.16333,31.95,1775,685,0.7215,0.6086,4.209,3499.7
42,111097,,0.076,-0.87911,-0.005416,0.00083,1.191264,0.002186,0.046229,1.395372,156.25,0.16,32.14,1022,365,0.7368,0.6573,4.141,3542.6
43,113389,,0.08649,-0.84822,-0.008017,0.000427,1.157364,0.003566,0.092862,1.479268,121.277,0.15667,31.86,1685,615,0.7326,0.6357,3.971,3614.5
44,116046,,0.11639,-0.78858,-0.006881,0.000457,1.082464,0.00666,0.107383,1.505062,104.348,0.15333,32.31,1943,722,0.7291,0.6146,3.7,3696.8
45,118057,,0.09684,-0.83204,-0.005695,0.000736,1.160424,0.009744,0.102689,1.454722,140.0,0.15,32.23,1493,526,0.7395,0.6655,4.133,3759.2
46,121102,,0.11366,-0.79629,-0.003175,0.000529,1.121167,0.001869,0.064332,2.047738,129.545,0.14667,32.3,2226,827,0.7291,0.65,3.846,3853.5
47,124387,,0.21257,-0.59779,-0.000856,0.000432,1.084767,0.008154,0.07999,2.192317,146.512,0.14333,31.9,2342,951,0.7112,0.6349,3.771,3956.5
48,126316,,0.16857,-0.67455,0.006863,0.001791,1.128042,-0.00474,0.053132,1.9918,164.286,0.14,31.97,1418,519,0.7321,0.6396,4.281,4016.8
49,129718,,0.2146,-0.59203,-0.003852,0.00052,1.055814,0.005182,0.055725,2.161257,204.878,0.13667,31.83,2409,1001,0.7065,0.6348,3.789,4123.7
50,131968,0.46749999999999997,0.12658,-0.77934,-0.004881,0.000804,1.196548,0.005615,0.077136,1.635925,165.0,0.13333,31.88,1575,683,0.6975,0.5963,4.488,4204.4
51,133145,,0.05008,-0.89545,0.001436,0.000603,1.068777,0.012331,0.092177,1.684912,123.077,0.13,30.87,977,208,0.8245,0.75,3.938,4242.5
52,135723,,0.19019,-0.63336,-0.003284,0.000602,1.071941,-0.008665,0.090622,5.445188,150.0,0.12667,31.31,1916,670,0.7409,0.6486,3.875,4324.9
53,138939,,0.1943,-0.64246,0.000357,0.00043,1.114117,0.004365,0.074119,2.550912,218.919,0.12333,32.02,2340,884,0.7258,0.6401,4.246,4425.4
54,141565,,0.20081,-0.63434,-0.003562,0.000725,0.971445,0.005614,0.143203,3.64402,216.667,0.12,32.22,1956,678,0.7426,0.672,3.705,4506.9
55,144170,,0.25079,-0.49442,-0.003397,0.000771,1.012482,0.006762,0.062566,3.592244,205.714,0.11667,32.08,1823,790,0.6977,0.7047,3.496,4588.1
56,147482,,0.15302,-0.7282,-0.004092,0.000538,1.082668,0.008876,0.07854,1.657821,158.824,0.11333,30.9,2337,983,0.7039,0.6551,3.763,4695.3
57,148984,,0.12777,-0.77595,-0.005168,0.001214,1.183101,0.00327,0.035032,1.619482,227.273,0.11,32.32,1067,443,0.7066,0.644,4.338,4741.8
58,152487,,0.1436,-0.73237,-0.004331,0.000425,1.110037,0.00956,0.081174,1.889764,365.625,0.10667,31.63,2566,945,0.7308,0.6665,3.963,4852.6
59,155935,,0.20025,-0.63737,-0.005781,0.000325,1.097632,0.003366,0.093454,2.419886,222.581,0.10333,32.02,2381,1075,0.6889,0.6471,3.961,4960.3
60,159309,0.48500000000000004,0.16352,-0.6861,-0.002714,0.000258,1.143003,0.001477,0.030147,2.216407,230.0,0.1,31.79,2446,936,0.7232,0.6004,4.068,5077.8
61,161136,,0.08065,-0.86036,0.000826,0.000525,1.222709,0.003776,0.039058,1.773451,206.897,0.09667,32.14,1414,421,0.7706,0.6616,4.425,5134.6
62,163777,,0.17867,-0.6616,-0.007723,0.000615,1.106907,0.005811,0.058567,1.639652,289.286,0.09333,31.96,1929,720,0.7282,0.6482,3.981,5217.3
63,166975,,0.21897,-0.58012,-0.00407,0.000443,1.039112,0.00669,0.078102,1.596622,211.111,0.09,31.94,2229,977,0.6953,0.6662,3.745,5317.5
64,169987,,0.15983,-0.70346,-0.0034,0.000491,1.109963,0.003406,0.052262,1.649125,242.308,0.08667,31.6,2189,831,0.7248,0.6254,4.003,5412.8
65,172539,,0.1672,-0.68753,-0.002727,0.000481,1.035257,0.004709,0.058247,1.899483,240.0,0.08333,31.7,1871,689,0.7309,0.6449,3.713,5493.3
66,174641,,0.15752,-0.70346,-0.00723,0.000782,1.006532,0.006131,0.037792,1.778769,162.5,0.08,32.05,1650,460,0.782,0.7389,3.508,5558.9
67,177038,,0.23653,-0.56526,-0.004,0.00115,1.018436,0.008966,0.068569,3.864185,195.652,0.07667,32.07,1696,709,0.7052,0.6447,3.567,5633.7
