iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,3544,0.495,0.3004,-0.40898,0.040186,0.009887,0.47865,-1.75864,0.450749,9.007375,43.333,0.3,36.15,2884,668,0.8119,0.6765,3.498,106.3
1,6466,,0.2754,-0.48728,0.015549,0.002827,0.798487,-0.224686,0.240752,2.807321,60.674,0.29667,35.7,2321,609,0.7922,0.628,3.626,188.2
2,9912,,0.2858,-0.46201,0.009694,0.003472,0.90663,-0.145181,0.23465,2.590194,75.0,0.29333,35.38,2538,916,0.7348,0.6186,3.655,285.6
3,12204,,0.23188,-0.55298,-0.000764,0.010306,1.017692,-0.020192,0.062016,1.496198,44.828,0.29,36.24,1756,544,0.7635,0.7528,3.391,348.9
4,15503,,0.31072,-0.41101,0.000155,0.003978,1.038287,-0.003954,0.06264,1.478584,59.302,0.28667,36.21,2405,902,0.7272,0.7579,3.395,440.0
5,18036,,0.25617,-0.49426,7.2e-05,0.005809,1.099601,-0.003126,0.045262,1.552508,63.529,0.28333,35.42,1817,724,0.7151,0.6953,3.551,511.5
6,21282,,0.28736,-0.44719,0.000991,0.005917,1.108316,0.001077,0.071114,1.362051,71.429,0.28,35.48,2271,983,0.6979,0.6304,3.676,603.0
7,24523,,0.22464,-0.58002,-0.001091,0.003051,1.134323,0.002486,0.054622,1.50677,61.446,0.27667,35.51,2332,917,0.7178,0.6397,3.585,694.3
8,26818,,0.19353,-0.64801,-0.004688,0.004981,1.195105,0.005666,0.075748,1.581117,58.537,0.27333,36.16,1587,716,0.6891,0.6806,3.823,757.8
9,29983,,0.20505,-0.6015,-0.002313,0.004084,1.151468,0.002799,0.055966,1.452583,62.963,0.27,35.9,2176,997,0.6858,0.6518,3.679,846.0
10,32269,0.4125,0.20236,-0.62373,-0.000714,0.00739,1.160749,-0.000743,0.021002,1.396151,60.0,0.26667,35.97,1607,687,0.7005,0.7581,3.694,921.7
11,36076,,0.27193,-0.47713,0.000589,0.00286,1.181903,0.000349,0.016149,1.45577,68.354,0.26333,35.39,2635,1180,0.6907,0.6797,3.792,1029.2
12,39259,,0.21661,-0.60195,-0.0037,0.003012,1.235998,0.003535,0.052954,1.448946,65.385,0.26,36.17,2185,1006,0.6847,0.6662,3.988,1117.3
13,43094,,0.33079,-0.34683,-0.001622,0.003045,1.177789,0.006306,0.038139,1.526074,89.61,0.25667,35.47,2612,1231,0.6797,0.7279,3.755,1225.4
14,45970,,0.24117,-0.53817,-0.002627,0.002322,1.156988,0.001493,0.007971,1.437733,63.158,0.25333,35.01,1982,902,0.6872,0.7021,3.605,1307.6
15,49104,,0.26458,-0.48271,0.001546,0.002761,1.124819,0.002541,0.028824,1.679827,68.0,0.25,35.62,2227,915,0.7088,0.7787,3.488,1395.6
16,51813,,0.19265,-0.62349,-0.002441,0.003526,1.18157,0.002729,0.067517,1.658706,68.919,0.24667,36.02,1940,777,0.714,0.7144,3.711,1470.8
17,55642,,0.22349,-0.59131,-0.001541,0.00138,1.17287,0.002453,0.020543,1.384433,86.301,0.24333,35.44,2583,1254,0.6732,0.6771,3.706,1578.9
18,58468,,0.19226,-0.62739,-0.00374,0.00248,1.190983,0.005057,0.038361,1.55047,62.5,0.24,35.36,1989,845,0.7018,0.7192,3.73,1658.8
19,61517,,0.23811,-0.55099,-0.001901,0.002286,1.166075,0.002011,0.028836,1.520859,63.38,0.23667,35.25,2109,948,0.6899,0.6907,3.669,1745.3
20,64145,0.7,0.17706,-0.65861,-0.003986,0.002418,1.196495,0.003938,0.046817,1.34914,81.429,0.23333,36.6,1784,852,0.6768,0.6835,3.804,1834.2
21,68259,,0.23117,-0.56966,-0.011701,0.001416,1.159855,0.006535,0.077301,1.427854,73.913,0.23,36.37,2844,1278,0.69,0.67,3.681,1947.3
22,70614,,0.22252,-0.5785,-0.005036,0.003399,1.201165,0.005334,0.104946,1.566624,101.471,0.22667,36.96,1685,678,0.7131,0.7053,3.894,2011.1
23,74078,,0.19117,-0.63777,-0.013071,0.001341,1.211298,0.005957,0.087891,1.678467,76.119,0.22333,36.43,2456,1016,0.7074,0.6577,3.977,2106.2
24,77538,,0.29717,-0.44131,-0.009919,0.001874,1.186867,0.001952,0.016741,1.326042,72.727,0.22,36.7,2398,1070,0.6915,0.6761,3.809,2200.5
25,81623,,0.22129,-0.58656,-0.000442,0.001045,1.14055,0.003885,0.041115,1.428083,78.462,0.21667,36.4,2814,1279,0.6875,0.707,3.614,2312.7
26,85043,,0.16693,-0.69871,-0.001588,0.001759,1.229816,0.001865,0.034026,1.403159,131.25,0.21333,35.56,2324,1104,0.6779,0.6563,4.07,2408.9
27,86894,,0.19348,-0.62953,-0.000359,0.005269,1.222518,0.003006,0.033104,1.322539,76.19,0.21,35.28,1346,513,0.724,0.7116,3.962,2461.4
28,89275,,0.32562,-0.36964,-0.00147,0.00385,1.12499,0.003109,0.040661,1.363162,62.903,0.20667,36.57,1687,702,0.7062,0.7379,3.553,2526.5
29,94623,,0.4393,-0.16284,-0.002713,0.001531,1.062728,0.00586,0.054439,1.400496,68.852,0.20333,36.73,3671,1685,0.6854,0.7586,3.281,2672.1
30,97276,0.655,0.24503,-0.52595,-0.002574,0.002512,1.130729,0.003096,0.048999,1.45392,65.0,0.2,36.73,1985,676,0.746,0.7549,3.586,2759.9
31,102249,,0.29462,-0.42992,-0.00037,0.00078,1.163452,0.000575,0.010562,1.353711,127.119,0.19667,36.13,3408,1573,0.6842,0.6239,3.698,2897.5
32,103974,,0.23114,-0.57274,-0.002518,0.006072,1.178486,0.003684,0.064449,1.441367,82.759,0.19333,36.54,1266,467,0.7305,0.7472,3.784,2944.8
33,106779,,0.20955,-0.61167,-0.000559,0.001975,1.207352,0.003024,0.034457,1.483494,121.053,0.19,36.68,2005,808,0.7128,0.6831,3.887,3021.2
