iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,2931,0.525,0.35536,-0.30743,0.082903,0.016032,0.2934,0.853001,0.703474,10.676885,70.0,0.3,71.36,2363,576,0.804,0.6615,4.865,49.8
1,6785,,0.42679,-0.16579,0.048639,0.000917,0.529501,-1.096693,0.485299,5.760556,60.674,0.29667,32.33,3055,807,0.791,0.7106,4.46,169.0
2,8982,,0.32779,-0.36792,0.029819,0.003721,0.918905,-0.588895,0.251784,2.781502,71.591,0.29333,32.72,1726,479,0.7828,0.6887,4.895,236.2
3,11722,,0.19835,-0.6563,0.006222,0.00091,1.305194,-0.113818,0.099286,2.071792,86.207,0.29,32.75,2181,567,0.7937,0.6367,5.03,319.9
4,13623,,0.1013,-0.83772,-0.001223,0.002511,1.248675,-0.013052,0.085933,1.416153,52.326,0.28667,32.68,1531,378,0.802,0.6399,4.402,378.0
5,16598,,0.26495,-0.51388,0.001972,0.001153,1.32116,-0.013022,0.056522,1.534986,67.059,0.28333,32.35,2221,762,0.7446,0.6774,4.63,470.0
6,18806,,0.12208,-0.78461,-0.000385,0.002017,1.398915,-0.003617,0.053241,1.368298,64.286,0.28,32.33,1723,493,0.7775,0.6644,4.866,538.3
7,20901,,0.17083,-0.68302,-0.001272,0.002354,1.394243,0.000148,0.068869,1.392953,90.361,0.27667,32.5,1606,497,0.7637,0.6673,4.786,602.8
8,24296,,0.16228,-0.71504,-0.00683,0.00102,1.383976,0.006743,0.090033,1.355271,113.415,0.27333,32.56,2473,930,0.7267,0.6685,4.735,707.1
9,25795,,0.11108,-0.80799,-0.004085,0.004081,1.39616,-0.000878,0.069487,1.367002,70.37,0.27,32.75,1096,411,0.7273,0.6643,4.71,752.9
10,29064,0.51,0.19092,-0.63736,-0.004645,0.001644,1.418563,0.002952,0.057559,1.382236,108.75,0.26667,32.45,2371,906,0.7235,0.692,4.935,868.4
11,31950,,0.13862,-0.74494,0.000861,0.001624,1.423102,-0.000757,0.021606,1.25748,125.316,0.26333,32.84,2038,856,0.7042,0.6417,5.11,956.3
12,35002,,0.12192,-0.78569,-0.001367,0.002086,1.506896,0.002531,0.040762,1.264093,142.308,0.26,32.61,2131,929,0.6964,0.5823,5.718,1049.9
13,37906,,0.19072,-0.64,-0.002375,0.001359,1.428381,5.9e-05,0.037498,1.38974,112.987,0.25667,32.79,2035,877,0.6988,0.6781,5.033,1138.5
14,40716,,0.16281,-0.72039,-0.004165,0.001457,1.445395,0.002148,0.039144,1.316249,86.842,0.25333,32.26,2023,795,0.7179,0.6138,5.095,1225.6
15,44143,,0.12697,-0.77742,-0.002456,0.00096,1.411301,0.000618,0.052048,1.450969,84.0,0.25,32.57,2614,821,0.761,0.701,4.747,1330.8
16,46392,,0.10324,-0.82401,-0.00441,0.00196,1.487514,0.003608,0.076258,1.328739,141.892,0.24667,32.57,1750,507,0.7754,0.6737,5.381,1399.9
17,50204,,0.14179,-0.74841,-0.001062,0.000877,1.41227,0.002165,0.059993,1.350277,90.411,0.24333,32.39,2715,1105,0.7107,0.6576,4.895,1517.6
18,51790,,0.07935,-0.85574,-0.006157,0.001843,1.50149,0.00169,0.059391,1.685118,87.5,0.24,32.14,1162,432,0.729,0.6453,5.4,1567.0
19,54872,,0.18862,-0.64853,-0.008289,0.001138,1.475689,0.001565,0.067333,1.400349,164.789,0.23667,32.5,2157,933,0.6981,0.6018,5.525,1661.8
20,57730,0.665,0.14738,-0.72585,-0.002985,0.001086,1.411117,0.001495,0.041909,1.31315,77.143,0.23333,32.82,2083,783,0.7268,0.6508,4.969,1766.1
21,59843,,0.16658,-0.69228,-0.006994,0.001235,1.419068,0.0042,0.072372,1.367124,86.957,0.23,32.72,1561,560,0.736,0.6753,4.956,1830.7
22,62699,,0.0915,-0.83488,-0.008658,0.00077,1.431678,0.002651,0.047169,1.306708,88.235,0.22667,32.4,2155,709,0.7524,0.628,4.998,1918.8
23,66140,,0.28442,-0.46261,-0.002315,0.000982,1.403916,0.002128,0.048199,1.425234,120.896,0.22333,32.62,2491,958,0.7222,0.6863,4.92,2024.3
24,69971,,0.24506,-0.52795,-0.004563,0.000706,1.386598,0.004742,0.072933,1.431585,168.182,0.22,32.61,2713,1126,0.7067,0.6484,4.971,2141.8
25,72348,,0.14086,-0.74161,-0.000304,0.001001,1.419185,0.002505,0.045715,1.41741,78.462,0.21667,32.6,1816,569,0.7614,0.7144,4.907,2214.8
26,75420,,0.18398,-0.6912,-0.002869,0.000897,1.415236,-0.000118,0.050022,1.496857,98.438,0.21333,32.19,2214,866,0.7188,0.6602,5.072,2310.2
27,77174,,0.12212,-0.79373,-0.00392,0.001626,1.452773,0.001588,0.044577,1.29664,104.762,0.21,32.82,1378,384,0.7821,0.669,5.091,2363.7
28,79623,,0.16587,-0.68191,-0.007081,0.001712,1.408066,0.004846,0.076716,1.336597,150.0,0.20667,33.08,1854,603,0.7546,0.7151,4.92,2437.7
29,82380,,0.19924,-0.64626,-0.005316,0.001197,1.358699,0.004385,0.12033,1.558313,181.967,0.20333,32.74,2078,687,0.7515,0.6528,4.947,2521.9
30,84742,0.6475000000000001,0.19253,-0.65719,-0.006214,0.001898,1.387327,0.004526,0.086065,1.393364,135.0,0.2,32.49,1703,667,0.7186,0.6344,5.135,2607.5
31,87456,,0.17386,-0.69185,-0.005596,0.001409,1.371603,0.001529,0.064248,1.449375,157.627,0.19667,32.08,1945,777,0.7145,0.6184,5.049,2692.1
32,89684,,0.15322,-0.72828,-0.000754,0.002218,1.405051,0.003334,0.098235,1.403474,124.138,0.19333,32.66,1619,617,0.7241,0.6586,4.975,2760.3
33,92548,,0.14012,-0.75184,-0.003155,0.001061,1.405116,0.007295,0.125,1.717855,115.789,0.19,32.45,2167,705,0.7545,0.6517,5.189,2848.6
34,94253,,0.15596,-0.72983,-0.001415,0.002223,1.404828,-0.003355,0.02762,1.587576,101.786,0.18667,32.72,1246,467,0.7274,0.6728,4.857,2900.7
35,96369,,0.1176,-0.78838,-0.009062,0.001013,1.382909,0.004935,0.09165,1.452794,109.091,0.18333,32.7,1585,539,0.7462,0.6394,4.777,2965.5
36,99433,,0.1039,-0.80579,-0.003553,0.000616,1.373669,0.005376,0.080187,1.572983,161.111,0.18,32.18,2323,749,0.7562,0.6481,4.837,3060.7
37,101437,,0.09602,-0.84035,-0.006156,0.000934,1.330869,0.006226,0.092797,1.626746,130.189,0.17667,32.69,1489,523,0.7401,0.6609,4.685,3122.0
38,104602,,0.20148,-0.62891,-0.00146,0.000454,1.364974,0.000329,0.0553,1.502158,144.231,0.17333,32.55,2282,891,0.7192,0.6735,4.919,3219.3
39,106798,,0.15722,-0.70588,0.002882,0.000838,1.389506,0.000613,0.050897,1.685768,194.118,0.17,32.44,1591,613,0.7219,0.6505,5.037,3287.0
40,109249,0.6975,0.20433,-0.63781,-0.00388,0.001097,1.393886,0.004642,0.081442,1.475187,150.0,0.16667,31.89,1773,686,0.721,0.6488,4.957,3380.1
41,112188,,0.18792,-0.64971,-0.001274,0.000848,1.315654,0.004571,0.050867,1.698676,165.306,0.16333,32.86,2132,815,0.7234,0.6418,4.696,3469.5
42,115064,,0.21349,-0.58964,-0.004009,0.00093,1.377217,0.002658,0.051608,1.4466,156.25,0.16,32.67,2129,755,0.7382,0.6915,5.041,3557.6
43,118631,,0.26428,-0.50167,-0.000929,0.0007,1.341969,0.003135,0.071261,2.48862,153.191,0.15667,32.71,2550,1025,0.7133,0.6683,4.915,3666.7
44,120468,,0.20131,-0.60548,-0.00296,0.001314,1.27402,0.004682,0.085135,1.979895,136.957,0.15333,32.25,1429,416,0.7745,0.7408,4.606,3723.6
45,124599,,0.27018,-0.50334,0.001041,0.001106,1.326746,0.004342,0.071147,1.693564,186.667,0.15,32.6,2942,1197,0.7108,0.6581,5.015,3850.4
46,127423,,0.33457,-0.35081,0.009983,0.001485,1.342449,0.002384,0.050045,2.198599,190.909,0.14667,32.27,2040,792,0.7203,0.6601,5.065,3937.9
47,130345,,0.18685,-0.66507,-0.003905,0.001185,1.254397,0.002742,0.05911,1.770834,160.465,0.14333,32.17,2249,681,0.7676,0.6984,4.528,4028.7
48,133345,,0.24617,-0.52927,-0.001178,0.001077,1.371749,0.003973,0.072777,2.391235,178.571,0.14,32.46,2153,855,0.7158,0.6639,5.201,4121.2
49,134857,,0.10338,-0.80695,-0.007996,0.00259,1.356228,0.005414,0.116436,1.392124,109.756,0.13667,32.67,1264,256,0.8316,0.7284,4.749,4167.5
50,136601,0.6275000000000001,0.13232,-0.76991,9.9e-05,0.001867,1.326171,0.000882,0.099182,1.448546,127.5,0.13333,32.68,1331,421,0.7597,0.6752,4.721,4234.0
51,139792,,0.27217,-0.47216,-0.001193,0.001328,1.339041,0.000755,0.04128,1.383353,207.692,0.13,32.79,2413,786,0.7543,0.6785,4.882,4331.3
52,143022,,0.22105,-0.57918,-0.007087,0.001081,1.314289,0.006813,0.120453,1.458783,165.789,0.12667,32.76,2491,747,0.7693,0.6658,4.893,4429.9
53,145756,,0.24236,-0.5506,-0.000863,0.001442,1.270637,0.004009,0.060333,1.319443,162.162,0.12333,32.58,2059,683,0.7509,0.6875,4.56,4513.8
54,148639,,0.16695,-0.69592,-0.008554,0.00109,1.260466,0.004528,0.074566,1.361938,191.667,0.12,32.53,2183,708,0.7551,0.6675,4.591,4602.5
55,151967,,0.25558,-0.50017,-0.002282,0.000883,1.324812,0.001397,0.043069,1.376299,317.143,0.11667,32.23,2576,760,0.7722,0.7005,5.138,4705.8
56,155619,,0.33462,-0.33649,-0.005056,0.000734,1.243108,0.002579,0.051898,1.538226,185.294,0.11333,32.54,2689,971,0.7347,0.7333,4.677,4818.0
57,158023,,0.2282,-0.55901,-0.003823,0.000993,1.251452,0.004996,0.06153,1.490909,154.545,0.11,32.94,1853,559,0.7682,0.7301,4.581,4891.0
58,162103,,0.27659,-0.47681,-0.00228,0.001088,1.293939,0.003534,0.055048,1.554481,215.625,0.10667,32.8,2995,1093,0.7326,0.7136,4.722,5015.4
59,164410,,0.1648,-0.70399,-0.012961,0.001781,1.308829,0.048534,0.114903,29.248333,164.516,0.10333,32.66,1730,585,0.7473,0.6424,5.0,5086.1
60,166881,0.6475,0.25412,-0.51029,0.00243,0.002288,1.30453,0.020546,0.068987,31.710182,280.0,0.1,32.7,1913,566,0.7717,0.768,4.8,5178.1
61,169801,,0.22322,-0.5681,-0.000989,0.000992,1.233251,0.007809,0.064181,4.817186,217.241,0.09667,32.11,2146,782,0.7329,0.6657,4.624,5269.0
62,171573,,0.24293,-0.54116,-0.001099,0.002657,1.301321,0.010575,0.068184,7.679389,225.0,0.09333,32.23,1375,405,0.7725,0.7034,4.974,5324.0
63,174434,,0.20763,-0.60963,0.003443,0.001324,1.218426,0.014464,0.094714,3.365109,255.556,0.09,32.53,2234,635,0.7787,0.7073,4.74,5412.0
64,177241,,0.23603,-0.53324,-0.002005,0.001381,1.269491,0.016236,0.077283,2.13027,346.154,0.08667,32.57,2143,672,0.7613,0.6587,5.065,5498.2
