iter,steps,eta_train,eta_val,loss,epsilon,sps,elapsed_s
0,502,0.09202,0.3875,0.292601,1.0,69.66,7.2
1,1763,0.48718,,0.213978,0.9889,364.45,10.7
2,2613,0.19192,,0.05435,0.9778,337.67,13.2
3,3015,0.06289,,0.12651,0.9667,360.87,14.3
4,3289,0.175,,0.041445,0.9556,325.46,15.2
5,3644,0.26263,,0.018284,0.9444,322.33,16.3
6,3910,0.22549,,0.028561,0.9333,303.78,17.1
7,4057,0.09756,,0.233216,0.9222,309.95,17.6
8,4242,0.30556,,0.051921,0.9111,337.96,18.2
9,4287,0.04167,,0.107858,0.9,264.26,18.3
10,5082,0.32847,0.0075000000000000015,0.029193,0.8889,148.44,23.7
11,5332,0.29412,,0.020634,0.8778,338.37,24.4
12,5895,0.46914,,0.070885,0.8667,346.65,26.1
13,6053,0.23077,,0.013682,0.8556,316.53,26.6
14,6910,0.5303,,0.068756,0.8444,369.15,28.9
15,6963,0.0,,0.125032,0.8333,272.7,29.1
16,7359,0.125,,0.124133,0.8222,338.85,30.3
17,7690,0.28,,0.009584,0.8111,320.61,31.3
18,8101,0.24138,,0.026856,0.8,346.02,32.5
19,8628,0.34821,,0.033426,0.7889,355.12,34.0
20,8757,0.07576,0.3875,0.036721,0.7778,26.76,38.8
21,8864,0.03509,,0.031064,0.7667,301.0,39.2
22,9762,0.49367,,0.170327,0.7556,352.49,41.7
23,9933,0.05556,,0.034528,0.7444,304.59,42.3
24,10367,0.17931,,0.033392,0.7333,333.65,43.6
25,10415,0.0,,0.043786,0.7222,272.09,43.8
26,10958,0.38095,,0.017731,0.7111,352.97,45.3
27,11216,0.06731,,0.039069,0.7,339.81,46.1
28,11423,0.11667,,0.052458,0.6889,316.83,46.7
29,11809,0.36232,,0.031134,0.6778,343.56,47.8
30,12141,0.44444,0.09,0.040832,0.6667,55.26,53.8
31,12421,0.02439,,0.042331,0.6556,355.01,54.6
32,12564,0.02083,,0.061066,0.6444,322.96,55.1
33,13080,0.11806,,0.017611,0.6333,348.35,56.6
34,13437,0.32877,,0.059422,0.6222,359.1,57.6
35,13556,0.02222,,0.063528,0.6111,301.21,58.0
36,14071,0.15328,,0.010903,0.6,330.71,59.5
37,14267,0.13559,,0.019499,0.5889,319.26,60.1
38,14327,0.0,,0.041037,0.5778,278.05,60.4
39,14747,0.54717,,0.181414,0.5667,376.25,61.5
40,14978,0.02747,0.035,0.039294,0.5556,50.74,66.0
41,15597,0.22695,,0.005134,0.5444,346.61,67.8
42,15774,0.07143,,0.076775,0.5333,310.67,68.4
43,15832,0.0,,0.076117,0.5222,274.55,68.6
44,16284,0.31132,,0.018759,0.5111,338.32,69.9
45,16347,0.0625,,0.023674,0.5,278.12,70.2
46,16416,0.0,,0.033353,0.4889,267.77,70.4
47,16501,0.0,,0.049452,0.4778,283.97,70.7
48,16756,0.0137,,0.01966,0.4667,335.9,71.5
49,16822,0.0,,0.033051,0.4556,259.4,71.8
50,17005,0.08621,0.22000000000000003,0.03121,0.4444,39.77,76.4
51,17481,0.2795,,0.052098,0.4333,313.8,77.9
52,17788,0.49206,,0.106264,0.4222,330.07,78.8
53,18057,0.12871,,0.015991,0.4111,315.98,79.7
54,18444,0.18269,,0.023572,0.4,332.4,80.8
55,19007,0.24528,,0.019607,0.3889,331.68,82.5
56,19417,0.39175,,0.016319,0.3778,316.51,83.8
57,19522,0.15625,,0.011665,0.3667,291.45,84.2
58,19626,0.13043,,0.017532,0.3556,314.96,84.5
59,19818,0.14286,,0.103479,0.3444,335.92,85.1
60,20389,0.23288,0.0925,0.007593,0.3333,91.97,91.3
61,21216,0.33333,,0.026943,0.3222,373.85,93.5
62,21553,0.22772,,0.030222,0.3111,325.25,94.6
63,22015,0.07303,,0.060281,0.3,332.61,96.0
64,22111,0.0,,0.061944,0.2889,322.68,96.3
65,22178,0.05,,0.06926,0.2778,276.33,96.5
66,22261,0.0,,0.10665,0.2667,293.16,96.8
67,22787,0.248,,0.048129,0.2556,342.93,98.3
68,22901,0.19231,,0.030174,0.2444,325.13,98.7
69,23661,0.07292,,0.022402,0.2333,363.11,100.8
70,24034,0.13514,0.1775,0.033799,0.2222,67.07,106.3
71,24353,0.04945,,0.058953,0.2111,349.33,107.3
72,24779,0.06593,,0.029923,0.2,323.34,108.6
73,24828,0.0,,0.048365,0.1889,276.19,108.8
74,25395,0.23958,,0.045258,0.1778,338.17,110.4
75,25888,0.26974,,0.004787,0.1667,327.71,111.9
76,26191,0.12621,,0.042129,0.1556,305.86,112.9
77,26247,0.0,,0.071209,0.1444,260.23,113.2
78,26448,0.08791,,0.019977,0.1333,313.78,113.8
79,26605,0.01961,,0.033656,0.1222,310.65,114.3
80,27036,0.23585,0.2225,0.009922,0.1111,76.74,119.9
81,27331,0.07143,,0.012668,0.1,353.06,120.8
82,27655,0.15534,,0.018886,0.0889,318.25,121.8
83,28143,0.3956,,0.111065,0.0778,352.19,123.2
84,28862,0.33333,,0.057278,0.0667,338.49,125.3
85,29713,0.36548,,0.02545,0.0556,328.7,127.9
86,30028,0.21127,,0.014316,0.05,339.39,128.8
87,30307,0.08537,,0.037209,0.05,337.07,129.7
88,30697,0.03571,,0.061002,0.05,343.08,130.8
89,31327,0.18878,,0.023039,0.05,314.84,132.8
90,31581,0.01961,0.2125,0.03486,0.05,46.87,138.2
91,32062,0.12791,,0.006797,0.05,326.1,139.7
92,32385,0.31429,,0.039065,0.05,330.19,140.7
93,32767,0.13333,,0.006165,0.05,322.43,141.9
94,33210,0.15232,,0.016901,0.05,328.94,143.2
95,33598,0.13605,,0.008772,0.05,314.86,144.5
96,33677,0.0,,0.032435,0.05,284.33,144.7
97,34163,0.12353,,0.026995,0.05,310.54,146.3
98,34469,0.44737,,0.182768,0.05,375.37,147.1
99,35099,0.22156,,0.02362,0.05,337.89,149.0
100,35177,0.0,0.05,0.140104,0.05,17.19,153.5
101,35244,0.0,,0.06996,0.05,277.27,153.8
102,36541,0.47895,,0.12044,0.05,373.7,157.3
103,37038,0.13483,,0.007405,0.05,328.01,158.8
104,37466,0.0084,,0.016505,0.05,365.53,159.9
105,37646,0.0,,0.028791,0.05,323.76,160.5
106,37781,0.0,,0.008617,0.05,314.58,160.9
107,37993,0.0,,0.019468,0.05,341.52,161.6
108,38841,0.10695,,0.003325,0.05,363.88,163.9
109,39222,0.0,,0.028474,0.05,377.11,164.9
110,39285,0.0,0.01,0.054615,0.05,15.46,169.0
111,39571,0.0,,0.102654,0.05,322.93,169.9
112,39812,0.0,,0.031446,0.05,353.45,170.6
113,40203,0.02899,,0.029507,0.05,318.64,171.8
114,40326,0.0,,0.02053,0.05,316.18,172.2
115,40606,0.2,,0.021874,0.05,359.93,173.0
116,40946,0.01379,,0.028144,0.05,351.9,173.9
117,41414,0.00532,,0.013291,0.05,330.13,175.4
118,42243,0.15934,,0.04529,0.05,333.94,177.8
119,43109,0.46032,,0.187362,0.05,369.1,180.2
120,43273,0.0,0.034999999999999996,0.011624,0.05,37.15,184.6
121,44061,0.15544,,0.016292,0.05,353.06,186.8
122,44378,0.04,,0.010579,0.05,304.95,187.9
123,44484,0.08571,,0.030249,0.05,294.82,188.2
124,45106,0.08511,,0.030064,0.05,355.6,190.0
125,45505,0.01546,,0.035621,0.05,322.61,191.2
126,46147,0.20382,,0.016109,0.05,338.9,193.1
127,46469,0.12698,,0.015935,0.05,338.44,194.1
128,47074,0.08287,,0.006486,0.05,339.18,195.9
129,47274,0.01149,,0.028196,0.05,308.75,196.5
130,47435,0.5,0.11499999999999999,0.480868,0.05,31.66,201.6
131,48037,0.13559,,0.01274,0.05,324.69,203.5
132,48571,0.23134,,0.016126,0.05,328.23,205.1
133,48775,0.02778,,0.009756,0.05,335.59,205.7
134,49283,0.14504,,0.004224,0.05,340.33,207.2
135,49986,0.18072,,0.01605,0.05,343.1,209.3
136,50053,0.02174,,0.0327,0.05,298.74,209.5
137,50346,0.51429,,0.19679,0.05,375.53,210.3
138,50705,0.16667,,0.024698,0.05,347.35,211.3
139,51365,0.36207,,0.020627,0.05,370.07,213.1
140,51657,0.03571,0.26,0.112282,0.05,48.16,219.2
141,51971,0.06557,,0.094828,0.05,324.03,220.1
142,52118,0.19048,,0.067725,0.05,322.45,220.6
143,52370,0.08844,,0.027218,0.05,339.11,221.3
144,52641,0.24615,,0.039426,0.05,338.41,222.1
145,53134,0.27778,,0.015466,0.05,325.43,223.7
146,53980,0.27711,,0.009721,0.05,345.56,226.1
147,54192,0.0,,0.024349,0.05,331.1,226.8
148,54612,0.04813,,0.023526,0.05,339.17,228.0
149,54913,0.14167,,0.025481,0.05,325.78,228.9
150,55274,0.07407,0.35,0.032059,0.05,69.59,234.1
151,55413,0.0,,0.035423,0.05,322.28,234.5
152,55543,0.07407,,0.031937,0.05,293.01,235.0
153,55820,0.03106,,0.026954,0.05,324.61,235.9
154,56368,0.23529,,0.025383,0.05,312.44,237.6
155,56817,0.4031,,0.028169,0.05,309.37,239.1
156,57345,0.27168,,0.003419,0.05,314.89,240.7
157,57539,0.20312,,0.046254,0.05,300.3,241.4
158,57739,0.01143,,0.151411,0.05,326.89,242.0
159,58083,0.16058,,0.095429,0.05,307.64,243.1
160,58364,0.08442,0.2875,0.080162,0.05,54.46,248.3
161,58681,0.10429,,0.05816,0.05,320.01,249.3
162,58869,0.04651,,0.077894,0.05,323.73,249.9
163,59347,0.36029,,0.021771,0.05,316.99,251.4
164,59734,0.10674,,0.019944,0.05,323.64,252.6
165,59919,0.07194,,0.017927,0.05,329.76,253.1
166,60297,0.49438,,0.176848,0.05,325.0,254.3
167,61047,0.40909,,0.07652,0.05,330.69,256.6
168,61471,0.29545,,0.090544,0.05,321.78,257.9
169,61681,0.09091,,0.048664,0.05,322.72,258.6
170,62485,0.38919,0.225,0.096567,0.05,122.97,265.1
171,62844,0.12258,,0.015576,0.05,341.29,266.2
172,63231,0.50746,,0.079666,0.05,351.82,267.3
173,63659,0.27044,,0.016669,0.05,302.5,268.7
174,63860,0.16049,,0.036735,0.05,289.5,269.4
175,64130,0.10811,,0.068746,0.05,317.58,270.2
176,64351,0.16814,,0.055995,0.05,315.59,270.9
177,64871,0.25143,,0.003392,0.05,300.72,272.7
178,65369,0.45192,,0.045481,0.05,341.44,274.1
179,65547,0.08772,,0.105435,0.05,306.75,274.7
180,65644,0.16667,0.22999999999999998,0.005417,0.05,19.58,279.7
181,65975,0.08187,,0.014928,0.05,384.14,280.5
182,66086,0.19231,,0.011215,0.05,317.91,280.9
183,66485,0.21918,,0.020673,0.05,353.76,282.0
184,66840,0.00746,,0.018567,0.05,364.5,283.0
185,67240,0.13158,,0.009369,0.05,331.94,284.2
186,67298,0.0,,0.031471,0.05,295.92,284.4
187,67514,0.40741,,0.180812,0.05,360.09,285.0
188,67778,0.07778,,0.016755,0.05,330.81,285.8
189,68051,0.12903,,0.008089,0.05,370.08,286.5
190,68283,0.0,0.04750000000000001,0.022945,0.05,52.62,291.0
191,68383,0.0,,0.022192,0.05,297.81,291.3
192,68452,0.0,,0.065317,0.05,295.85,291.5
193,69246,0.22527,,0.014713,0.05,342.69,293.9
194,69544,0.0,,0.022706,0.05,344.69,294.7
195,69758,0.0,,0.007214,0.05,336.85,295.4
196,70286,0.13986,,0.002504,0.05,326.93,297.0
197,70334,0.0,,0.032918,0.05,254.44,297.2
198,70699,0.07246,,0.015025,0.05,343.0,298.2
199,71063,0.0381,,0.005759,0.05,350.95,299.3
200,71190,0.0,0.017499999999999998,0.024274,0.05,32.94,303.1
201,71252,0.0,,0.068084,0.05,266.95,303.4
202,71331,0.0,,0.027353,0.05,284.4,303.7
203,71859,0.0,,0.026917,0.05,349.2,305.2
204,72093,0.0,,0.020592,0.05,348.27,305.8
205,72508,0.0,,0.022939,0.05,305.62,307.2
206,72814,0.0,,0.028981,0.05,312.04,308.2
207,73075,0.0,,0.033646,0.05,359.72,308.9
208,73155,0.0,,0.010695,0.05,276.28,309.2
209,73736,0.03247,,0.011283,0.05,349.97,310.9
210,73879,0.0,0.0,0.033884,0.05,43.19,314.2
211,74223,0.0,,0.006223,0.05,315.64,315.3
212,74333,0.0,,0.019644,0.05,310.48,315.6
213,74685,0.00654,,0.015158,0.05,317.9,316.7
214,74893,0.0122,,0.020792,0.05,310.63,317.4
215,75003,0.0,,0.012421,0.05,280.07,317.8
216,75203,0.0,,0.015222,0.05,326.98,318.4
217,75222,0.0,,0.160317,0.05,259.6,318.5
218,75527,0.09412,,0.033135,0.05,320.46,319.5
219,75761,0.04082,,0.01459,0.05,328.47,320.2
220,75971,0.06154,0.085,0.014218,0.05,42.51,325.1
221,76598,0.06842,,0.010814,0.05,353.5,326.9
222,76839,0.0,,0.005853,0.05,343.63,327.6
223,77205,0.07407,,0.005688,0.05,329.09,328.7
224,77500,0.08772,,0.016184,0.05,316.02,329.6
225,77652,0.01887,,0.00568,0.05,312.26,330.1
226,77800,0.01136,,0.015689,0.05,319.58,330.6
227,77924,0.0,,0.023337,0.05,308.03,331.0
228,78154,0.07595,,0.014599,0.05,334.41,331.7
229,78583,0.09302,,0.005798,0.05,340.28,333.0
230,79322,0.10989,0.1,0.003251,0.05,102.86,340.1
231,79756,0.09756,,0.013045,0.05,352.06,341.4
232,80331,0.15646,,0.006331,0.05,340.28,343.1
233,80799,0.02817,,0.009036,0.05,335.03,344.5
234,81571,0.32479,,0.043757,0.05,361.25,346.6
235,81822,0.0,,0.013153,0.05,338.83,347.4
236,82252,0.00694,,0.01727,0.05,354.28,348.6
237,82356,0.0,,0.004866,0.05,337.7,348.9
238,82874,0.12632,,0.010483,0.05,348.66,350.4
239,83416,0.19298,,0.034741,0.05,329.44,352.0
240,83743,0.03738,0.05750000000000001,0.013296,0.05,60.47,357.4
241,83889,0.0,,0.013416,0.05,317.15,357.9
242,83927,0.0,,0.034359,0.05,272.34,358.0
243,83977,0.0,,0.032147,0.05,254.26,358.2
244,84280,0.0,,0.005165,0.05,367.92,359.1
245,84987,0.08718,,0.003141,0.05,336.2,361.2
246,85665,0.0582,,0.002618,0.05,339.59,363.2
247,86375,0.01075,,0.012997,0.05,331.86,365.3
248,86949,0.16667,,0.006592,0.05,342.71,367.0
249,87200,0.0274,0.0825,0.012183,0.05,46.05,372.4
