iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,3774,0.4925,0.43238,-0.16088,0.027943,0.007019,0.270931,-0.822367,0.276131,8.132708,36.667,0.3,33.62,3066,716,0.8107,0.6696,2.21,121.1
1,5464,,0.36917,-0.27807,0.009192,0.005463,0.406372,-0.259643,0.154404,2.078925,30.337,0.29667,32.64,1490,208,0.8775,0.7573,2.322,172.9
2,7339,,0.2786,-0.46438,0.002719,0.008398,0.619805,-0.050627,0.096277,1.898169,47.727,0.29333,32.92,1603,280,0.8513,0.6987,2.549,229.8
3,9634,,0.34539,-0.33151,-0.001445,0.004633,0.64135,-0.001557,0.038547,1.429288,44.828,0.29,34.13,1842,461,0.7998,0.6241,2.483,297.1
4,12631,,0.2924,-0.44549,0.00258,0.004996,0.56477,-0.001572,0.021593,1.418123,38.372,0.28667,34.11,2438,567,0.8113,0.6567,2.163,385.0
5,14285,,0.14892,-0.73009,0.000591,0.006409,0.769861,-0.000167,0.001402,1.149866,42.353,0.28333,33.0,1477,185,0.8887,0.7097,2.641,435.1
6,15994,,0.18488,-0.656,-0.003644,0.014162,0.699318,0.001388,0.015195,1.290623,46.429,0.28,33.28,1468,249,0.855,0.6799,2.538,486.5
7,17772,,0.25699,-0.52207,2.5e-05,0.0054,0.643653,-0.000105,0.000558,1.149437,43.373,0.27667,33.28,1493,293,0.8359,0.6803,2.36,539.9
8,19542,,0.19311,-0.6541,-0.001005,0.003411,0.666219,0.001029,0.010982,1.250043,43.902,0.27333,33.13,1569,209,0.8825,0.667,2.401,593.4
9,21849,,0.17136,-0.68183,-0.00577,0.001838,0.699122,0.000988,0.028463,1.460147,44.444,0.27,33.81,1940,375,0.838,0.6418,2.537,661.6
10,23875,0.525,0.20021,-0.63036,0.000942,0.003742,0.648622,-0.000732,0.003092,1.177092,37.5,0.26667,33.92,1823,211,0.8963,0.735,2.348,729.7
11,26441,,0.21238,-0.58006,-0.010341,0.001589,0.632275,-0.000411,0.00062,1.300345,34.177,0.26333,34.23,2155,419,0.8372,0.6481,2.281,804.7
12,29396,,0.23709,-0.54977,-0.012026,0.001868,0.675351,0.001883,0.040503,1.436686,57.692,0.26,34.06,2379,584,0.8029,0.6524,2.552,891.5
13,32008,,0.26844,-0.48022,-0.003488,0.0018,0.593724,0.002983,0.071343,1.470008,54.545,0.25667,33.37,2264,356,0.8641,0.7234,2.246,969.7
14,34479,,0.27764,-0.46388,0.000245,0.002312,0.691292,-0.000336,0.025761,1.935594,59.211,0.25333,33.67,2070,409,0.835,0.6583,2.571,1043.1
15,36778,,0.32141,-0.37052,-0.005607,0.001948,0.624045,0.001452,0.066491,1.445558,44.0,0.25,33.93,1857,450,0.8049,0.677,2.354,1110.9
16,39663,,0.36645,-0.28427,-0.002376,0.002585,0.585939,-0.00061,0.012712,1.294606,44.595,0.24667,34.17,2471,422,0.8541,0.7141,2.202,1195.4
17,41497,,0.21941,-0.59664,-0.010585,0.005721,0.63506,0.002294,0.063261,1.424456,45.205,0.24333,34.14,1582,260,0.8588,0.6526,2.402,1249.1
18,43583,,0.28994,-0.42901,-0.004424,0.005817,0.628522,-0.00287,0.008538,1.386577,50.0,0.24,33.4,1745,349,0.8333,0.7173,2.331,1311.6
19,46472,,0.23619,-0.55675,-0.001103,0.004713,0.659168,0.000504,0.002689,1.217455,59.155,0.23667,33.93,2361,536,0.815,0.6181,2.441,1396.7
20,48316,0.525,0.22202,-0.57981,-0.003735,0.004728,0.680626,0.001627,0.007372,1.333939,51.429,0.23333,33.79,1537,315,0.8299,0.6747,2.413,1459.6
21,50238,,0.15585,-0.71622,-0.000997,0.006332,0.77792,0.000935,0.069336,1.47559,65.217,0.23,33.84,1637,293,0.8482,0.6431,2.686,1516.4
22,51893,,0.19199,-0.64328,-0.00209,0.004782,0.729589,0.003097,0.035608,1.362319,57.353,0.22667,33.88,1477,186,0.8882,0.6656,2.639,1565.3
23,54045,,0.18916,-0.63992,-0.005005,0.003017,0.698744,0.003348,0.070902,1.937369,62.687,0.22333,34.23,1762,398,0.8157,0.6302,2.618,1628.2
24,56071,,0.13629,-0.75473,-0.003177,0.002519,0.699346,0.003454,0.041802,1.591456,77.273,0.22,33.55,1742,292,0.8564,0.6729,2.562,1688.6
25,57950,,0.17905,-0.65037,-0.003327,0.00206,0.695121,0.001243,0.036786,1.440971,55.385,0.21667,34.25,1594,293,0.8447,0.6866,2.531,1743.5
26,59630,,0.27027,-0.47575,-0.014086,0.002749,0.698033,0.003109,0.03683,1.511003,75.0,0.21333,33.69,1415,273,0.8383,0.6825,2.513,1793.3
27,62054,,0.31375,-0.40307,-0.003633,0.001712,0.610765,0.00476,0.057164,1.694766,66.667,0.21,33.94,2054,378,0.8446,0.7134,2.365,1864.8
28,64219,,0.16897,-0.68422,-0.001028,0.001402,0.675091,-0.001392,0.014515,1.53063,48.387,0.20667,33.8,1877,296,0.8638,0.6794,2.455,1928.8
29,66852,,0.32929,-0.34872,-0.001343,0.001129,0.666566,0.000138,0.020495,1.817207,78.689,0.20333,33.76,2156,485,0.8164,0.6278,2.575,2006.8
30,68117,0.515,0.32801,-0.36804,-0.00344,0.006206,0.6412,0.002334,0.031266,1.530621,70.0,0.2,33.99,1069,204,0.8397,0.707,2.414,2052.2
31,70814,,0.35748,-0.3111,0.006061,0.001303,0.591008,0.000292,0.023345,1.561736,71.186,0.19667,33.48,2170,535,0.8022,0.7016,2.253,2132.8
32,72823,,0.24088,-0.56191,-0.00424,0.002209,0.629012,0.001869,0.038982,1.389192,51.724,0.19333,33.43,1718,299,0.8518,0.7001,2.327,2192.9
