iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,2376,0.5325,0.49686,-0.03309,0.074705,0.033071,0.144081,0.127654,0.606817,9.243506,46.667,0.3,130.92,1832,552,0.7685,0.7158,3.332,24.4
1,4645,,0.33661,-0.34569,0.05456,0.007617,0.315442,-1.648283,0.532616,6.650978,40.449,0.29667,67.63,1889,388,0.8296,0.6944,3.692,57.9
2,8121,,0.28857,-0.43846,0.029877,0.002914,0.708834,-0.567317,0.347768,3.559711,61.364,0.29333,66.65,2730,754,0.7836,0.6347,3.581,110.1
3,11530,,0.38096,-0.25319,0.008948,0.003243,0.917694,-0.075673,0.193799,2.092064,37.931,0.29,67.75,2734,683,0.8001,0.7697,3.347,160.4
4,14548,,0.23031,-0.56439,-0.000228,0.004837,1.030164,-0.011856,0.051042,1.417136,52.326,0.28667,68.21,2222,804,0.7343,0.6515,3.357,204.7
5,17290,,0.35325,-0.31063,-0.002289,0.005273,1.050657,-0.010024,0.054758,1.318434,52.941,0.28333,67.61,2030,720,0.7382,0.727,3.509,245.2
6,20069,,0.21515,-0.571,0.002369,0.006521,1.051392,-0.003146,0.042,1.35786,39.286,0.28,67.36,2093,694,0.751,0.6944,3.395,286.5
7,23201,,0.24417,-0.54418,-0.00269,0.010273,1.131747,-0.00498,0.044292,1.442304,50.602,0.27667,68.09,2382,758,0.7586,0.7517,3.527,332.5
8,26285,,0.24548,-0.5237,0.002192,0.007452,1.229725,0.000184,0.040521,1.468823,95.122,0.27333,67.3,2146,946,0.694,0.6554,4.018,378.3
9,29272,,0.22452,-0.58235,0.001585,0.008928,1.132519,0.001695,0.013881,1.32169,62.963,0.27,67.2,2154,841,0.7192,0.7109,3.569,422.8
10,32356,0.6575,0.19116,-0.6381,-0.00066,0.006044,1.16505,0.005728,0.062569,1.335153,60.0,0.26667,67.2,2128,964,0.6882,0.6492,3.69,480.7
11,36079,,0.35264,-0.31057,-0.004818,0.004257,1.12854,0.0002,0.023059,1.580887,79.747,0.26333,68.55,2552,1179,0.684,0.6958,3.579,535.0
12,39668,,0.26886,-0.48262,0.001597,0.003301,1.115125,0.006502,0.074623,1.726808,76.923,0.26,68.66,2426,1171,0.6745,0.6556,3.508,587.3
13,42908,,0.21885,-0.59904,-0.000701,0.003969,1.17484,0.001357,0.038482,1.389503,77.922,0.25667,67.94,2230,1018,0.6866,0.6916,3.681,635.0
14,46211,,0.14818,-0.73741,-0.003583,0.005036,1.20172,0.004804,0.052472,1.370354,63.158,0.25333,67.57,2343,968,0.7076,0.6332,3.795,683.9
15,48918,,0.14442,-0.73598,0.005278,0.005104,1.16496,0.004326,0.036813,1.337718,76.0,0.25,67.63,1910,805,0.7035,0.633,3.716,723.9
16,51270,,0.14145,-0.72432,-0.003193,0.004362,1.159114,0.004078,0.053819,1.368668,68.919,0.24667,67.54,1665,695,0.7055,0.6779,3.691,758.8
17,53963,,0.2598,-0.50157,0.011736,0.003495,1.235044,0.00099,0.012547,1.331426,65.753,0.24333,67.93,1864,837,0.6901,0.6418,4.033,798.4
18,58509,,0.27443,-0.48741,0.001172,0.003015,1.160868,0.001604,0.000791,1.295076,70.833,0.24,65.89,3206,1348,0.704,0.6877,3.584,867.4
19,61426,,0.28158,-0.46589,-0.004111,0.002691,1.129905,0.004691,0.085479,1.333739,63.38,0.23667,67.39,2000,925,0.6838,0.669,3.512,910.7
20,63882,0.7424999999999999,0.20536,-0.60432,-0.006199,0.002681,1.224672,0.002258,0.011111,1.311715,72.857,0.23333,67.5,1764,700,0.7159,0.6531,3.947,959.8
21,66313,,0.15978,-0.69371,-0.00018,0.002905,1.236443,0.000398,0.0,1.191293,73.913,0.23,67.85,1715,724,0.7032,0.5843,3.935,995.7
22,70189,,0.27655,-0.47492,-0.006843,0.001671,1.165465,0.00586,0.043244,1.309059,88.235,0.22667,67.77,2602,1282,0.6699,0.6533,3.705,1052.9
23,72529,,0.2047,-0.6166,-0.008688,0.003113,1.164866,0.004905,0.033869,1.597503,67.164,0.22333,67.91,1649,699,0.7023,0.6906,3.694,1087.4
24,74678,,0.12267,-0.77997,-0.00263,0.003353,1.206289,0.006351,0.038656,1.382401,81.818,0.22,67.27,1646,511,0.7631,0.6233,3.821,1119.3
25,76992,,0.22472,-0.56441,0.002022,0.002341,1.161402,0.003255,0.027823,1.312984,73.846,0.21667,68.28,1663,659,0.7162,0.7385,3.66,1153.2
26,80268,,0.28595,-0.47069,0.000481,0.001413,1.168102,0.00313,0.050201,1.473941,98.438,0.21333,66.53,2228,1056,0.6784,0.5945,3.761,1202.5
27,83929,,0.16362,-0.71729,-0.001461,0.001272,1.200087,0.003886,0.053512,1.403111,104.762,0.21,67.71,2644,1025,0.7206,0.6583,3.793,1256.5
28,87355,,0.25219,-0.51607,-0.005656,0.00149,1.143244,0.005817,0.088349,1.489254,67.742,0.20667,67.4,2422,1012,0.7053,0.7125,3.621,1307.4
29,90910,,0.19772,-0.62581,-0.006748,0.00119,1.107183,0.005592,0.108777,1.469652,78.689,0.20333,67.76,2479,1084,0.6958,0.7038,3.55,1359.9
30,94678,0.5375000000000001,0.24907,-0.52218,-0.002043,0.000898,1.168804,-3.5e-05,0.031039,1.47012,100.0,0.2,66.37,2699,1077,0.7148,0.6505,3.774,1424.3
31,97767,,0.24079,-0.53777,-0.003639,0.001349,1.097334,0.001519,0.080999,1.512868,86.441,0.19667,67.27,2167,930,0.6997,0.6043,3.573,1470.2
32,99909,,0.27281,-0.47569,-0.002589,0.001369,1.127121,0.003034,0.052021,1.261783,124.138,0.19333,68.01,1517,633,0.7056,0.7127,3.614,1501.7
33,102931,,0.20645,-0.61613,-0.005768,0.000986,1.093679,0.002913,0.05087,1.340451,68.421,0.19,67.1,2138,892,0.7056,0.6906,3.475,1546.7
34,106426,,0.34437,-0.36337,-0.005405,0.001119,1.068765,0.00169,0.074123,1.426058,75.0,0.18667,68.03,2452,1051,0.7,0.7391,3.367,1598.1
35,110288,,0.31369,-0.4004,-0.00466,0.00169,1.105633,0.003317,0.070297,1.406697,125.455,0.18333,67.19,2764,1106,0.7142,0.6615,3.622,1655.6
36,113227,,0.33471,-0.36206,-0.000301,0.001869,1.081962,0.000496,0.002151,1.281666,83.333,0.18,68.19,2123,824,0.7204,0.7406,3.325,1698.7
37,116040,,0.24653,-0.5512,-0.003734,0.00196,1.077234,0.004514,0.0929,1.32003,96.226,0.17667,67.57,1986,835,0.704,0.6514,3.4,1740.4
38,118627,,0.28283,-0.43349,-0.002851,0.001549,1.112124,0.000714,0.02064,1.278396,103.846,0.17333,67.48,1842,753,0.7098,0.676,3.625,1778.7
