iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,3366,0.5599999999999999,0.342,-0.32975,0.054937,0.013714,0.656177,-2.869625,0.630711,7.982501,60.0,0.3,32.45,2718,656,0.8056,0.7151,4.741,112.5
1,5241,,0.22896,-0.56922,0.014862,0.007123,1.022911,-0.172407,0.318112,2.05813,53.933,0.29667,32.57,1550,333,0.8232,0.6916,4.604,170.1
2,8798,,0.25775,-0.51579,-3e-06,0.001629,1.308615,-0.018203,0.107734,1.568322,88.636,0.29333,32.19,2678,887,0.7512,0.6261,4.924,280.6
3,11181,,0.15495,-0.70578,0.002252,0.003161,1.412889,-0.003444,0.059715,1.572179,86.207,0.29,32.92,1813,578,0.7583,0.6566,4.898,353.0
4,14174,,0.19991,-0.6252,0.001584,0.00184,1.44303,0.002611,0.040788,1.401555,83.721,0.28667,32.94,2125,876,0.7081,0.6788,4.989,443.9
5,16114,,0.13603,-0.76824,-0.010125,0.002687,1.445675,0.002761,0.056771,1.422121,120.0,0.28333,33.03,1441,507,0.7397,0.6691,5.164,502.6
6,18086,,0.09489,-0.83838,0.000852,0.001627,1.468692,0.002639,0.021722,1.350853,89.286,0.28,33.13,1455,525,0.7348,0.6174,5.092,562.2
7,21704,,0.14108,-0.74631,-0.000259,0.000686,1.522898,0.001442,0.031657,1.472881,122.892,0.27667,32.39,2587,1039,0.7135,0.61,5.554,673.9
8,23105,,0.0925,-0.83105,-0.002463,0.002704,1.428152,0.001134,0.015594,1.367875,69.512,0.27333,32.67,1090,319,0.7736,0.678,4.681,716.8
9,26006,,0.1475,-0.74173,-0.000478,0.000902,1.476236,0.001041,0.007531,1.330732,103.704,0.27,32.22,2082,827,0.7157,0.6684,5.09,806.8
10,28008,0.5375,0.05069,-0.91516,-0.003469,0.001206,1.418646,0.004607,0.024442,1.199415,60.0,0.26667,32.32,1519,491,0.7557,0.6564,4.651,877.6
