iter,steps,eta_train,eta_val,loss,epsilon,sps,elapsed_s
0,90,0.24138,0.44499999999999995,0.536019,1.0,17.23,5.2
1,773,0.50955,,0.027796,0.9889,312.62,7.4
2,1576,0.29282,,0.075329,0.9778,347.81,9.7
3,1823,0.64706,,0.3826,0.9667,323.23,10.5
4,2428,0.81818,,0.493572,0.9556,363.09,12.2
5,3466,0.82524,,0.310278,0.9444,361.72,15.0
6,3685,0.36364,,0.023314,0.9333,324.61,15.7
7,4275,0.42718,,0.018464,0.9222,359.05,17.4
8,5092,0.30667,,0.076336,0.9111,371.49,19.6
9,5884,0.24832,,0.091816,0.9,350.09,21.8
10,7084,0.48299,0.4875,0.01583,0.8889,104.75,33.3
11,7935,0.24667,,0.030809,0.8778,338.13,35.8
12,8222,0.08772,,0.055231,0.8667,344.12,36.6
13,8856,0.1962,,0.02924,0.8556,375.91,38.3
14,9059,0.625,,0.392265,0.8444,355.95,38.9
15,10212,0.41765,,0.202363,0.8333,338.96,42.3
16,10450,0.30233,,0.120001,0.8222,314.45,43.1
17,11650,0.38191,,0.19746,0.8111,361.98,46.4
18,12330,0.19048,,0.032223,0.8,368.18,48.2
19,12705,0.03727,,0.060994,0.7889,353.89,49.3
20,13629,0.2515,0.4625,0.013556,0.7778,100.92,58.5
21,14351,0.59804,,0.152697,0.7667,360.53,60.5
22,14394,0.09091,,0.018703,0.7556,259.43,60.6
23,15067,0.73729,,0.087058,0.7444,324.27,62.7
24,15530,0.26087,,0.168046,0.7333,312.78,64.2
25,16021,0.38235,,0.095938,0.7222,298.59,65.9
26,16634,0.58108,,0.026919,0.7111,300.72,67.9
27,16792,0.26923,,0.242055,0.7,290.36,68.4
28,16887,0.08824,,0.281086,0.6889,278.62,68.8
29,17704,0.26984,,0.124328,0.6778,341.78,71.2
30,18793,0.55276,0.4800000000000001,0.018753,0.6667,114.07,80.7
31,18870,0.01724,,0.249343,0.6556,283.43,81.0
32,19499,0.46602,,0.012118,0.6444,338.04,82.9
33,20272,0.37143,,0.010142,0.6333,330.37,85.2
34,20630,0.06044,,0.086911,0.6222,350.69,86.2
35,21476,0.61,,0.204984,0.6111,350.8,88.7
36,21676,0.4,,0.092754,0.6,340.22,89.2
37,22264,0.25439,,0.060062,0.5889,339.75,91.0
38,23032,0.35135,,0.042689,0.5778,344.0,93.2
39,23485,0.29167,,0.046314,0.5667,350.67,94.5
40,24914,0.64327,0.3775,0.164435,0.5556,126.48,105.8
41,25136,0.05797,,0.06649,0.5444,321.23,106.5
42,25532,0.09184,,0.066546,0.5333,344.31,107.7
43,26633,0.4586,,0.050325,0.5222,339.5,110.9
44,27193,0.34694,,0.012476,0.5111,340.07,112.6
45,27357,0.22222,,0.027677,0.5,319.05,113.1
46,27530,0.43333,,0.013082,0.4889,306.17,113.6
47,27762,0.15873,,0.125991,0.4778,326.33,114.4
48,28283,0.47674,,0.023467,0.4667,325.11,116.0
49,28388,0.77273,,0.24438,0.4556,285.88,116.3
50,28868,0.235,0.43249999999999994,0.028895,0.4444,79.04,122.4
51,29296,0.71875,,0.130416,0.4333,310.08,123.8
52,29701,0.39683,,0.003938,0.4222,286.43,125.2
53,29950,0.48611,,0.012097,0.4111,279.84,126.1
54,30664,0.71687,,0.057446,0.4,309.21,128.4
55,30783,0.12121,,0.262742,0.3889,322.21,128.8
56,30998,0.31818,,0.137374,0.3778,283.95,129.5
57,31249,0.22321,,0.220394,0.3667,287.1,130.4
58,31373,0.11594,,0.280709,0.3556,272.27,130.9
59,31752,0.25269,,0.14657,0.3444,291.9,132.2
60,31884,0.08235,0.45500000000000007,0.308022,0.3333,27.39,137.0
61,31965,0.04082,,0.196868,0.3222,256.87,137.3
62,32224,0.26957,,0.030638,0.3111,288.13,138.2
63,32648,0.21978,,0.01346,0.3,299.13,139.6
64,32919,0.52941,,0.087059,0.2889,292.58,140.6
65,33118,0.26154,,0.021186,0.2778,281.68,141.3
66,33576,0.34911,,0.074422,0.2667,285.6,142.9
67,33606,0.07407,,0.021639,0.2556,282.14,143.0
68,33675,0.05769,,0.046448,0.2444,269.21,143.3
69,34099,0.35652,,0.06466,0.2333,314.33,144.6
70,34445,0.23529,0.3175,0.013216,0.2222,52.28,151.2
71,34810,0.02924,,0.07133,0.2111,331.53,152.3
72,35956,0.3886,,0.0051,0.2,332.93,155.8
73,35970,0.0,,0.101257,0.1889,268.9,155.8
74,36397,0.26471,,0.044872,0.1778,331.13,157.1
75,36687,0.06931,,0.09312,0.1667,331.17,158.0
76,37098,0.0604,,0.095975,0.1556,333.54,159.2
77,37724,0.11842,,0.078699,0.1444,358.28,161.0
78,38352,0.23423,,0.016966,0.1333,324.14,162.9
79,39003,0.1745,,0.045519,0.1222,332.32,164.9
80,39616,0.05556,0.23249999999999998,0.019791,0.1111,92.05,171.6
81,39723,0.04348,,0.057425,0.1,307.7,171.9
82,39871,0.11111,,0.046114,0.0889,301.55,172.4
83,40409,0.1466,,0.103239,0.0778,310.43,174.1
84,40524,0.0,,0.104481,0.0667,292.42,174.5
85,40584,0.0,,0.117885,0.0556,256.46,174.8
86,40860,0.13846,,0.053189,0.05,331.8,175.6
87,41565,0.28994,,0.147507,0.05,316.09,177.8
88,42050,0.02591,,0.029608,0.05,354.45,179.2
89,42410,0.1828,,0.024052,0.05,327.66,180.3
90,43267,0.38462,0.2525,0.075965,0.05,123.97,187.2
91,43476,0.20455,,0.011592,0.05,290.05,187.9
92,43688,0.0,,0.077297,0.05,305.61,188.6
93,44228,0.21324,,0.094257,0.05,321.91,190.3
94,45373,0.45055,,0.02261,0.05,354.01,193.6
95,45661,0.11538,,0.113532,0.05,279.64,194.6
96,45738,0.0,,0.198979,0.05,298.15,194.9
97,46054,0.22414,,0.018953,0.05,293.11,195.9
98,46750,0.46552,,0.031575,0.05,308.63,198.2
99,47182,0.75949,,0.206497,0.05,317.2,199.6
100,47259,0.0,0.34,0.063758,0.05,18.0,203.8
101,47600,0.32,,0.007106,0.05,320.67,204.9
102,47901,0.23478,,0.007797,0.05,291.36,205.9
103,48165,0.09244,,0.080762,0.05,285.17,206.9
104,48471,0.35227,,0.016246,0.05,297.7,207.9
105,48527,0.06061,,0.051855,0.05,247.22,208.1
106,48915,0.15957,,0.021665,0.05,297.95,209.4
107,49403,0.5812,,0.094987,0.05,297.65,211.1
108,49710,0.08537,,0.039686,0.05,298.12,212.1
109,50221,0.43662,,0.020586,0.05,299.38,213.8
110,50351,0.18519,0.375,0.030838,0.05,28.75,218.3
111,50645,0.4557,,0.053891,0.05,294.96,219.3
112,51056,0.45802,,0.04564,0.05,309.51,220.7
113,51174,0.09231,,0.015496,0.05,266.09,221.1
114,51573,0.55208,,0.082827,0.05,294.61,222.5
115,51587,0.0,,0.099382,0.05,248.4,222.5
116,51692,0.02454,,0.052439,0.05,293.99,222.9
117,52194,0.42767,,0.029012,0.05,299.34,224.6
118,52251,0.0,,0.083071,0.05,266.11,224.8
119,52404,0.22449,,0.010794,0.05,283.19,225.3
120,52699,0.28182,0.3075,0.009703,0.05,57.39,230.5
121,52861,0.33333,,0.026157,0.05,287.13,231.1
122,52915,0.01562,,0.049507,0.05,257.04,231.3
123,53026,0.0,,0.017293,0.05,281.94,231.7
124,53266,0.11278,,0.016287,0.05,319.12,232.4
125,53361,0.02778,,0.033738,0.05,293.61,232.7
126,53416,0.0,,0.063717,0.05,254.48,233.0
127,53529,0.0339,,0.026597,0.05,304.74,233.3
128,54257,0.28916,,0.024311,0.05,315.86,235.6
129,54502,0.0,,0.01628,0.05,328.08,236.4
130,55074,0.30201,0.28750000000000003,0.058145,0.05,77.39,243.8
131,55690,0.1768,,0.016453,0.05,342.18,245.6
132,55985,0.14667,,0.036585,0.05,338.66,246.5
133,56273,0.08197,,0.011211,0.05,306.03,247.4
134,57152,0.41709,,0.074183,0.05,311.79,250.2
135,57367,0.16216,,0.007886,0.05,312.24,250.9
136,57600,0.16667,,0.086877,0.05,310.19,251.7
137,58125,0.54455,,0.160628,0.05,320.2,253.3
138,58497,0.08108,,0.07138,0.05,295.2,254.6
139,59108,0.54237,,0.045314,0.05,318.21,256.5
140,59224,0.02985,0.31499999999999995,0.093214,0.05,21.6,261.9
141,59599,0.31683,,0.059131,0.05,307.36,263.1
142,59752,0.06202,,0.073336,0.05,285.74,263.6
143,59971,0.15517,,0.130571,0.05,298.72,264.4
144,60192,0.48,,0.03506,0.05,307.3,265.1
145,60327,0.05797,,0.036478,0.05,296.8,265.6
146,60643,0.5942,,0.218057,0.05,311.4,266.6
147,61129,0.38849,,0.061241,0.05,301.34,268.2
148,61337,0.06202,,0.011174,0.05,290.76,268.9
149,61619,0.11765,,0.008137,0.05,304.68,269.8
150,61841,0.05528,0.36,0.018255,0.05,44.25,274.9
151,62145,0.26506,,0.018371,0.05,320.34,275.8
152,62500,0.0407,,0.010102,0.05,332.08,276.9
153,63335,0.58421,,0.180598,0.05,299.69,279.7
154,63613,0.07914,,0.035823,0.05,291.14,280.6
155,63683,0.0098,,0.022205,0.05,248.39,280.9
156,63842,0.04624,,0.015379,0.05,319.07,281.4
157,64288,0.22414,,0.027312,0.05,303.08,282.9
158,64384,0.09524,,0.028422,0.05,298.67,283.2
159,64586,0.03797,,0.018047,0.05,305.54,283.9
160,64626,0.0,0.24500000000000002,0.034052,0.05,8.51,288.6
161,64833,0.07639,,0.032578,0.05,315.16,289.2
162,65211,0.12179,,0.004788,0.05,295.42,290.5
163,65642,0.25,,0.061375,0.05,322.67,291.9
164,65879,0.325,,0.057918,0.05,322.95,292.6
165,66449,0.37975,,0.078078,0.05,297.18,294.5
166,66546,0.26087,,0.019936,0.05,274.7,294.9
167,66722,0.06494,,0.04488,0.05,288.24,295.5
168,67126,0.21711,,0.03394,0.05,295.01,296.9
169,67321,0.07826,,0.030734,0.05,289.72,297.5
170,67882,0.2327,0.26000000000000006,0.034503,0.05,86.82,304.0
171,68301,0.14685,,0.031401,0.05,296.91,305.4
172,68665,0.16522,,0.020003,0.05,317.68,306.6
173,68947,0.67568,,0.495609,0.05,333.04,307.4
174,69477,0.22289,,0.032862,0.05,310.36,309.1
175,69916,0.09402,,0.003212,0.05,322.19,310.5
176,70278,0.04908,,0.015805,0.05,322.05,311.6
177,70451,0.58333,,0.353328,0.05,331.82,312.1
178,70484,0.0,,0.023866,0.05,263.53,312.3
179,70756,0.07965,,0.005697,0.05,325.68,313.1
180,71570,0.46479,0.265,0.10803,0.05,111.98,320.4
181,72015,0.26471,,0.013984,0.05,333.23,321.7
182,72493,0.14208,,0.030214,0.05,309.94,323.3
183,72968,0.5679,,0.089868,0.05,335.97,324.7
184,73114,0.05405,,0.121877,0.05,278.65,325.2
185,73990,0.60274,,0.08663,0.05,338.04,327.8
186,74279,0.18182,,0.153895,0.05,311.71,328.7
187,74392,0.27273,,0.096161,0.05,310.85,329.1
188,74723,0.47887,,0.01852,0.05,315.44,330.1
189,75040,0.14615,,0.148498,0.05,299.96,331.2
190,75231,0.27419,0.35500000000000004,0.079028,0.05,37.47,336.3
191,75534,0.04762,,0.139109,0.05,315.49,337.3
192,75699,0.12329,,0.072423,0.05,296.82,337.8
193,76057,0.17886,,0.018689,0.05,304.81,339.0
194,76210,0.02174,,0.057549,0.05,300.85,339.5
195,76539,0.05618,,0.039052,0.05,308.77,340.6
196,76856,0.10909,,0.025377,0.05,295.54,341.7
197,77324,0.42857,,0.244298,0.05,299.55,343.2
198,77552,0.12941,,0.031443,0.05,302.27,344.0
199,77977,0.11518,,0.098656,0.05,309.41,345.4
200,78410,0.13433,0.35,0.085401,0.05,72.29,351.4
201,78763,0.08434,,0.055974,0.05,306.58,352.5
202,79056,0.54688,,0.526076,0.05,311.44,353.5
203,79326,0.14607,,0.043992,0.05,312.47,354.3
204,79762,0.36667,,0.14106,0.05,327.61,355.7
205,80431,0.26131,,0.055351,0.05,318.11,357.8
206,80693,0.6,,0.20067,0.05,322.8,358.6
207,81467,0.5,,0.044158,0.05,328.44,360.9
208,81635,0.05,,0.033143,0.05,296.91,361.5
209,82444,0.35979,,0.014549,0.05,324.08,364.0
210,82739,0.2963,0.3325,0.038119,0.05,42.29,371.0
211,83572,0.37063,,0.052506,0.05,337.85,373.5
212,84350,0.82031,,0.164779,0.05,334.54,375.8
213,85128,0.35196,,0.044434,0.05,326.36,378.2
214,85466,0.12963,,0.06791,0.05,324.27,379.2
215,85768,0.10119,,0.145081,0.05,317.31,380.2
216,86507,0.43011,,0.024127,0.05,306.77,382.6
217,87023,0.30061,,0.017036,0.05,310.99,384.2
218,87499,0.29333,,0.019966,0.05,293.57,385.9
219,87980,0.22695,,0.008882,0.05,312.48,387.4
220,88570,0.32215,0.335,0.07072,0.05,77.97,395.0
221,88881,0.20339,,0.012601,0.05,324.21,395.9
222,89364,0.2233,,0.018956,0.05,326.07,397.4
223,90214,0.14857,,0.014713,0.05,358.24,399.8
224,90634,0.17582,,0.021041,0.05,329.53,401.1
225,91092,0.26042,,0.038853,0.05,319.33,402.5
226,91520,0.06897,,0.043686,0.05,332.16,403.8
227,91963,0.07843,,0.013177,0.05,370.68,405.0
228,92204,0.04348,,0.04239,0.05,326.77,405.8
229,93262,0.32759,,0.011268,0.05,348.19,408.8
230,93599,0.13402,0.29500000000000004,0.021135,0.05,52.5,415.2
231,93777,0.0087,,0.043485,0.05,308.0,415.8
232,93914,0.04762,,0.046908,0.05,287.95,416.3
233,94349,0.5443,,0.133104,0.05,323.76,417.6
234,94518,0.18182,,0.0066,0.05,296.06,418.2
235,94706,0.12658,,0.018016,0.05,296.71,418.8
236,95009,0.30769,,0.013704,0.05,285.38,419.9
237,95312,0.09836,,0.017097,0.05,302.54,420.9
238,95491,0.21818,,0.006781,0.05,300.83,421.5
239,95744,0.14444,,0.022718,0.05,321.65,422.3
240,96053,0.21127,0.26,0.011572,0.05,51.6,428.3
241,96181,0.45455,,0.083799,0.05,303.42,428.7
242,96252,0.0,,0.045952,0.05,256.24,429.0
243,96582,0.4,,0.028694,0.05,314.88,430.0
244,97306,0.58772,,0.069059,0.05,352.78,432.1
245,98008,0.44371,,0.021481,0.05,310.78,434.4
246,98514,0.09375,,0.18242,0.05,309.42,436.0
247,98731,0.08403,,0.158713,0.05,296.44,436.7
248,99240,0.2268,,0.046492,0.05,298.83,438.4
249,99520,0.22857,0.31,0.088207,0.05,52.37,443.8
