iter,steps,eta_train,eta_val,loss,epsilon,sps,elapsed_s
0,126,0.0,0.3925,0.309356,1.0,19.37,6.5
1,1023,0.31414,,0.025815,0.9889,357.06,9.0
2,1420,0.0719,,0.082441,0.9778,347.7,10.2
3,1626,0.0566,,0.098679,0.9667,318.96,10.8
4,2541,0.25888,,0.070461,0.9556,356.14,13.4
5,2566,0.0,,0.092377,0.9444,257.22,13.5
6,3071,0.19403,,0.019934,0.9333,345.47,15.0
7,3158,0.21212,,0.028581,0.9222,303.54,15.2
8,3319,0.04386,,0.04938,0.9111,339.08,15.7
9,3886,0.37288,,0.013145,0.9,340.67,17.4
10,3949,0.03704,0.1625,0.096629,0.8889,12.69,22.4
11,4427,0.22989,,0.014916,0.8778,352.04,23.7
12,4868,0.11348,,0.049342,0.8667,349.09,25.0
13,5386,0.10825,,0.027307,0.8556,339.17,26.5
14,6180,0.17857,,0.031832,0.8444,339.06,28.9
15,6471,0.09346,,0.051843,0.8333,349.32,29.7
16,6879,0.37879,,0.048578,0.8222,367.02,30.8
17,7728,0.39597,,0.020313,0.8111,347.95,33.2
18,8065,0.12371,,0.03084,0.8,349.92,34.2
19,8784,0.39706,,0.017422,0.7889,339.87,36.3
20,9359,0.17544,0.12250000000000001,0.032667,0.7778,91.69,42.6
21,9664,0.06579,,0.163289,0.7667,328.04,43.5
22,9977,0.02586,,0.163937,0.7556,332.96,44.5
23,10248,0.53659,,0.062512,0.7444,348.99,45.3
24,10694,0.15854,,0.014257,0.7333,320.6,46.7
25,10816,0.36,,0.017338,0.7222,324.81,47.0
26,11255,0.38961,,0.014165,0.7111,346.85,48.3
27,11784,0.32203,,0.004993,0.7,329.84,49.9
28,12250,0.2803,,0.007085,0.6889,327.33,51.3
29,12516,0.1791,,0.026183,0.6778,329.01,52.1
30,12565,0.1,0.2,0.012433,0.6667,9.28,57.4
31,12828,0.06944,,0.020958,0.6556,335.52,58.2
32,13099,0.11111,,0.027098,0.6444,332.81,59.0
33,13410,0.19481,,0.019078,0.6333,323.79,60.0
34,13759,0.22222,,0.059326,0.6222,341.31,61.0
35,14496,0.15736,,0.048266,0.6111,367.05,63.0
36,14609,0.04878,,0.064153,0.6,312.21,63.4
37,14955,0.17857,,0.029057,0.5889,328.43,64.5
38,15140,0.40625,,0.219949,0.5778,345.21,65.0
39,15783,0.184,,0.006136,0.5667,356.14,66.8
40,16305,0.19685,0.0375,0.016357,0.5556,97.48,72.2
41,16447,0.29167,,0.008709,0.5444,332.09,72.6
42,16859,0.34615,,0.016698,0.5333,342.61,73.8
43,17030,0.25,,0.073442,0.5222,324.58,74.3
44,17382,0.15929,,0.075136,0.5111,329.28,75.4
45,17993,0.14286,,0.078329,0.5,322.75,77.3
46,18133,0.06818,,0.067469,0.4889,318.63,77.7
47,18338,0.20635,,0.017634,0.4778,315.14,78.4
48,18494,0.06329,,0.024824,0.4667,314.53,78.9
49,18672,0.45946,,0.075367,0.4556,317.38,79.5
50,19078,0.56522,0.37749999999999995,0.129279,0.4444,73.8,85.0
51,19389,0.36364,,0.051031,0.4333,316.91,85.9
52,19618,0.01987,,0.04649,0.4222,309.18,86.7
53,19766,0.07812,,0.020609,0.4111,316.14,87.2
54,20096,0.19444,,0.011116,0.4,336.24,88.1
55,20531,0.29078,,0.012288,0.3889,320.42,89.5
56,20834,0.08088,,0.035362,0.3778,337.25,90.4
57,20850,0.0,,0.031495,0.3667,266.68,90.5
58,21441,0.18325,,0.015848,0.3556,343.52,92.2
59,22086,0.23837,,0.003676,0.3444,339.12,94.1
60,22243,0.3125,0.25,0.024108,0.3333,25.09,100.4
61,22381,0.01143,,0.019804,0.3222,347.64,100.8
62,22951,0.10204,,0.014256,0.3111,348.72,102.4
63,23300,0.25,,0.037924,0.3,329.52,103.5
64,23380,0.0,,0.022943,0.2889,290.75,103.7
65,23989,0.29365,,0.023094,0.2778,347.36,105.5
66,24675,0.32773,,0.029721,0.2667,357.45,107.4
67,25070,0.02344,,0.023375,0.2556,353.56,108.5
68,25849,0.2623,,0.010892,0.2444,336.49,110.9
69,26258,0.06897,,0.010508,0.2333,331.15,112.1
70,26487,0.0641,0.10500000000000001,0.042805,0.2222,45.54,117.1
71,27117,0.15789,,0.012444,0.2111,357.12,118.9
72,27795,0.12414,,0.003963,0.2,361.9,120.8
73,27986,0.0,,0.016287,0.1889,339.66,121.3
74,28714,0.26351,,0.012801,0.1778,347.83,123.4
75,29172,0.1087,,0.007124,0.1667,366.35,124.7
76,29248,0.02273,,0.021583,0.1556,293.16,124.9
77,29991,0.27746,,0.019448,0.1444,332.64,127.2
78,30295,0.1519,,0.009558,0.1333,347.95,128.1
79,30407,0.0,,0.02801,0.1222,320.98,128.4
80,31135,0.51656,0.28250000000000003,0.072481,0.1111,116.37,134.7
81,31385,0.4375,,0.1195,0.1,339.41,135.4
82,31694,0.21978,,0.004091,0.0889,311.1,136.4
83,31833,0.08451,,0.032327,0.0778,304.88,136.9
84,32226,0.40594,,0.051363,0.0667,319.43,138.1
85,32372,0.23529,,0.021587,0.0556,314.33,138.6
86,32549,0.02308,,0.046658,0.05,328.6,139.1
87,32630,0.05882,,0.026354,0.05,283.58,139.4
88,32926,0.1875,,0.006176,0.05,324.19,140.3
89,33454,0.20238,,0.003621,0.05,319.25,142.0
90,33702,0.10169,0.165,0.006916,0.05,49.39,147.0
91,33782,0.0,,0.018849,0.05,294.85,147.3
92,34289,0.21519,,0.014002,0.05,310.91,148.9
93,34515,0.0,,0.014242,0.05,326.12,149.6
94,34823,0.0,,0.024115,0.05,341.04,150.5
95,35159,0.0315,,0.012334,0.05,322.21,151.5
96,35476,0.0,,0.019201,0.05,293.5,152.6
97,35629,0.0,,0.01257,0.05,334.62,153.1
98,35930,0.0,,0.028346,0.05,357.95,153.9
99,36004,0.0,,0.16682,0.05,254.54,154.2
100,36254,0.0,0.0,0.103849,0.05,84.28,157.2
101,36485,0.0,,0.108587,0.05,315.74,157.9
102,36627,0.0,,0.082284,0.05,299.48,158.4
103,36714,0.0,,0.13103,0.05,286.51,158.7
104,36826,0.0,,0.051458,0.05,303.75,159.1
105,36988,0.0,,0.043477,0.05,289.55,159.6
106,37100,0.0,,0.010318,0.05,280.55,160.0
107,37398,0.00735,,0.037662,0.05,370.1,160.9
108,37834,0.15584,,0.062419,0.05,348.67,162.1
109,38098,0.0,,0.12234,0.05,340.64,162.9
110,38269,0.01299,0.06999999999999999,0.063859,0.05,41.54,167.0
111,38398,0.0,,0.118757,0.05,332.41,167.4
112,38724,0.14545,,0.040758,0.05,357.51,168.3
113,39411,0.22656,,0.024412,0.05,363.76,170.2
114,39828,0.03356,,0.009455,0.05,350.68,171.4
115,39916,0.0,,0.023905,0.05,256.51,171.7
116,39974,0.0,,0.031344,0.05,270.08,172.0
117,40406,0.11957,,0.027301,0.05,314.95,173.3
118,40606,0.26667,,0.027265,0.05,345.22,173.9
119,40850,0.19231,,0.04944,0.05,331.98,174.6
120,41602,0.19355,0.05750000000000001,0.009947,0.05,142.03,179.9
121,42154,0.12426,,0.00463,0.05,340.31,181.6
122,42339,0.31579,,0.064828,0.05,319.64,182.2
123,42495,0.23404,,0.032932,0.05,312.55,182.7
124,42694,0.04969,,0.013367,0.05,291.01,183.3
125,43058,0.06838,,0.010387,0.05,326.11,184.5
126,43154,0.0,,0.012661,0.05,291.89,184.8
127,43275,0.0,,0.011757,0.05,316.79,185.2
128,43908,0.18571,,0.00447,0.05,337.98,187.1
129,43978,0.0,,0.043602,0.05,272.65,187.3
130,44436,0.13978,0.0475,0.005462,0.05,87.74,192.5
131,44511,0.0,,0.142085,0.05,278.45,192.8
132,44815,0.0,,0.006342,0.05,337.57,193.7
133,45245,0.10465,,0.009029,0.05,305.22,195.1
134,45374,0.0,,0.013299,0.05,306.17,195.5
135,45544,0.18919,,0.0862,0.05,325.79,196.1
136,45820,0.0,,0.035623,0.05,354.84,196.9
137,45910,0.0,,0.065241,0.05,307.07,197.1
138,46023,0.09375,,0.038795,0.05,293.82,197.5
139,46465,0.02548,,0.004946,0.05,315.76,198.9
140,46786,0.0,0.05,0.012003,0.05,68.48,203.6
141,47545,0.1117,,0.00334,0.05,332.9,205.9
142,48034,0.04571,,0.010553,0.05,352.05,207.3
143,48152,0.0,,0.01605,0.05,316.86,207.7
144,48674,0.18653,,0.022489,0.05,295.39,209.4
145,49020,0.0,,0.012833,0.05,360.93,210.4
146,49261,0.02837,,0.010552,0.05,330.79,211.1
147,49702,0.2193,,0.024192,0.05,327.76,212.5
148,49868,0.5,,0.47168,0.05,350.91,213.0
149,50001,0.3913,,0.271819,0.05,335.96,213.4
