iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,2741,0.5050000000000001,0.2911,-0.46235,0.062743,0.024144,0.125572,1.59584,0.622434,7.914327,53.333,0.3,71.21,2226,523,0.8097,0.3389,3.853,47.0
1,5396,,0.33596,-0.40011,0.070392,0.002705,0.182981,1.15293,0.524996,9.889828,70.787,0.29667,70.43,2069,594,0.7769,0.3122,3.455,84.7
2,7102,,0.30574,-0.42131,0.059652,0.003702,0.261577,0.641892,0.514589,3.249202,61.364,0.29333,71.97,1436,278,0.8378,0.4395,3.904,108.4
3,10213,,0.44603,-0.16612,0.047757,0.001754,0.298024,0.238406,0.389712,6.457011,48.276,0.29,70.67,2524,595,0.8092,0.4407,3.331,152.5
4,12168,,0.29186,-0.46427,0.049825,0.003218,0.337286,0.72904,0.428488,1.795282,41.86,0.28667,71.0,1641,322,0.836,0.3299,3.608,180.0
5,14123,,0.41197,-0.22846,0.02009,0.001896,0.457237,0.732296,0.274372,2.543785,52.941,0.28333,69.68,1506,457,0.7672,0.3813,3.423,208.1
6,17356,,0.34563,-0.32799,0.023404,0.001972,0.580732,0.140951,0.168388,1.496483,53.571,0.28,70.07,2722,519,0.8399,0.4515,3.346,254.2
7,19799,,0.21685,-0.63306,0.04552,0.003955,0.584322,0.070419,0.152202,1.305826,50.602,0.27667,70.54,2028,423,0.8274,0.3614,3.358,288.9
8,23041,,0.22722,-0.59149,0.019573,0.001663,0.819355,-1.099001,0.112628,3.777033,51.22,0.27333,32.83,2687,563,0.8268,0.2458,3.262,387.7
9,25702,,0.23327,-0.57487,-0.001101,0.001984,1.001585,-0.02208,0.093876,1.857501,55.556,0.27,32.43,2125,544,0.7962,0.2993,3.635,469.7
10,27869,0.545,0.18997,-0.70246,-0.001521,0.00268,1.03586,-0.032362,0.059278,1.47687,60.0,0.26667,31.49,1674,501,0.7697,0.3894,3.725,547.5
11,31232,,0.28255,-0.47024,0.000215,0.002019,1.020753,-0.014728,0.054167,1.43882,49.367,0.26333,31.74,2518,853,0.747,0.377,3.419,653.4
12,35530,,0.38105,-0.29468,-0.002825,0.001566,1.076629,0.001583,0.028619,1.489578,65.385,0.26,32.73,3002,1304,0.6972,0.2744,3.332,784.8
13,37984,,0.13811,-0.78834,-9e-06,0.00283,1.169805,0.007569,0.091986,1.390942,62.338,0.25667,32.78,1778,684,0.7222,0.3284,3.758,859.6
14,40466,,0.28078,-0.52632,-0.004056,0.002197,1.123857,0.00222,0.038042,1.495633,78.947,0.25333,32.91,1725,765,0.6928,0.3405,3.587,935.1
15,42287,,0.15759,-0.7279,0.001307,0.002832,1.167951,0.005567,0.067403,1.258644,60.0,0.25,32.73,1389,440,0.7594,0.3518,3.818,990.7
16,46288,,0.33129,-0.39747,0.00185,0.001891,1.099145,0.001508,0.015332,1.332916,60.811,0.24667,32.83,2878,1131,0.7179,0.3451,3.394,1112.6
17,50034,,0.21617,-0.64096,-0.00196,0.001008,1.171695,0.002808,0.044904,1.366244,65.753,0.24333,32.75,2611,1143,0.6955,0.2117,3.699,1227.0
18,53463,,0.28825,-0.48993,0.000666,0.001412,1.124729,-0.001658,0.0,1.168738,62.5,0.24,32.98,2429,1008,0.7067,0.2423,3.477,1331.0
19,56397,,0.20292,-0.65545,-0.002564,0.001884,1.188411,0.000756,0.039226,1.345717,105.634,0.23667,32.7,2021,921,0.6869,0.2459,3.827,1420.7
20,58586,0.51,0.17947,-0.66767,-0.016004,0.001922,1.207033,0.001787,0.01548,1.296096,102.857,0.23333,32.93,1508,689,0.6864,0.2759,3.852,1501.5
21,62068,,0.31327,-0.4043,-0.001029,0.002118,1.14115,0.004897,0.05878,1.359451,69.565,0.23,32.94,2371,1119,0.6794,0.3605,3.597,1607.2
22,66134,,0.23809,-0.60798,-0.001698,0.00126,1.143394,0.003897,0.050374,1.334205,75.0,0.22667,31.81,2842,1232,0.6976,0.1847,3.61,1735.1
23,70185,,0.34892,-0.3491,-0.001592,0.001294,1.181835,0.002471,0.020902,1.228424,98.507,0.22333,32.8,2708,1351,0.6672,0.2745,3.85,1858.6
24,72539,,0.25238,-0.53655,-0.003509,0.001847,1.112069,0.003503,0.051431,1.466296,59.091,0.22,32.79,1779,583,0.7532,0.3492,3.556,1930.4
25,75869,,0.32245,-0.41065,0.010509,0.001904,1.110288,0.001344,0.021412,1.286589,120.0,0.21667,32.4,2296,1042,0.6878,0.3048,3.51,2033.2
26,78564,,0.23055,-0.60173,-0.001625,0.002078,1.120601,0.002779,0.079224,1.504172,70.312,0.21333,32.46,1999,704,0.7395,0.3041,3.651,2116.2
27,83037,,0.36836,-0.31311,-0.000584,0.001234,1.079707,0.000823,0.019201,1.281924,100.0,0.21,33.3,3055,1426,0.6818,0.3256,3.477,2250.6
28,86106,,0.28729,-0.49896,-0.002172,0.001642,1.096702,0.001661,0.025848,1.527445,82.258,0.20667,33.07,2144,933,0.6968,0.3168,3.479,2343.4
29,88415,,0.11707,-0.84116,-0.003435,0.001656,1.235087,0.000369,0.011787,1.221458,98.361,0.20333,32.85,1727,590,0.7454,0.2114,4.059,2413.7
30,92048,0.655,0.18149,-0.69697,-0.00307,0.000804,1.159275,0.005236,0.066334,1.426099,80.0,0.2,32.58,2531,1110,0.6951,0.1876,3.757,2542.1
31,97070,,0.26193,-0.57456,-0.002703,0.000555,1.132509,0.005749,0.056766,1.347703,142.373,0.19667,32.82,3386,1644,0.6732,0.2132,3.678,2695.2
32,100002,,0.38378,-0.27586,-0.004174,0.001324,1.054747,0.003905,0.04755,1.321109,82.759,0.19333,32.52,2123,817,0.7221,0.4804,3.398,2785.4
33,103881,,0.30229,-0.4595,-0.002315,0.000962,1.087233,0.001741,0.039483,1.482837,126.316,0.19,32.3,2737,1150,0.7041,0.2618,3.542,2905.5
34,107405,,0.24455,-0.56464,-0.005755,0.001493,1.073648,0.005754,0.087218,1.690331,85.714,0.18667,32.54,2534,998,0.7174,0.2434,3.473,3013.8
35,110108,,0.20334,-0.6519,-0.00202,0.001917,1.108777,-0.000491,0.037295,1.325447,125.455,0.18333,32.19,1943,768,0.7167,0.319,3.58,3097.8
36,112727,,0.22044,-0.60636,0.000272,0.001553,1.08817,0.000311,0.041793,1.374935,88.889,0.18,32.04,1902,725,0.724,0.2517,3.551,3179.5
37,116451,,0.29676,-0.45131,-0.003772,0.000925,1.114643,0.001229,0.014497,1.246072,90.566,0.17667,32.41,2645,1087,0.7087,0.2768,3.614,3294.4
38,120351,,0.3012,-0.46732,-0.001292,0.001117,1.134707,0.001274,0.030936,1.35137,103.846,0.17333,32.48,2751,1157,0.7039,0.2555,3.669,3414.5
