iter,steps,eta_train,eta_val,loss,epsilon,sps,elapsed_s
0,167,0.08642,0.1325,0.121994,1.0,43.87,3.8
1,588,0.22321,,0.061024,0.9889,334.34,5.1
2,955,0.15126,,0.044599,0.9778,333.01,6.2
3,1505,0.4087,,0.045042,0.9667,344.34,7.8
4,1973,0.18349,,0.076843,0.9556,349.6,9.1
5,2052,0.08696,,0.091918,0.9444,279.54,9.4
6,2408,0.05882,,0.06787,0.9333,358.26,10.4
7,2766,0.26,,0.088241,0.9222,331.3,11.5
8,3490,0.59322,,0.432102,0.9111,363.72,13.5
9,3561,0.0,,0.07659,0.9,269.16,13.7
10,4081,0.192,0.38499999999999995,0.029939,0.8889,69.18,21.3
11,4367,0.1087,,0.064804,0.8778,338.14,22.1
12,5229,0.24294,,0.026099,0.8667,349.21,24.6
13,5475,0.03659,,0.073159,0.8556,335.53,25.3
14,6109,0.28346,,0.015068,0.8444,345.14,27.2
15,6183,0.0,,0.133518,0.8333,274.91,27.4
16,6659,0.22689,,0.046951,0.8222,338.04,28.8
17,6775,0.02381,,0.111584,0.8111,290.97,29.2
18,7495,0.43396,,0.042066,0.8,380.55,31.1
19,8484,0.56618,,0.151581,0.7889,376.99,33.8
20,9269,0.27273,0.027499999999999997,0.013489,0.7778,142.87,39.3
21,10025,0.2381,,0.022288,0.7667,340.46,41.5
22,10760,0.16564,,0.061592,0.7556,324.13,43.8
23,11295,0.19328,,0.035064,0.7444,351.29,45.3
24,11421,0.16667,,0.034421,0.7333,310.46,45.7
25,11669,0.40476,,0.041747,0.7222,329.61,46.4
26,11959,0.18571,,0.026475,0.7111,336.23,47.3
27,12185,0.2766,,0.020659,0.7,328.79,48.0
28,12439,0.00535,,0.037057,0.6889,320.45,48.8
29,12481,0.0,,0.035963,0.6778,266.57,49.0
30,12724,0.09677,0.29500000000000004,0.038169,0.6667,43.53,54.5
31,12928,0.15663,,0.041928,0.6556,326.74,55.2
32,13061,0.075,,0.031133,0.6444,307.43,55.6
33,13160,0.0566,,0.053361,0.6333,287.38,56.0
34,13409,0.22059,,0.015469,0.6222,333.83,56.7
35,14044,0.54867,,0.258371,0.6111,353.68,58.5
36,14287,0.24,,0.018572,0.6,323.96,59.3
37,14842,0.35821,,0.022835,0.5889,339.48,60.9
38,15280,0.2037,,0.07627,0.5778,342.23,62.2
39,15546,0.0641,,0.120975,0.5667,331.15,63.0
40,15642,0.01515,0.21749999999999997,0.189004,0.5556,17.11,68.6
41,16416,0.52137,,0.028339,0.5444,369.29,70.7
42,16694,0.21951,,0.117168,0.5333,310.84,71.6
43,16977,0.24324,,0.034671,0.5222,320.97,72.5
44,17272,0.11881,,0.097912,0.5111,316.72,73.4
45,17292,0.0,,0.088117,0.5,282.74,73.5
46,17390,0.01667,,0.042126,0.4889,301.57,73.8
47,17573,0.22857,,0.051969,0.4778,346.21,74.3
48,17638,0.0,,0.044236,0.4667,287.19,74.6
49,17982,0.22414,,0.086029,0.4556,368.47,75.5
50,18162,0.03077,0.0475,0.04435,0.4444,46.08,79.4
51,18581,0.0614,,0.028434,0.4333,376.73,80.5
