iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,1992,0.2975,0.21655,-0.59219,0.104977,0.028936,0.153735,1.147754,0.571615,7.292741,46.667,0.3,70.06,1522,478,0.761,0.6572,3.639,36.5
1,4262,,0.2301,-0.57205,0.066543,0.002439,0.340571,-0.341728,0.407075,6.125302,77.528,0.29667,31.25,1794,484,0.7875,0.6725,3.776,109.1
2,6240,,0.16224,-0.69585,0.052462,0.005867,0.49079,-1.38859,0.375303,7.510793,54.545,0.29333,31.03,1549,437,0.78,0.6701,3.422,172.9
3,8805,,0.17326,-0.68646,0.036598,0.002458,0.477538,-0.475442,0.273958,1.938192,44.828,0.29,31.3,2024,549,0.7866,0.6316,3.636,254.9
4,11358,,0.26582,-0.49796,0.01783,0.003553,0.690336,-0.369363,0.204922,1.988893,52.326,0.28667,31.66,1960,601,0.7653,0.6327,3.411,335.5
5,13689,,0.18186,-0.68597,0.002671,0.004971,0.907068,-0.08851,0.136808,2.182914,63.529,0.28333,31.96,1697,642,0.7255,0.6358,3.598,408.5
6,16104,,0.18335,-0.64758,-0.001778,0.003153,1.050627,-0.041142,0.101445,1.798741,71.429,0.28,32.08,1813,610,0.7482,0.6739,3.792,483.8
7,20733,,0.17803,-0.67167,-0.001271,0.001692,1.064997,-0.013878,0.041419,1.919667,79.518,0.27667,31.83,3244,1393,0.6996,0.5905,3.684,629.2
8,23416,,0.13557,-0.74976,-0.002892,0.004107,1.134283,-0.001449,0.0627,1.824804,73.171,0.27333,31.81,1915,776,0.7116,0.6373,3.758,713.6
9,26012,,0.07917,-0.86412,-0.001644,0.003257,1.231296,0.002942,0.077395,1.385419,85.185,0.27,30.26,1877,727,0.7208,0.6366,4.279,799.4
10,28058,0.425,0.12717,-0.76319,-0.001315,0.00621,1.154606,0.003663,0.026889,1.43426,93.75,0.26667,32.03,1515,539,0.7376,0.7093,3.737,877.2
11,32435,,0.27434,-0.49719,-0.002403,0.00155,1.059424,0.004471,0.02431,1.386506,64.557,0.26333,32.18,2926,1459,0.6673,0.6945,3.299,1013.2
12,34766,,0.0885,-0.85404,-0.000276,0.002887,1.294526,0.005249,0.037347,1.283265,92.308,0.26,31.93,1674,665,0.7157,0.5927,4.422,1086.2
13,37405,,0.05786,-0.89497,-0.002644,0.001746,1.265815,0.003226,0.049864,1.372919,66.234,0.25667,31.86,1847,800,0.6978,0.5998,4.31,1169.1
14,40186,,0.06601,-0.90483,-0.005021,0.001358,1.297166,0.002699,0.058936,1.327316,86.842,0.25333,31.97,1916,873,0.687,0.5965,4.474,1256.1
15,42951,,0.07076,-0.87987,-0.006483,0.001281,1.324094,0.004773,0.083945,1.399611,88.0,0.25,31.88,1911,862,0.6891,0.5617,4.672,1342.8
16,45693,,0.06512,-0.91024,-0.002942,0.001056,1.274687,0.003083,0.043916,1.356354,85.135,0.24667,32.22,1947,803,0.708,0.6049,4.354,1427.9
17,48247,,0.12393,-0.79479,-0.000907,0.001367,1.177231,0.004693,0.014603,1.190104,90.411,0.24333,32.16,1749,813,0.6827,0.6757,3.815,1507.4
18,50789,,0.11264,-0.80364,-0.002509,0.001008,1.19143,0.000133,0.022848,1.301242,104.167,0.24,31.15,1781,769,0.6984,0.6404,3.827,1589.0
19,53900,,0.21113,-0.59555,-0.005305,0.001072,1.193847,0.004134,0.058851,1.568702,71.831,0.23667,31.26,2105,1014,0.6749,0.6232,3.932,1688.5
20,56370,0.5599999999999999,0.12969,-0.77999,3.1e-05,0.001148,1.196093,0.002427,0.017839,1.390264,141.429,0.23333,32.42,1685,793,0.68,0.6714,4.012,1779.8
