iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,3388,0.49749999999999994,0.33456,-0.34706,0.075073,0.018651,0.268902,0.478055,0.531539,7.579577,43.333,0.3,68.0,2811,585,0.8277,0.6873,3.44,58.7
1,5823,,0.26001,-0.5003,0.050011,0.004771,0.368838,0.333882,0.447526,6.741256,40.449,0.29667,69.74,2056,387,0.8416,0.691,3.659,93.6
2,9580,,0.36441,-0.29373,0.036401,0.001741,0.367698,0.124368,0.340619,3.07732,71.591,0.29333,69.16,3002,763,0.7973,0.6822,3.34,147.9
3,12573,,0.31581,-0.39229,0.031355,0.000909,0.540296,-0.663503,0.247104,2.76774,65.517,0.29,31.12,2302,699,0.7671,0.6084,3.632,244.1
4,15182,,0.27305,-0.46316,0.020046,0.001321,0.740677,-0.75885,0.204259,3.672996,48.837,0.28667,32.21,2183,434,0.8342,0.7273,3.478,325.2
5,18095,,0.21788,-0.58171,0.001388,0.001613,1.02353,-0.062919,0.070149,1.606955,81.176,0.28333,31.55,2219,702,0.7597,0.634,3.652,417.5
6,20894,,0.38895,-0.2323,0.000282,0.001136,0.987002,-0.013459,0.096041,1.53188,50.0,0.28,31.83,2028,779,0.7225,0.689,3.443,505.5
7,23567,,0.31129,-0.39163,-0.000624,0.003818,1.068033,-0.003693,0.062714,1.29426,54.217,0.27667,31.4,1916,765,0.7147,0.7273,3.453,590.6
8,27008,,0.27402,-0.47545,-0.001471,0.001875,1.146679,0.00193,0.034193,1.353922,69.512,0.27333,31.28,2493,956,0.7228,0.6821,3.68,700.6
9,29279,,0.26865,-0.4401,-0.00362,0.002208,1.122581,0.000395,0.08432,1.458023,92.593,0.27,30.99,1655,624,0.7262,0.6732,3.698,773.9
10,31842,0.5974999999999999,0.14823,-0.72643,-0.022568,0.003118,1.181874,0.003437,0.035053,1.508263,67.5,0.26667,31.67,1928,643,0.7499,0.6535,3.847,868.3
11,33874,,0.09849,-0.81938,-0.002865,0.003525,1.259009,0.003712,0.080845,1.320852,60.759,0.26333,31.52,1554,486,0.7618,0.6467,4.196,932.8
12,35686,,0.21454,-0.60499,-0.012012,0.003533,1.157007,0.002299,0.101563,1.629827,61.538,0.26,31.53,1342,478,0.7374,0.7173,3.752,990.3
13,39960,,0.28337,-0.45326,-0.002378,0.000856,1.154476,0.003409,0.058171,1.419364,62.338,0.25667,32.04,3051,1231,0.7125,0.6977,3.688,1123.7
14,43005,,0.25027,-0.51074,-0.00168,0.001563,1.136628,0.005878,0.044315,1.362966,55.263,0.25333,31.02,2083,970,0.6823,0.6563,3.598,1221.9
15,45829,,0.2305,-0.5489,-0.008873,0.001808,1.172412,0.003743,0.084352,1.835064,84.0,0.25,30.52,2038,794,0.7196,0.6912,3.836,1314.4
16,48002,,0.42695,-0.17059,-0.003352,0.002701,1.071183,0.00332,0.077028,1.295592,64.865,0.24667,32.3,1486,695,0.6813,0.7413,3.347,1381.7
17,51026,,0.43222,-0.1676,0.000996,0.002158,1.090166,0.001983,0.013238,1.520154,61.644,0.24333,32.12,2050,982,0.6761,0.7682,3.375,1475.9
18,52923,,0.14163,-0.74296,-0.000985,0.004346,1.234246,-0.000553,0.0,1.158141,75.0,0.24,31.9,1384,521,0.7265,0.6388,3.916,1535.4
19,55231,,0.16179,-0.68562,-0.002089,0.001487,1.215519,0.00341,0.005208,1.25836,76.056,0.23667,31.43,1683,633,0.7267,0.66,3.877,1608.8
20,56734,0.5175000000000001,0.1152,-0.77852,-9.3e-05,0.002952,1.238412,0.002501,0.015342,1.246086,107.143,0.23333,31.29,1127,384,0.7459,0.6703,3.971,1666.2
21,60281,,0.24254,-0.52617,-0.001329,0.001551,1.165796,-0.000274,0.019104,1.368036,73.913,0.23,31.86,2560,995,0.7201,0.657,3.631,1777.6
22,63180,,0.11377,-0.82742,0.002122,0.001106,1.218146,0.001531,0.007181,1.213833,83.824,0.22667,31.73,2105,802,0.7241,0.6296,3.878,1868.9
23,66073,,0.23258,-0.5759,-0.003823,0.001975,1.119961,0.00369,0.054041,1.337481,67.164,0.22333,31.49,2143,758,0.7387,0.7364,3.56,1960.8
24,68523,,0.13677,-0.75752,-0.009666,0.001475,1.149095,0.007373,0.112818,1.416143,104.545,0.22,31.25,1776,682,0.7225,0.684,3.692,2039.2
25,71440,,0.2126,-0.59373,-0.005536,0.001349,1.147385,0.006094,0.083728,1.31058,78.462,0.21667,32.19,2094,831,0.7159,0.7028,3.717,2129.9
26,73630,,0.23112,-0.56699,-0.010531,0.001692,1.091937,0.001814,0.065704,1.365922,89.062,0.21333,31.48,1622,576,0.7379,0.7361,3.575,2199.4
27,78072,,0.32062,-0.37841,-0.000193,0.001067,1.084198,0.002717,0.056982,1.469341,80.952,0.21,30.77,3159,1291,0.7099,0.6656,3.511,2343.8
28,80689,,0.1993,-0.61583,-0.000316,0.001251,1.180665,-0.004481,0.006324,1.357126,101.613,0.20667,31.13,1923,702,0.7326,0.6832,3.818,2427.9
29,82614,,0.10356,-0.79151,0.027783,0.002349,1.255524,0.000764,0.024674,1.37323,78.689,0.20333,32.31,1468,465,0.7594,0.6495,4.088,2487.5
30,84821,0.5425,0.14959,-0.7335,-0.003034,0.001748,1.206568,0.005194,0.059536,1.398968,90.0,0.2,31.26,1642,573,0.7413,0.6515,3.934,2568.0
31,88648,,0.18305,-0.64277,-0.004786,0.000913,1.170447,0.007019,0.06342,1.482985,106.78,0.19667,31.1,2816,1019,0.7343,0.6813,3.789,2691.1
32,91904,,0.24604,-0.5266,-0.002114,0.001156,1.112077,0.004661,0.030363,1.309536,62.069,0.19333,31.36,2405,859,0.7368,0.6964,3.424,2794.9
33,95876,,0.31825,-0.3916,-0.00246,0.000874,1.128964,0.002999,0.051351,1.482556,73.684,0.19,31.97,2765,1215,0.6947,0.6906,3.583,2919.2
34,98507,,0.24305,-0.5418,-0.004703,0.001748,1.166814,0.006194,0.08483,1.400504,75.0,0.18667,31.72,1934,705,0.7329,0.7186,3.782,3002.1
35,102375,,0.32351,-0.38033,-0.004807,0.001184,1.092285,0.001974,0.052383,1.462561,92.727,0.18333,31.33,2626,1250,0.6775,0.6966,3.505,3125.6
36,105732,,0.27996,-0.46162,-0.002837,0.000971,1.102233,0.004145,0.068124,1.522219,116.667,0.18,31.84,2356,1009,0.7001,0.6554,3.603,3231.0
37,109335,,0.20948,-0.57444,0.001377,0.000957,1.122703,0.003423,0.050618,1.776034,90.566,0.17667,31.39,2549,1062,0.7059,0.6131,3.663,3345.8
38,111751,,0.22218,-0.57323,-0.000766,0.001232,1.137886,-0.002344,0.007832,1.48138,132.692,0.17333,31.46,1725,699,0.7116,0.64,3.702,3422.6
39,114849,,0.27289,-0.49542,-0.001175,0.001366,1.1195,0.003251,0.037676,1.431018,82.353,0.17,31.71,2288,818,0.7366,0.6994,3.624,3520.4
40,117401,0.6575,0.22149,-0.57806,-0.001317,0.001558,1.169591,0.003214,0.028594,1.552452,108.0,0.16667,31.6,1929,631,0.7535,0.68,3.766,3618.8
41,119525,,0.1508,-0.71288,-0.004737,0.002183,1.18155,0.002237,0.030436,1.333856,104.082,0.16333,31.76,1535,597,0.72,0.6886,3.821,3685.7
42,121837,,0.20329,-0.62492,0.008525,0.002282,1.229634,0.000429,0.006442,1.354791,93.75,0.16,31.48,1739,581,0.7496,0.7039,3.897,3759.2
43,124514,,0.17596,-0.67135,-0.000161,0.001473,1.204242,0.000849,0.005019,1.640122,114.894,0.15667,31.28,1949,736,0.7259,0.6642,3.799,3844.8
44,127357,,0.18213,-0.65025,-0.00243,0.001962,1.213875,0.00292,0.019248,1.389746,110.87,0.15333,32.15,2020,831,0.7085,0.6614,3.824,3933.2
45,130003,,0.24925,-0.5404,0.000736,0.001504,1.160173,0.007878,0.038235,4.710621,113.333,0.15,31.68,1868,786,0.7038,0.6803,3.659,4016.8
46,133282,,0.25614,-0.49344,-0.002157,0.000734,1.125249,0.003767,0.075952,28.671474,122.727,0.14667,31.06,2303,984,0.7006,0.6994,3.625,4122.3
47,135933,,0.32647,-0.37171,-0.001587,0.002037,1.118743,0.002979,0.039737,1.531395,97.674,0.14333,30.98,1961,698,0.7375,0.6995,3.564,4207.9
48,139415,,0.38014,-0.25284,-0.00191,0.001591,1.075266,0.003159,0.026206,1.411372,114.286,0.14,31.83,2455,1035,0.7034,0.7475,3.344,4317.3
49,142989,,0.20468,-0.62294,-0.002975,0.000944,1.129725,0.004416,0.05496,1.601127,197.561,0.13667,31.5,2507,1075,0.6999,0.6544,3.543,4430.8
50,146119,0.6475000000000001,0.28249,-0.45729,0.000858,0.001107,1.175169,0.001787,0.008147,1.434613,120.0,0.13333,31.37,2176,962,0.6934,0.6866,3.675,4548.9
51,148983,,0.24506,-0.52458,-0.006165,0.001106,1.157525,0.004413,0.065859,1.516891,146.154,0.13,32.1,1985,887,0.6912,0.631,3.702,4638.1
52,151481,,0.26686,-0.46863,-0.002577,0.001626,1.086234,0.004341,0.053338,1.528056,110.526,0.12667,30.98,1768,738,0.7055,0.7336,3.474,4718.7
53,155164,,0.34919,-0.32938,-0.001912,0.001079,1.100394,0.005775,0.045627,1.629601,129.73,0.12333,31.14,2648,1043,0.7174,0.6612,3.538,4837.0
54,157533,,0.24875,-0.53362,0.000944,0.002226,1.123878,0.005795,0.034373,1.699722,158.333,0.12,30.59,1761,616,0.7408,0.7081,3.72,4914.5
55,161542,,0.30459,-0.42522,0.001562,0.001407,1.08884,0.002842,0.025726,1.998851,188.571,0.11667,31.97,2821,1196,0.7023,0.6616,3.552,5039.9
56,164272,,0.32753,-0.35864,0.002073,0.001239,1.036327,0.004697,0.047721,1.935723,114.706,0.11333,31.17,2024,714,0.7392,0.7569,3.455,5127.5
57,167119,,0.23398,-0.55892,0.002169,0.001331,1.061801,0.007473,0.096752,1.640274,154.545,0.11,30.21,2067,788,0.724,0.7579,3.494,5221.8
58,170164,,0.20668,-0.59364,-0.002292,0.000735,1.051652,0.00498,0.06794,2.023804,196.875,0.10667,31.14,2224,829,0.7285,0.6901,3.533,5319.6
59,172473,,0.27883,-0.44853,-0.019721,0.001534,1.052591,0.004415,0.057401,1.71302,154.839,0.10333,32.0,1722,595,0.7432,0.7554,3.481,5391.7
60,175865,0.645,0.23734,-0.54909,-0.000831,0.001011,1.118352,0.007437,0.080826,2.278592,170.0,0.1,31.56,2595,805,0.7632,0.6967,4.001,5514.0
61,179597,,0.29838,-0.43668,-0.002439,0.000856,1.048041,0.00264,0.064948,1.917519,175.862,0.09667,30.99,2720,1020,0.7273,0.6987,3.675,5634.4
62,183874,,0.46131,-0.08372,-0.000186,0.000781,1.030874,0.005762,0.061344,2.00315,171.429,0.09333,31.81,3017,1268,0.7041,0.6977,3.519,5768.9
63,186399,,0.21021,-0.59227,-0.006236,0.001754,0.991318,0.005973,0.090692,1.653272,144.444,0.09,31.17,1978,555,0.7809,0.7255,3.632,5849.9
64,189735,,0.41223,-0.18738,0.006494,0.00183,0.994347,0.002856,0.029417,1.499693,219.231,0.08667,30.51,2406,938,0.7195,0.7227,3.411,5959.3
65,193242,,0.29522,-0.42756,0.002034,0.001357,1.029111,0.007828,0.076135,3.191978,192.0,0.08333,31.62,2547,968,0.7246,0.6821,3.54,6070.2
66,197688,,0.35538,-0.29909,-0.002751,0.000653,1.012815,0.008027,0.046394,2.845849,237.5,0.08,31.5,3144,1310,0.7059,0.6479,3.483,6211.3
67,200784,,0.39836,-0.22061,-0.000444,0.001245,1.069846,0.003427,0.032083,1.940174,339.13,0.07667,31.35,2260,844,0.7281,0.6731,3.716,6310.1
68,202964,,0.25311,-0.51993,-0.029456,0.002101,1.126657,-0.000759,0.026186,1.866181,245.455,0.07333,31.24,1636,552,0.7477,0.6968,3.846,6379.9
