iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,2269,0.55,0.29577,-0.41124,0.062414,0.028964,0.389742,0.22756,0.499314,6.603249,43.333,0.3,70.84,1774,503,0.7791,0.6741,3.452,42.5
1,4997,,0.2353,-0.53785,0.013648,0.003946,0.688213,-1.016912,0.309257,4.348228,60.674,0.29667,32.5,2216,520,0.8099,0.7257,3.663,126.5
2,8058,,0.37756,-0.26742,0.008212,0.003271,0.757394,-0.302228,0.238805,3.197313,68.182,0.29333,32.24,2399,670,0.7817,0.7822,3.292,221.4
3,10491,,0.29837,-0.42651,-0.004842,0.0032,0.981937,-0.290013,0.111068,2.208967,55.172,0.29,32.77,1860,581,0.762,0.7126,3.707,295.7
4,13392,,0.2613,-0.52393,0.00295,0.004225,1.056944,-0.07244,0.040538,2.598403,52.326,0.28667,32.71,2192,717,0.7535,0.7054,3.573,384.4
5,15550,,0.10985,-0.79815,-0.000159,0.003075,1.235715,-0.000295,0.032957,2.466352,70.588,0.28333,32.52,1652,514,0.7627,0.661,4.025,450.8
6,18912,,0.24788,-0.53428,-0.005468,0.001676,1.129776,0.003833,0.06494,1.615758,71.429,0.28,32.13,2409,961,0.7148,0.6265,3.59,555.4
7,22362,,0.28437,-0.44002,-0.00479,0.002076,1.10368,0.005168,0.090392,1.473726,68.675,0.27667,32.99,2440,1018,0.7056,0.6833,3.485,660.0
8,24643,,0.20485,-0.63509,-0.003756,0.004263,1.165046,0.005201,0.051419,1.519438,84.146,0.27333,32.85,1623,666,0.709,0.6594,3.77,729.5
9,27736,,0.11453,-0.79286,1.9e-05,0.00261,1.225755,-0.00014,0.037302,1.410174,96.296,0.27,32.13,2194,907,0.7075,0.5774,3.901,825.7
10,30484,0.645,0.13943,-0.74275,-0.000608,0.002374,1.222523,0.003885,0.032481,1.362046,112.5,0.26667,32.23,1979,777,0.7181,0.6407,3.961,927.9
11,34096,,0.28556,-0.45054,-0.007173,0.001846,1.133172,0.005207,0.070838,1.29565,72.152,0.26333,32.73,2491,1129,0.6881,0.7068,3.591,1038.3
12,36622,,0.25084,-0.53411,-0.000701,0.002174,1.200944,0.004803,0.062747,1.331637,61.538,0.26,32.67,1794,740,0.708,0.6544,3.862,1115.6
13,40399,,0.22793,-0.58735,-0.000991,0.001079,1.161948,-0.003471,0.0,1.12009,93.506,0.25667,32.43,2614,1171,0.6906,0.6152,3.669,1232.2
14,43591,,0.18146,-0.66026,-0.002101,0.001598,1.21658,0.005083,0.045535,1.271234,78.947,0.25333,32.61,2323,877,0.7259,0.6111,3.887,1330.1
15,47557,,0.27614,-0.48727,-0.002311,0.001058,1.114612,0.005421,0.065651,1.35403,72.0,0.25,32.44,2763,1211,0.6953,0.6796,3.493,1452.3
16,50137,,0.23619,-0.57834,0.007822,0.001619,1.165503,0.002453,0.010268,1.297969,60.811,0.24667,32.49,1795,793,0.6936,0.6215,3.662,1531.8
17,53164,,0.19865,-0.62336,-0.003754,0.001246,1.204387,0.003489,0.040501,1.32422,69.863,0.24333,32.48,2203,832,0.7259,0.681,3.808,1625.0
18,54909,,0.20232,-0.60765,0.000143,0.002778,1.197666,0.001196,0.026005,1.320557,66.667,0.24,32.86,1235,518,0.7045,0.634,3.852,1678.1
19,58409,,0.19743,-0.62617,-0.005756,0.000554,1.173785,0.006175,0.065113,1.408326,67.606,0.23667,32.73,2460,1048,0.7013,0.6682,3.751,1785.0
20,61602,0.6,0.24594,-0.51858,-0.002519,0.00071,1.114511,0.004149,0.04827,1.353566,72.857,0.23333,32.81,2232,969,0.6973,0.6723,3.54,1893.8
21,65105,,0.22678,-0.55966,-0.002442,0.000742,1.143088,0.000575,0.038588,1.366023,73.913,0.23,32.55,2604,907,0.7417,0.6822,3.701,2001.4
22,68416,,0.3455,-0.33333,9.8e-05,0.001007,1.10614,-0.002057,0.014114,1.579908,57.353,0.22667,32.94,2316,1003,0.6978,0.6744,3.463,2101.9
23,71472,,0.15505,-0.72631,-0.002932,0.001145,1.171708,0.003506,0.059384,1.431557,80.597,0.22333,32.56,2247,817,0.7334,0.6638,3.707,2195.8
24,74321,,0.34864,-0.33546,0.002708,0.001453,1.114173,0.000302,0.050985,1.481643,77.273,0.22,32.64,2036,821,0.7126,0.7561,3.557,2283.1
25,77558,,0.22339,-0.57265,-0.005061,0.000883,1.171449,0.003885,0.073331,1.472179,92.308,0.21667,32.56,2281,964,0.7029,0.6561,3.797,2382.6
26,80699,,0.23505,-0.5576,0.001048,0.001063,1.18371,0.002928,0.023913,1.421253,89.062,0.21333,32.85,2195,954,0.697,0.6005,3.828,2478.2
