iter,steps,eta_train,eta_val,loss,epsilon,sps,elapsed_s
0,565,0.63636,0.32999999999999996,0.034919,1.0,70.7,8.0
1,1429,0.54615,,0.162986,0.9889,372.41,10.3
2,2065,0.16185,,0.718057,0.9778,342.22,12.2
3,2602,0.2,,0.384501,0.9667,351.65,13.7
4,2840,0.08511,,0.466212,0.9556,337.24,14.4
5,3831,0.225,,0.06261,0.9444,358.26,17.2
6,4146,0.08088,,0.10176,0.9333,319.09,18.2
7,4527,0.08108,,0.096418,0.9222,338.45,19.3
8,5491,0.45181,,0.474063,0.9111,361.4,22.0
9,5915,0.19192,,0.210872,0.9,343.65,23.2
10,6800,0.29189,0.12000000000000002,0.286962,0.8889,156.27,28.9
11,6986,0.31818,,0.265951,0.8778,318.98,29.5
12,7380,0.02312,,0.073558,0.8667,354.98,30.6
13,7961,0.1625,,0.046767,0.8556,347.85,32.3
14,8192,0.05435,,0.059911,0.8444,337.09,32.9
15,8945,0.36641,,0.019207,0.8333,348.79,35.1
16,9739,0.30189,,0.011833,0.8222,350.37,37.4
17,10070,0.12963,,0.214151,0.8111,336.11,38.4
18,11130,0.53374,,0.011313,0.8,358.93,41.3
19,11698,0.24342,,0.137234,0.7889,341.66,43.0
20,11934,0.05952,0.4149999999999999,0.300821,0.7778,40.22,48.9
21,12029,0.0,,0.493336,0.7667,301.61,49.2
22,12135,0.02381,,0.414857,0.7556,303.56,49.5
23,12580,0.24762,,0.124088,0.7444,339.86,50.8
24,12699,0.2,,0.131189,0.7333,314.74,51.2
25,13290,0.29577,,0.039683,0.7222,345.09,52.9
26,13766,0.24818,,0.029218,0.7111,340.16,54.3
27,14235,0.31405,,0.026194,0.7,364.53,55.6
28,14501,0.21951,,0.017096,0.6889,337.93,56.4
29,14775,0.16471,,0.034494,0.6778,343.59,57.2
30,15457,0.26531,0.09,0.024665,0.6667,117.21,63.0
31,16218,0.30894,,0.036365,0.6556,369.31,65.1
32,16263,0.0,,0.114619,0.6444,263.34,65.3
33,16709,0.28947,,0.010784,0.6333,356.43,66.5
34,17401,0.13636,,0.038973,0.6222,382.13,68.3
35,17755,0.0125,,0.090112,0.6111,345.61,69.4
36,17880,0.09375,,0.10003,0.6,334.78,69.8
37,18647,0.19497,,0.015033,0.5889,360.93,71.9
38,19117,0.5493,,0.17823,0.5778,373.7,73.1
39,19887,0.23404,,0.020781,0.5667,363.2,75.3
40,20535,0.2197,0.15749999999999997,0.021437,0.5556,100.57,81.7
41,20684,0.00952,,0.055591,0.5444,330.84,82.2
42,20772,0.10714,,0.027148,0.5333,300.01,82.5
43,21017,0.09244,,0.016562,0.5222,333.27,83.2
44,21652,0.34351,,0.020019,0.5111,351.52,85.0
45,21876,0.02326,,0.076228,0.5,331.95,85.7
46,22013,0.18919,,0.01943,0.4889,314.61,86.1
47,22107,0.0,,0.086502,0.4778,283.55,86.5
48,22237,0.18919,,0.012054,0.4667,311.7,86.9
49,22525,0.22388,,0.008464,0.4556,338.7,87.7
50,22706,0.03846,0.1325,0.017213,0.4444,39.5,92.3
51,23171,0.15603,,0.011644,0.4333,346.53,93.7
52,23479,0.0339,,0.01507,0.4222,350.11,94.5
53,23577,0.11111,,0.012618,0.4111,312.76,94.9
54,23907,0.03731,,0.012293,0.4,344.6,95.8
55,24189,0.02632,,0.025423,0.3889,363.55,96.6
56,24597,0.26087,,0.021406,0.3778,344.13,97.8
57,24915,0.08,,0.021207,0.3667,341.54,98.7
58,26226,0.40909,,0.110119,0.3556,362.29,102.3
59,26804,0.21552,,0.009081,0.3444,338.38,104.1
60,27280,0.14286,0.16499999999999998,0.01224,0.3333,67.89,111.1
61,27870,0.16201,,0.003181,0.3222,320.87,112.9
62,28613,0.21739,,0.013521,0.3111,361.32,115.0
63,28963,0.03731,,0.02736,0.3,333.28,116.0
64,29689,0.50327,,0.186413,0.2889,345.68,118.1
65,29736,0.01667,,0.047687,0.2778,270.48,118.3
66,29838,0.04878,,0.049173,0.2667,295.43,118.7
67,30106,0.42623,,0.072163,0.2556,314.48,119.5
68,30668,0.18713,,0.029057,0.2444,325.63,121.2
69,31092,0.37736,,0.086988,0.2333,324.32,122.5
70,31115,0.04762,0.36,0.051679,0.2222,5.48,126.7
71,31308,0.24074,,0.031206,0.2111,316.32,127.4
72,31703,0.09,,0.044938,0.2,321.6,128.6
73,31988,0.08602,,0.024488,0.1889,315.71,129.5
