iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,2820,0.5225,0.35028,-0.2961,0.066765,0.021793,0.264266,0.064491,0.594599,17.070076,50.0,0.3,44.43,2384,436,0.8454,0.6928,3.867,72.2
1,5711,,0.34756,-0.30357,0.042299,0.010688,0.430616,0.470234,0.332808,2.93972,50.562,0.29667,71.38,2297,594,0.7945,0.6899,3.471,112.8
2,8963,,0.41968,-0.15996,0.031632,0.004032,0.614376,-1.104719,0.281027,4.405083,44.318,0.29333,32.5,2668,584,0.8204,0.7318,3.378,212.8
3,11649,,0.28737,-0.42044,0.009419,0.009918,0.896697,-0.320013,0.121217,4.181018,55.172,0.29,32.96,2074,612,0.7722,0.6732,3.487,294.3
4,13290,,0.21912,-0.56045,0.001914,0.022175,1.067083,-0.044183,0.098647,1.779,69.767,0.28667,32.59,1309,332,0.7977,0.6824,3.808,344.7
5,15536,,0.19026,-0.61388,-0.002258,0.009217,1.078166,-0.005597,0.072417,1.820739,45.882,0.28333,32.74,1709,537,0.7609,0.7314,3.437,413.3
6,18894,,0.19416,-0.61169,0.000165,0.009131,1.162146,-0.000731,0.056578,1.472986,85.714,0.28,31.75,2382,976,0.7094,0.6442,3.765,519.1
7,22561,,0.30996,-0.37923,-0.000849,0.005262,1.163846,0.000416,0.039093,1.626515,57.831,0.27667,32.25,2575,1092,0.7022,0.7097,3.653,632.8
8,25517,,0.26192,-0.47107,-0.011573,0.00899,1.177858,0.000921,0.008789,1.286883,62.195,0.27333,32.5,2008,948,0.6793,0.6936,3.669,723.8
9,28327,,0.22446,-0.54635,-0.002403,0.010944,1.196121,0.003459,0.027272,1.511847,59.259,0.27,32.52,1976,834,0.7032,0.6617,3.762,810.2
10,31332,0.6649999999999998,0.25317,-0.49366,-0.003851,0.010673,1.220166,0.003863,0.082711,1.40026,63.75,0.26667,32.29,2069,936,0.6885,0.6735,3.918,921.2
