iter,steps,eta_val,eta_train,reward,policy_loss,value_loss,entropy,approx_kl,clip_frac,ratio_max,ratio_bound,epsilon,sps,fluid_solve_count,fluid_cache_hit,zeta,phi_star_mean,a_f_mean,elapsed_s
0,3580,0.5175,0.32052,-0.41636,0.064867,0.039343,0.199845,0.759288,0.581473,8.343644,53.333,0.3,71.6,2835,753,0.7901,0.3031,3.677,58.5
1,6047,,0.53466,0.05057,0.044583,0.006138,0.387567,-0.339548,0.344237,5.48259,57.303,0.29667,32.59,2028,447,0.8194,0.6814,3.342,134.3
2,8724,,0.35282,-0.34233,0.027816,0.00351,0.652736,-1.486301,0.227534,6.669923,44.318,0.29333,32.72,2172,513,0.8089,0.355,3.51,216.1
3,12706,,0.35155,-0.32713,0.012147,0.003714,0.920722,-0.088964,0.115281,2.254787,55.172,0.29,31.75,3128,862,0.784,0.4031,3.395,341.5
4,16705,,0.37767,-0.27986,0.002995,0.002587,1.037059,-0.004112,0.042176,1.651342,69.767,0.28667,32.66,2913,1094,0.727,0.2355,3.449,464.0
5,19395,,0.22013,-0.60815,-0.010469,0.006276,1.14709,-5.1e-05,0.136719,1.545074,52.941,0.28333,32.25,1993,705,0.7387,0.3352,3.735,547.4
6,22429,,0.17641,-0.70635,-0.001162,0.00667,1.12941,-0.000595,0.035602,1.592581,57.143,0.28,31.86,2181,861,0.717,0.2231,3.585,642.7
7,26957,,0.31039,-0.43919,-0.000394,0.003731,1.103444,0.002417,0.036941,1.360235,50.602,0.27667,32.41,3093,1443,0.6819,0.2995,3.445,782.4
8,29558,,0.21627,-0.61888,-0.001179,0.007097,1.162649,0.004368,0.013393,1.244344,65.854,0.27333,32.42,1885,724,0.7225,0.428,3.689,862.6
9,32534,,0.23787,-0.5836,-0.006531,0.007839,1.138855,0.004683,0.058811,1.439315,51.852,0.27,31.82,2038,946,0.683,0.2332,3.596,956.2
10,35478,0.5975,0.19373,-0.67075,-0.002152,0.007931,1.202655,0.001559,0.018909,1.340273,56.25,0.26667,31.75,2056,896,0.6965,0.2982,3.861,1065.9
11,39029,,0.19424,-0.68661,0.001219,0.007005,1.164106,0.000318,0.006882,1.25042,64.557,0.26333,32.61,2440,1119,0.6856,0.287,3.681,1174.8
12,41656,,0.15291,-0.74918,0.002182,0.010564,1.22386,0.002292,0.007644,1.239954,61.538,0.26,32.52,1824,811,0.6922,0.2483,3.916,1255.6
13,44445,,0.18053,-0.7127,-0.003542,0.005468,1.186966,0.006971,0.065981,1.332476,62.338,0.25667,32.53,1911,886,0.6832,0.2497,3.763,1341.3
14,47336,,0.22595,-0.60402,-0.002661,0.003966,1.164554,0.003912,0.041288,1.403154,63.158,0.25333,32.34,2020,879,0.6968,0.3413,3.689,1430.7
15,51730,,0.27057,-0.51749,-0.005586,0.003967,1.108843,0.004414,0.085789,1.547686,64.0,0.25,32.6,2950,1452,0.6701,0.3215,3.477,1565.6
16,55379,,0.27904,-0.49495,-0.001916,0.003988,1.129411,0.004366,0.056921,1.46082,68.919,0.24667,32.11,2532,1125,0.6924,0.2573,3.608,1679.2
17,58746,,0.25278,-0.56799,0.001556,0.002757,1.211997,0.004485,0.088428,1.386702,90.411,0.24333,32.17,2356,1019,0.6981,0.3144,4.037,1783.9
18,63613,,0.28932,-0.49174,-0.002576,0.002697,1.122955,0.004294,0.056624,1.575454,62.5,0.24,32.58,3407,1468,0.6989,0.3469,3.539,1933.3
19,67101,,0.18295,-0.66931,0.004401,0.002132,1.207735,0.001554,0.000279,1.250837,84.507,0.23667,31.87,2448,1048,0.7002,0.2682,3.822,2042.8
20,69897,0.645,0.27843,-0.46795,-0.002677,0.002445,1.17215,0.004562,0.031609,1.369122,72.857,0.23333,31.67,1895,909,0.6758,0.4035,3.71,2148.9
21,74010,,0.27537,-0.50831,-0.000647,0.002448,1.141205,0.00354,0.046917,1.456858,69.565,0.23,32.55,2857,1264,0.6933,0.2534,3.592,2275.3
22,76918,,0.2475,-0.55895,-0.002869,0.002116,1.169691,0.003525,0.035134,1.353238,92.647,0.22667,32.29,2017,899,0.6917,0.3188,3.719,2365.3
23,80484,,0.27801,-0.47459,-0.002442,0.001877,1.169374,0.005263,0.059098,1.281379,71.642,0.22333,32.7,2395,1179,0.6701,0.2967,3.692,2474.4
24,83046,,0.25592,-0.51397,-0.015591,0.002205,1.166175,0.001132,0.006696,1.239623,95.455,0.22,32.71,1782,788,0.6934,0.2952,3.699,2552.7
25,86290,,0.20702,-0.63431,-0.003931,0.001246,1.165286,0.005986,0.022236,1.307317,69.231,0.21667,33.02,2236,1016,0.6876,0.3337,3.636,2651.0
26,90647,,0.29995,-0.47351,0.004406,0.001191,1.076232,0.004934,0.028795,1.474255,75.0,0.21333,32.41,2962,1403,0.6786,0.2999,3.351,2785.4
27,94097,,0.22254,-0.62374,-0.004242,0.001769,1.114221,0.003658,0.078998,1.559668,71.429,0.21,32.65,2467,991,0.7134,0.3289,3.583,2891.1
28,96426,,0.20182,-0.67459,0.000345,0.001593,1.134716,0.003533,0.032346,1.363495,72.581,0.20667,33.35,1707,630,0.7304,0.2856,3.599,2961.0
29,99569,,0.37984,-0.28689,-0.003791,0.001619,1.130462,0.000736,0.017022,1.388713,83.607,0.20333,33.07,2123,1028,0.6738,0.4684,3.594,3056.0
30,102743,0.5974999999999999,0.12806,-0.78914,-0.001554,0.001331,1.219831,0.002432,0.052717,1.430518,115.0,0.2,32.82,2294,888,0.7209,0.2147,4.098,3168.8
31,104836,,0.10843,-0.85135,-0.001198,0.001321,1.215642,0.003103,0.075106,1.484137,76.271,0.19667,32.79,1594,507,0.7587,0.2932,3.958,3232.7
32,106116,,0.11214,-0.81415,-0.003354,0.002129,1.247444,-0.000915,0.04349,1.318506,93.103,0.19333,33.17,943,345,0.7321,0.4211,4.148,3271.3
33,109106,,0.26027,-0.55208,-0.003284,0.001148,1.194156,0.000593,0.029335,1.467681,115.789,0.19,32.77,2003,995,0.6681,0.3045,3.92,3362.5
34,111821,,0.17186,-0.72825,-0.001624,0.001175,1.17402,0.006061,0.07439,1.428819,101.786,0.18667,32.78,1881,842,0.6908,0.1892,3.82,3445.4
35,115179,,0.18417,-0.70382,-0.004026,0.000938,1.179371,0.00256,0.037944,1.503844,158.182,0.18333,33.03,2416,950,0.7178,0.2611,3.838,3547.0
36,119487,,0.26586,-0.54136,-0.001267,0.001038,1.13597,0.001262,0.0388,1.436266,94.444,0.18,32.91,2947,1369,0.6828,0.2122,3.67,3678.0
37,121717,,0.20137,-0.66799,0.000413,0.001448,1.183233,-7.4e-05,0.056638,1.325578,107.547,0.17667,32.77,1645,593,0.735,0.3241,3.882,3746.0
38,124640,,0.21803,-0.60587,-0.001158,0.000904,1.184724,0.006072,0.017525,1.295905,98.077,0.17333,32.29,2020,911,0.6892,0.2524,3.816,3836.6
39,127378,,0.19648,-0.64436,-0.001841,0.000857,1.209925,0.008209,0.09161,1.81852,152.941,0.17,32.08,1944,802,0.7079,0.2139,4.144,3921.9
40,131677,0.5549999999999999,0.29315,-0.44802,-0.001668,0.00055,1.063167,0.001612,0.05394,1.803539,78.0,0.16667,33.04,2994,1313,0.6951,0.2446,3.395,4064.9
41,133486,,0.2054,-0.62886,-0.004129,0.002151,1.168816,0.008614,0.106618,1.405396,104.082,0.16333,32.64,1313,504,0.7226,0.3331,4.062,4120.3
42,137037,,0.23591,-0.58893,-0.002705,0.000916,1.148104,0.004631,0.056134,1.464111,118.75,0.16,32.81,2544,1015,0.7148,0.2207,3.83,4228.6
43,141067,,0.34625,-0.34697,-0.004022,0.000851,1.052853,0.002077,0.045788,1.481124,134.043,0.15667,32.85,2860,1178,0.7083,0.3128,3.425,4351.3
44,144610,,0.33553,-0.3828,-0.000719,0.001433,1.095537,0.002125,0.04809,1.717385,97.826,0.15333,32.41,2602,949,0.7328,0.3359,3.591,4460.6
45,147571,,0.24081,-0.58672,-0.005079,0.001174,1.081406,0.003186,0.029405,1.389066,180.0,0.15,32.39,2145,824,0.7225,0.2849,3.529,4552.0
46,151412,,0.3147,-0.44576,-0.011697,0.001079,1.075174,0.005205,0.054603,1.401309,163.636,0.14667,32.61,2633,1216,0.6841,0.2793,3.515,4669.8
47,154013,,0.29265,-0.47492,-0.005039,0.002036,1.024366,0.002693,0.046176,1.313143,97.674,0.14333,32.83,1931,678,0.7401,0.3384,3.348,4749.1
48,156914,,0.29785,-0.44115,-0.003038,0.00132,1.06564,0.001686,0.032615,1.346349,114.286,0.14,32.18,2139,770,0.7353,0.3002,3.532,4839.2
49,158765,,0.25788,-0.52098,-0.00935,0.002379,1.055784,0.007191,0.107265,1.425153,95.122,0.13667,32.5,1432,427,0.7703,0.3766,3.643,4896.2
50,162962,0.55,0.29302,-0.44704,-0.001673,0.001055,1.071397,0.001122,0.029862,1.410498,127.5,0.13333,32.54,3024,1181,0.7191,0.2966,3.594,5034.6
51,165822,,0.25878,-0.55478,-0.00312,0.001863,1.085398,0.005292,0.047482,1.279664,146.154,0.13,32.49,2017,851,0.7033,0.4224,3.506,5122.6
52,169513,,0.27011,-0.53217,-0.002023,0.001384,1.112171,0.002274,0.019339,1.362742,126.316,0.12667,32.18,2718,981,0.7348,0.2975,3.546,5237.4
53,171039,,0.1846,-0.64616,-0.003492,0.00319,1.205216,0.006241,0.074428,1.361958,113.514,0.12333,32.62,1176,358,0.7666,0.4255,3.974,5284.2
54,174028,,0.2452,-0.57519,-0.001687,0.001683,1.115585,0.002543,0.021701,1.437501,125.0,0.12,31.97,2164,833,0.7221,0.2839,3.599,5377.7
55,177027,,0.22524,-0.60936,-0.001324,0.001756,1.130252,0.001853,0.025389,1.51397,162.857,0.11667,32.7,2138,869,0.711,0.2399,3.711,5469.4
56,179745,,0.21565,-0.62159,0.004069,0.001866,1.137349,0.006695,0.075765,1.44011,141.176,0.11333,32.48,2030,696,0.7447,0.26,3.759,5553.1
57,183404,,0.22766,-0.56599,-0.001203,0.00103,1.057643,0.001822,0.033379,1.618924,190.909,0.11,31.78,2664,1003,0.7265,0.2815,3.494,5668.2
58,186865,,0.2414,-0.57026,-0.012035,0.000757,1.085785,0.001759,0.023307,1.361498,150.0,0.10667,31.91,2476,993,0.7138,0.2279,3.551,5776.7
59,189953,,0.28269,-0.5024,-0.003263,0.001273,1.058155,0.003951,0.071771,1.55331,164.516,0.10333,32.38,2227,869,0.7193,0.258,3.483,5872.1
60,192525,0.5875,0.29158,-0.4767,-0.000396,0.00249,1.092772,0.001198,0.044105,1.679543,230.0,0.1,32.67,1865,715,0.7229,0.4635,3.601,5962.1
61,196545,,0.33854,-0.36901,-0.002072,0.001303,1.089719,0.005281,0.047526,1.879788,227.586,0.09667,31.99,2877,1151,0.7143,0.3845,3.615,6087.8
62,199386,,0.2844,-0.47936,0.009338,0.001355,1.03145,0.005102,0.103102,2.896683,192.857,0.09333,32.73,2034,815,0.7139,0.2228,3.453,6174.6
63,201522,,0.26921,-0.49738,-0.005247,0.002066,1.092448,0.003023,0.083083,1.390057,188.889,0.09,32.45,1629,515,0.7598,0.4464,3.728,6240.4
64,204386,,0.28728,-0.44913,-0.002709,0.001742,1.041425,0.00398,0.048083,1.375439,161.538,0.08667,32.66,2070,802,0.7208,0.362,3.417,6328.1
65,206936,,0.25162,-0.55475,-0.002208,0.0018,1.126152,0.006164,0.08236,2.01153,156.0,0.08333,32.86,1987,571,0.7768,0.262,3.714,6405.7
66,210554,,0.30829,-0.43202,-0.002352,0.001154,1.103675,0.003489,0.049057,1.573341,187.5,0.08,32.57,2561,1065,0.7063,0.2491,3.587,6516.8
67,212450,,0.17481,-0.70657,-0.005015,0.001939,1.180192,0.003899,0.050013,1.347886,182.609,0.07667,33.03,1458,446,0.7658,0.3239,4.008,6574.3
68,216613,,0.37909,-0.27193,-4.6e-05,0.001089,1.097182,0.005733,0.048483,1.488306,259.091,0.07333,32.68,2846,1325,0.6823,0.3312,3.612,6701.7
69,219434,,0.2104,-0.64136,-0.020443,0.001569,1.115885,0.001795,0.088225,1.493792,200.0,0.07,32.9,1948,881,0.6886,0.2543,3.63,6787.4
70,222624,0.6525000000000001,0.23415,-0.60704,-0.004459,0.001107,1.100994,0.005232,0.060837,1.458985,255.0,0.06667,32.83,2222,976,0.6948,0.2851,3.684,6901.9
71,226397,,0.34438,-0.34644,-0.001624,0.000793,1.087823,0.00573,0.05118,1.461074,300.0,0.06333,32.87,2509,1272,0.6636,0.2621,3.548,7016.6
72,229354,,0.28448,-0.48967,-0.016209,0.001726,1.084193,0.006644,0.078008,1.654109,250.0,0.06,32.87,2160,805,0.7285,0.5593,3.664,7106.6
73,234115,,0.31268,-0.40606,0.000447,0.001041,1.077421,0.007447,0.066713,1.83555,300.0,0.05667,32.94,3177,1592,0.6662,0.2641,3.653,7251.2
74,236699,,0.3674,-0.31938,-0.001743,0.00168,1.072263,0.004079,0.064649,1.63765,337.5,0.05333,32.93,1725,867,0.6655,0.4774,3.661,7329.7
75,242142,,0.43925,-0.13346,-0.002593,0.001108,1.076033,0.003997,0.055928,1.826819,400.0,0.05,32.96,3651,1800,0.6698,0.4435,3.591,7494.8
76,245935,,0.28543,-0.47833,-0.00246,0.00153,1.069519,0.004355,0.063866,1.787638,364.286,0.04667,32.44,2715,1086,0.7143,0.3527,3.632,7611.8
77,249013,,0.21199,-0.64016,0.007059,0.001697,1.108079,0.004544,0.039792,1.650987,323.077,0.04333,32.65,2188,898,0.709,0.2836,3.823,7706.1
78,252134,,0.34576,-0.34485,-0.00078,0.001481,1.064327,0.005097,0.028982,1.476367,425.0,0.04,32.71,2120,1009,0.6775,0.3303,3.508,7801.5
79,255435,,0.34657,-0.34368,-0.002446,0.001923,1.109947,0.001292,0.016186,1.512981,490.909,0.03667,32.39,2416,893,0.7301,0.4156,3.668,7903.4
80,259873,0.645,0.32778,-0.38144,-0.002439,0.001499,1.13228,0.007415,0.044738,2.054731,540.0,0.03333,32.95,3177,1269,0.7146,0.2789,3.788,8054.0
81,264664,,0.4016,-0.25798,-0.000531,0.001114,1.054298,0.008831,0.061988,3.818849,466.667,0.03,32.35,3305,1494,0.6887,0.299,3.548,8202.1
82,268213,,0.39078,-0.24298,-0.000687,0.001568,1.081345,0.003998,0.012626,1.478187,562.5,0.02667,32.36,2506,1051,0.7045,0.3736,3.508,8311.8
83,271967,,0.3202,-0.39635,0.000555,0.001653,1.080268,0.016069,0.048797,5.244243,728.571,0.02333,32.46,2676,1086,0.7113,0.3256,3.607,8427.4
84,274775,,0.3181,-0.41238,-0.005037,0.001907,1.071437,0.006417,0.065223,2.003747,1200.0,0.02,32.46,1979,837,0.7028,0.3986,3.634,8514.0
85,278838,,0.37457,-0.28676,-0.003325,0.001554,1.043564,0.004247,0.045438,3.515201,960.0,0.01667,31.86,2900,1171,0.7124,0.3411,3.54,8641.5
86,281805,,0.2538,-0.55013,-0.005076,0.001454,1.081088,0.014423,0.073671,1.88544,1500.0,0.01333,32.73,2175,800,0.7311,0.2561,3.995,8732.2
87,285407,,0.38912,-0.24589,0.002142,0.001285,0.959092,0.006987,0.078075,6.756082,1500.0,0.01,32.51,2552,1058,0.7069,0.3871,3.493,8843.0
88,290870,,0.39513,-0.25005,0.002539,0.000771,0.975929,0.005408,0.065483,8.530463,2700.0,0.00667,32.38,3888,1583,0.7107,0.292,3.57,9011.7
89,293965,,0.3383,-0.36931,-0.00074,0.001171,0.952337,0.00655,0.07293,2.302274,7800.0,0.00333,32.71,2369,734,0.7635,0.3853,3.614,9106.4
90,297007,0.5575,0.28184,-0.46026,-0.001751,0.00196,0.941545,0.00539,0.061747,2.124346,13000.0,0.001,32.44,2357,693,0.7728,0.4222,3.731,9211.6
91,300541,,0.38012,-0.2752,-0.003205,0.001323,0.948067,0.006336,0.061222,2.341918,18000.0,0.001,32.02,2643,899,0.7462,0.429,3.733,9322.0
92,304859,,0.44708,-0.13036,-0.000543,0.001241,0.887535,0.00408,0.065644,4.971916,16000.0,0.001,32.44,3307,1019,0.7644,0.4651,3.514,9455.1
93,308656,,0.31791,-0.37393,-0.002471,0.001145,0.924716,0.006713,0.088633,3.885134,18000.0,0.001,32.14,2872,933,0.7548,0.3003,3.806,9573.3
94,312984,,0.39368,-0.25147,0.000963,0.00083,0.980582,0.005624,0.052855,2.014475,21000.0,0.001,32.22,3087,1249,0.7119,0.2766,3.567,9707.6
95,317219,,0.4481,-0.12851,0.006744,0.001459,0.92544,0.00684,0.072777,2.279565,16000.0,0.001,32.62,3167,1076,0.7464,0.3391,3.622,9837.5
96,320256,,0.2784,-0.47309,-0.002135,0.001126,0.954829,0.008542,0.060455,2.347319,20000.0,0.001,32.06,2407,638,0.7905,0.4396,3.92,9932.2
97,322473,,0.30495,-0.41369,-0.001003,0.00265,0.880411,0.007932,0.068933,2.746914,12000.0,0.001,32.01,1747,478,0.7852,0.5353,3.837,10001.5
98,324300,,0.31231,-0.37759,-0.015707,0.00253,0.874332,0.00576,0.062604,2.115617,14000.0,0.001,32.14,1361,474,0.7417,0.3001,3.645,10058.4
99,328631,,0.51008,-0.00444,-0.0014,0.001205,0.838623,0.005547,0.069036,1.997653,17000.0,0.001,32.78,3152,1187,0.7264,0.474,3.401,10190.5
100,331674,0.5449999999999999,0.34684,-0.34961,0.001419,0.000898,0.842199,0.009818,0.08525,2.177467,16000.0,0.001,32.29,2292,759,0.7512,0.3671,3.533,10296.1
101,332829,,0.26295,-0.47854,0.024786,0.003509,0.917549,0.007721,0.102344,2.059368,13000.0,0.001,31.81,950,213,0.8169,0.9632,4.106,10332.4
102,335442,,0.35643,-0.33,-0.00293,0.001523,0.809738,0.004704,0.061103,1.704322,13000.0,0.001,31.9,2070,551,0.7898,0.4391,3.557,10414.4
103,339118,,0.43448,-0.13433,0.002129,0.001124,0.811086,0.003901,0.046754,2.399554,15000.0,0.001,32.73,2851,833,0.7739,0.4232,3.541,10526.7
104,342269,,0.45411,-0.14956,-0.003317,0.001426,0.850973,0.00764,0.071957,3.424798,17000.0,0.001,32.62,2294,865,0.7262,0.5072,3.527,10623.3
105,346366,,0.48495,-0.08643,-0.000551,0.001079,0.812464,0.00428,0.058554,2.535172,17000.0,0.001,33.03,2920,1185,0.7113,0.4164,3.378,10747.3
106,349184,,0.33905,-0.35524,-5.1e-05,0.002103,0.873962,0.004206,0.042006,1.70378,13000.0,0.001,32.86,2120,706,0.7502,0.4826,3.724,10833.1
107,353081,,0.5355,0.03407,0.00201,0.001354,0.779246,0.008419,0.07858,9.254751,17000.0,0.001,33.15,2913,992,0.746,0.5067,3.524,10950.7
108,356147,,0.4297,-0.19553,-0.000858,0.001286,0.691138,0.007958,0.061271,4.280309,13000.0,0.001,32.84,2400,674,0.7807,0.5127,3.401,11044.1
109,359038,,0.48666,-0.05777,0.002315,0.001944,0.741547,0.006207,0.063667,4.029077,13000.0,0.001,32.72,2185,714,0.7537,0.6597,3.515,11132.5
